family,Name,latitude,longitude
Afro-Asiatic,Arabic (Lebanese),34,36
Afro-Asiatic,Arabic (Kuwaiti),29.5,47.5
Afro-Asiatic,Arabic (Kormakiti),35.25,33.5
Afro-Asiatic,Arabic (Iraqi),33,44
Afro-Asiatic,Arabic (Hijazi),26,38
Afro-Asiatic,Arabic (Gulf),26,49
Afro-Asiatic,Arabic (Egyptian),30,31
Afro-Asiatic,Arabic (Eastern Libyan),32,22
Afro-Asiatic,Arabic (Borno Nigerian),8.583333333,12.41666667
Afro-Asiatic,Arabic (Beirut),33.91666667,35.5
Afro-Asiatic,Arabic (Bani-Hassan),20,-10
Afro-Asiatic,Arabic (Bahrain),26,50.5
Afro-Asiatic,Arabic (Abbéché Chad),13.83333333,20.83333333
Afro-Asiatic,Angas,9.5,9.5
Afro-Asiatic,Amharic,10,38
Afro-Asiatic,Alagwa,-5.5,35.75
Afro-Asiatic,Aari,6,36.58333333
