sa2_maincode_2016,p_tot_marrd_reg_marrge,p_tot_married_de_facto,p_tot_not_married,p_tot_total,registered_marriage_percent,defacto_percent,not_married_percent
128011529,7298,1064,4702,13065,0.5585916570991197,0.08143895905089935,0.359892843474933
128011530,6728,1037,5638,13407,0.5018274035951369,0.07734765421048706,0.4205265905870068
128011531,6614,735,4532,11885,0.5564997896508204,0.06184265881363063,0.38132099284812787
128011602,3663,1039,3944,8648,0.4235661424606845,0.12014338575393155,0.45605920444033304
128011603,5257,499,3253,9010,0.5834628190899002,0.055382907880133184,0.3610432852386238
128011604,7745,2503,7417,17665,0.43843758845174075,0.1416926125106142,0.41986979903764504
128011605,1488,113,776,2379,0.6254728877679697,0.0474989491382934,0.32618747372845736
128011606,3167,426,2158,5757,0.5501129060274449,0.07399687337154769,0.37484801111690114
128021533,2679,347,1768,4799,0.5582413002708898,0.07230673056886851,0.3684100854344655
128021534,4946,348,2882,8173,0.6051633427138138,0.042579224275052,0.35262449528936746
128021535,9029,946,5945,15917,0.5672551360180939,0.05943331029716655,0.3735000314129547
128021536,9139,1102,5191,15430,0.5922877511341542,0.07141931302657162,0.33642255346727157
128021537,4,0,4,9,0.4444444444444444,0.0,0.4444444444444444
128021538,7184,1782,6448,15413,0.4661000454162071,0.11561668721209369,0.41834814766755335
128021607,7244,882,4104,12229,0.5923624172050045,0.07212364052661706,0.33559571510344266
128021608,3274,358,1782,5408,0.6053994082840237,0.06619822485207101,0.32951183431952663
128021609,1698,161,993,2843,0.5972564192754133,0.056630320084417866,0.34927893070699967
197979799,0,0,0,0,0.0,0.0,0.0
199999499,0,0,0,0,0.0,0.0,0.0
201011001,4256,811,2983,8046,0.5289584886900324,0.100795426298782,0.37074322644792446
201011002,3808,772,3772,8359,0.4555568847948319,0.09235554492164134,0.4512501495394186
201011003,7432,1862,7251,16535,0.4494708194738434,0.11260961596613245,0.43852434230420323
201011004,6357,2169,8986,17514,0.36296676944158957,0.12384378211716342,0.5130752540824484
201011005,2663,435,1628,4723,0.5638365445691298,0.09210247723904298,0.34469616769002753
201011006,2293,637,2086,5018,0.45695496213630926,0.12694300518134716,0.41570346751693904
201011007,1635,273,881,2790,0.5860215053763441,0.0978494623655914,0.3157706093189964
201011008,4223,1180,4777,10175,0.41503685503685506,0.11597051597051597,0.4694840294840295
201021009,2154,521,1516,4189,0.5142038672714252,0.1243733587968489,0.3619002148484125
201021010,2680,652,2128,5463,0.4905729452681677,0.1193483434010617,0.3895295625114406
201021011,2869,990,2520,6382,0.4495455969915387,0.15512378564713256,0.39486054528361014
201021012,2161,422,1416,3999,0.5403850962740685,0.10552638159539884,0.35408852213053266
201031013,1226,248,948,2420,0.5066115702479339,0.1024793388429752,0.39173553719008264
201031014,1440,315,1113,2870,0.5017421602787456,0.10975609756097561,0.3878048780487805
201031015,1677,415,1157,3255,0.5152073732718894,0.12749615975422426,0.3554531490015361
201031016,2466,592,2779,5831,0.4229120219516378,0.10152632481564054,0.4765906362545018
201031017,1865,454,1661,3976,0.4690643863179074,0.1141851106639839,0.41775653923541245
202011018,3662,1233,5378,10274,0.35643371617675684,0.12001167996885341,0.5234572707806112
202011019,3254,963,4126,8346,0.38988737119578243,0.11538461538461539,0.49436855978912053
202011020,4489,861,4468,9819,0.4571748650575415,0.08768713718301252,0.4550361543945412
202011021,2652,703,3307,6664,0.3979591836734694,0.1054921968787515,0.4962484993997599
202011022,6125,1631,6365,14123,0.43368972597889965,0.11548537846066699,0.4506832825886851
202011023,2113,316,991,3424,0.6171144859813084,0.09228971962616822,0.28942757009345793
202011024,3652,464,1762,5880,0.6210884353741497,0.07891156462585033,0.29965986394557825
202011025,3916,1103,3130,8159,0.47996077950729255,0.135188135800956,0.38362544429464396
202021026,2950,594,1490,5038,0.5855498213576816,0.11790393013100436,0.29575228265184594
202021027,2897,963,3287,7150,0.40517482517482517,0.1346853146853147,0.45972027972027973
202021028,2989,883,2374,6241,0.4789296587085403,0.14148373658067617,0.38038775837205574
202021029,1678,336,1328,3341,0.5022448368751871,0.10056869200838073,0.39748578269979046
202021030,3325,825,2648,6798,0.48911444542512506,0.12135922330097088,0.38952633127390407
202021031,2587,532,1653,4774,0.5418935902806871,0.11143695014662756,0.3462505236698785
202031032,1688,339,1119,3150,0.5358730158730158,0.10761904761904761,0.35523809523809524
202031033,2504,438,1997,4936,0.5072933549432739,0.0887358184764992,0.40457860615883307
203011034,2507,498,1262,4268,0.587394564198688,0.11668228678537956,0.29568884723523897
203011035,2742,530,1590,4862,0.5639654463183875,0.10900863842040312,0.3270259152612094
203011036,2287,424,1390,4100,0.5578048780487805,0.10341463414634146,0.33902439024390246
203021037,4399,1104,4836,10344,0.4252706883217324,0.10672853828306264,0.46751740139211134
203021038,6753,1836,10070,18660,0.36189710610932474,0.09839228295819935,0.5396570203644159
203021039,3704,1097,4487,9293,0.398579576024965,0.11804584095555795,0.48283654363499406
203021040,6175,1624,6671,14467,0.4268334830994678,0.11225547798437824,0.4611184074099675
203021041,8178,1805,6786,16771,0.48762745214954384,0.10762625961481129,0.4046270347623874
203021042,8732,1175,5791,15705,0.5560012734797835,0.07481693728112067,0.36873607131486785
203021043,6345,1422,4465,12231,0.5187637969094923,0.11626195732155997,0.3650560052326057
203021044,4810,1026,3354,9188,0.5235089246843709,0.11166739225076186,0.3650413582934262
203021045,4443,1083,5345,10872,0.4086644591611479,0.09961368653421633,0.4916298749080206
203021046,3671,636,2915,7228,0.5078859988931932,0.08799114554510237,0.4032927504150526
203021047,4826,1022,4900,10751,0.44888847549065203,0.09506092456515673,0.4557715561343131
203031048,5223,922,3657,9796,0.5331768068599428,0.09412004899959167,0.37331563903634135
203031049,1708,451,1256,3407,0.5013208100968594,0.13237452304079836,0.3686527737012034
203031050,8739,1781,5413,15927,0.5486909022414768,0.1118226910278144,0.33986312551014003
203031051,2862,492,2146,5498,0.5205529283375773,0.08948708621316842,0.3903237540923972
203031052,1666,215,1020,2902,0.5740868366643694,0.0740868366643694,0.35148173673328736
203031053,6988,1413,4045,12446,0.5614655310943275,0.11353045155069902,0.3250040173549735
204011054,2252,576,1667,4492,0.5013357079252003,0.12822796081923418,0.3711041852181656
204011055,2257,461,1835,4554,0.4956082564778217,0.10122968818620992,0.40294246815985946
204011056,4579,1216,3910,9709,0.47162426614481406,0.12524461839530332,0.4027191265835822
204011057,2901,704,2116,5715,0.5076115485564304,0.1231846019247594,0.37025371828521436
204011058,1413,376,1101,2890,0.4889273356401384,0.1301038062283737,0.3809688581314879
204011059,1779,434,2293,4509,0.39454424484364603,0.0962519405633178,0.5085384785983589
204011060,1554,385,881,2825,0.5500884955752212,0.13628318584070798,0.311858407079646
204011061,52,19,67,139,0.37410071942446044,0.1366906474820144,0.48201438848920863
204011062,1241,325,963,2539,0.4887751083103584,0.12800315084679006,0.379283182355258
204021063,3433,741,3310,7480,0.4589572192513369,0.09906417112299465,0.4425133689839572
204021064,1464,293,771,2529,0.5788849347568209,0.1158560695927244,0.30486358244365364
204021065,1405,289,1106,2800,0.5017857142857143,0.10321428571428572,0.395
204021066,6094,1387,5796,13277,0.45898922949461474,0.1044663704150034,0.43654440009038187
204021067,4012,687,2146,6845,0.5861212563915267,0.10036523009495983,0.31351351351351353
204031068,1538,374,1115,3031,0.5074232926426921,0.12339161992741669,0.3678653909600792
204031069,2767,646,2018,5436,0.5090139808682855,0.1188373804267844,0.37122884473877854
204031070,1173,286,773,2234,0.5250671441360788,0.12802148612354522,0.3460161145926589
204031071,1714,323,1330,3370,0.5086053412462908,0.09584569732937685,0.39465875370919884
204031072,2310,419,1500,4227,0.5464868701206529,0.09912467471019636,0.35486160397445
204031073,4986,1285,4059,10325,0.48290556900726395,0.12445520581113802,0.3931234866828087
204031074,7679,1966,6858,16507,0.46519658326770463,0.11910098745986551,0.41546010783304055
204031075,1852,360,967,3178,0.5827564505978603,0.11327879169288861,0.3042794210195091
205011076,5594,1379,4314,11289,0.4955266188324918,0.12215430950482771,0.3821419080520861
205011077,2330,462,1512,4304,0.5413568773234201,0.10734200743494424,0.3513011152416357
205011078,2836,615,1917,5375,0.5276279069767442,0.1144186046511628,0.3566511627906977
205011079,6887,1210,5288,13392,0.5142622461170848,0.09035244922341697,0.3948626045400239
205021080,4,0,0,4,1.0,0.0,0.0
205021081,4668,1144,4285,10101,0.4621324621324621,0.11325611325611326,0.42421542421542424
205021082,2938,725,1878,5539,0.5304206535475717,0.13089005235602094,0.3390503701029067
205021083,0,0,0,0,0.0,0.0,0.0
205021084,3584,745,2605,6933,0.5169479301889514,0.10745708928313862,0.37573921823164574
205021085,2110,511,1870,4486,0.4703522068658047,0.11390994204190816,0.4168524297815426
205021086,2573,498,1561,4629,0.5558435947288831,0.10758263123784835,0.33722186217325556
205031087,3106,759,2309,6175,0.502995951417004,0.12291497975708501,0.3739271255060729
205031088,37,6,33,76,0.4868421052631579,0.07894736842105263,0.4342105263157895
205031089,3360,707,2383,6454,0.5206073752711496,0.10954446854663774,0.369228385497366
205031090,4036,810,2805,7655,0.5272370999346833,0.10581319399085565,0.36642717178314826
205031091,3551,805,2813,7170,0.49525801952580195,0.11227336122733612,0.3923291492329149
205031092,7,0,3,8,0.875,0.0,0.375
205031093,7609,1733,6579,15923,0.4778622118947434,0.10883627457137474,0.4131759090623626
205041094,4188,864,2991,8038,0.5210251306295098,0.10748942523015675,0.37210748942523014
205041095,4945,1294,5783,12021,0.41136344730055735,0.10764495466267365,0.4810747857915315
205041096,3703,1058,4945,9710,0.38135942327497424,0.10895983522142122,0.5092687950566427
205041097,8666,2179,7624,18472,0.4691424859246427,0.1179623213512343,0.41273278475530534
205041098,1629,446,1172,3252,0.5009225092250923,0.13714637146371464,0.36039360393603936
205051099,4,0,7,17,0.23529411764705882,0.0,0.4117647058823529
205051100,1597,281,1068,2955,0.5404399323181049,0.09509306260575297,0.3614213197969543
205051101,4909,1149,3681,9740,0.5040041067761807,0.11796714579055441,0.37792607802874745
205051102,1528,337,964,2830,0.5399293286219081,0.11908127208480565,0.34063604240282686
205051103,4718,1052,4301,10069,0.46856688846956,0.10447909424967723,0.4271526467375112
205051104,1845,493,1546,3884,0.4750257466529351,0.12693099897013388,0.398043254376931
206011105,5495,3905,10795,20196,0.2720835809071103,0.19335511982570805,0.5345117845117845
206011106,2469,1762,4670,8898,0.27747808496291304,0.19802202742189257,0.5248370420319173
206011107,3707,1502,5459,10674,0.3472924864155893,0.14071575791643245,0.5114296421210418
206011108,8187,2477,9399,20062,0.40808493669624163,0.1234672515202871,0.46849765726248627
206011109,3615,691,2930,7239,0.499378367177787,0.09545517336648708,0.4047520375742506
206021110,2757,944,3081,6782,0.4065172515482159,0.13919197876732528,0.45429076968445886
206021111,6517,3192,8607,18316,0.3558091286307054,0.17427385892116182,0.4699170124481328
206021112,5063,2179,6604,13840,0.3658236994219653,0.1574421965317919,0.4771676300578035
206031113,4464,1402,5022,10891,0.4098797171976862,0.12873014415572492,0.46111468184739696
206031114,9899,1755,9070,20722,0.47770485474375063,0.08469259723964868,0.4376990637969308
206031115,2196,975,4154,7328,0.29967248908296945,0.13305131004366813,0.5668668122270742
206031116,4824,1181,4763,10771,0.44786927861851267,0.10964627239810602,0.44220592331259867
206041117,1909,1558,10676,14138,0.13502617060404584,0.11019946244164662,0.7551280237657377
206041118,3039,1259,4345,8642,0.3516547095579727,0.14568386947465864,0.5027771349224717
206041119,1303,646,1734,3685,0.35359565807327004,0.17530529172320217,0.4705563093622795
206041120,8,6,25,40,0.2,0.15,0.625
206041121,2728,1558,3984,8262,0.33018639554587265,0.1885741951101428,0.4822076978939724
206041122,4982,3674,21640,30293,0.16446043640444988,0.12128214438979303,0.7143564519856073
206041123,3574,2368,9148,15094,0.2367828276136213,0.15688352987942228,0.6060686365443222
206041124,1083,524,2286,3892,0.27826310380267216,0.13463514902363824,0.5873586844809866
206041125,1533,764,2192,4487,0.3416536661466459,0.17026966792957432,0.48852239803877867
206041126,4054,2386,8235,14673,0.2762897839569277,0.16261159953656376,0.561234921283991
206041127,0,0,0,0,0.0,0.0,0.0
206051128,4897,1764,4736,11394,0.429787607512726,0.15481832543443919,0.4156573635246621
206051129,3428,2451,5520,11398,0.30075451833655026,0.21503772591682752,0.4842954904369188
206051130,4955,2064,5118,12145,0.407986825854261,0.16994648003293536,0.4214079868258543
206051131,0,0,6,6,0.0,0.0,1.0
206051132,2997,1516,4171,8678,0.34535607282784053,0.1746946300991012,0.4806407006222632
206051133,4444,4382,10235,19060,0.23315844700944385,0.22990556138509968,0.5369884575026233
206051134,3377,2406,6590,12375,0.2728888888888889,0.19442424242424242,0.5325252525252525
206061135,2780,823,3215,6812,0.40810334703464474,0.12081620669406928,0.47196124486200824
206061136,3979,3062,8013,15061,0.2641922847088507,0.20330655334971118,0.5320363853661776
206061137,4188,3291,8994,16470,0.25428051001821494,0.19981785063752278,0.5460837887067396
206061138,4670,968,4499,10138,0.4606431248767015,0.09548234365752614,0.44377589268100215
206071139,1660,1560,3265,6479,0.25621237845346506,0.24077789782373824,0.5039357925605803
206071140,1941,1125,3642,6707,0.28939913523184735,0.16773520202773223,0.5430147606977784
206071141,1249,1547,3584,6389,0.1954922523086555,0.2421349193927062,0.5609641571450932
206071142,1748,1542,4132,7422,0.23551603341417407,0.20776071139854488,0.556723255187281
206071143,2826,1788,4770,9378,0.30134357005758156,0.19065898912348048,0.508637236084453
206071144,6699,4607,12550,23853,0.2808451767073324,0.19314132394248104,0.5261392696935396
206071145,2398,1188,2836,6423,0.3733457885723182,0.18496029892573565,0.4415382220146349
207011146,3048,358,2148,5555,0.5486948694869487,0.06444644464446445,0.3866786678667867
207011147,6202,530,5410,12142,0.5107889968703673,0.04365014000988305,0.44556086311974963
207011148,8349,628,6353,15326,0.5447605376484406,0.04097611901344121,0.41452433772673886
207011149,8226,1046,6401,15674,0.5248181702181958,0.0667347199183361,0.4083833099400281
207011150,6886,765,4464,12109,0.5686679329424396,0.06317614997109589,0.36865141630192416
207011151,6480,2358,8412,17251,0.3756303982377833,0.1366877282476378,0.48762390586052984
207011152,4874,1383,5234,11498,0.4238998086623761,0.12028178813706732,0.45520960166985563
207011153,8447,1601,7924,17968,0.470113535173642,0.08910284951024043,0.4410062333036509
207011154,2551,312,1907,4774,0.5343527440301634,0.06535400083787181,0.39945538332635105
207011155,6700,676,4571,11949,0.5607163779395765,0.05657377186375429,0.38254247217340365
207021156,4831,496,3423,8758,0.5516099566110985,0.056633934688284995,0.3908426581411281
207021157,8604,911,7131,16647,0.5168498828617769,0.05472457499849823,0.42836547125608215
207021159,7480,583,4626,12698,0.5890691447472043,0.045912742164120335,0.36430934005355176
207021160,5894,497,3841,10228,0.5762612436448964,0.04859210011732499,0.3755377395385217
207021424,6821,416,4229,11463,0.5950449271569397,0.03629067434354009,0.3689261100933438
207021425,5762,559,4341,10661,0.5404746271456712,0.05243410561860989,0.4071850670668793
207031161,8426,1009,6547,15981,0.527251110693949,0.06313747575245604,0.40967398786058445
207031162,4122,489,3285,7900,0.5217721518987342,0.06189873417721519,0.4158227848101266
207031163,6250,1165,7944,15358,0.4069540304727178,0.0758562312801146,0.5172548508920433
207031164,6730,852,5879,13462,0.49992571683256576,0.063289258653989,0.436710741346011
207031165,3311,590,5576,9477,0.34937216418697903,0.06225598818191411,0.5883718476311068
207031166,4166,394,3663,8224,0.5065661478599222,0.04790856031128405,0.4454036964980545
207031167,3959,526,3052,7536,0.5253450106157113,0.06979830148619957,0.40498938428874737
208011168,5898,617,3508,10022,0.5885052883655957,0.06156455797246059,0.35002993414488126
208011169,8776,1348,6296,16415,0.5346329576606762,0.08212001218397808,0.3835516296070667
208011170,6277,825,4127,11227,0.5590986015854637,0.07348356640242273,0.36759597399127103
208011171,3982,754,3157,7888,0.5048174442190669,0.09558823529411764,0.40022819472616633
208011172,6584,1073,5161,12815,0.5137729223566133,0.08373000390167772,0.4027311744049942
208011173,6509,1041,4404,11959,0.544276277280709,0.08704741199096915,0.3682582155698637
208021174,8410,1273,6858,16538,0.5085258193251905,0.07697424114161325,0.41468133994437056
208021176,6046,1487,6410,13952,0.43334288990825687,0.10657970183486239,0.45943233944954126
208021177,7185,1445,6490,15121,0.4751669863104292,0.09556246280007936,0.42920441769724227
208021178,6644,1060,5175,12876,0.5159987573780678,0.08232370301335819,0.40191053122087605
208021179,3707,1113,3499,8316,0.44576719576719576,0.13383838383838384,0.42075517075517077
208021180,2679,519,2601,5797,0.46213558737277904,0.08952906675866827,0.44868035190615835
208021181,3404,709,2989,7101,0.4793691029432474,0.09984509224052951,0.42092663005210534
208021182,4814,884,4579,10274,0.46856141716955424,0.08604243722016741,0.4456881448316138
208021426,5806,785,4158,10758,0.5396913924521286,0.0729689533370515,0.38650306748466257
208021427,5189,754,3857,9793,0.5298682732564076,0.0769937710609619,0.39385275196568975
208031183,3993,343,2404,6743,0.5921696574225123,0.05086756636511938,0.35651787038410204
208031184,5,0,15,19,0.2631578947368421,0.0,0.7894736842105263
208031185,4134,969,3571,8672,0.47670664206642066,0.1117389298892989,0.4117850553505535
208031186,4390,1387,4560,10342,0.4244826919357958,0.13411332430864437,0.4409205182749952
208031187,2041,387,1582,4009,0.5091045148416063,0.09653280119730606,0.3946121227238713
208031188,7962,1640,7077,16679,0.4773667486060315,0.09832723784399544,0.424306013549973
208031189,4619,1045,3465,9121,0.5064137704199101,0.1145707707488214,0.37989255564082886
208031190,4607,1032,4177,9815,0.46938359653591444,0.10514518593988793,0.42557310239429447
208031191,3126,638,2552,6316,0.49493350221659277,0.10101329955668144,0.40405319822672575
208031192,0,0,0,0,0.0,0.0,0.0
208031193,7099,1559,5860,14519,0.4889455196638887,0.10737654108409671,0.4036090639851229
208041194,7114,1401,6399,14917,0.4769055440101897,0.09391968894549843,0.42897365422001743
208041195,7680,1280,7129,16086,0.4774337933606863,0.07957229889344772,0.44318040532139746
209011196,3838,508,3235,7579,0.5063992611162422,0.06702731231033118,0.42683731362976646
209011197,8269,1286,5849,15404,0.5368086211373669,0.083484809140483,0.3797065697221501
209011198,5499,981,4281,10760,0.5110594795539033,0.09117100371747212,0.3978624535315985
209011199,3610,1146,5377,10135,0.35619141588554515,0.11307350764676863,0.5305377405032067
209011200,4202,870,3694,8764,0.47946143313555456,0.09926973984481972,0.4214970333181196
209011201,3309,378,2144,5836,0.5669979437971213,0.06477039067854695,0.36737491432488006
209011202,6232,1113,4594,11945,0.5217245709501883,0.09317706153202177,0.3845960652992884
209011203,7282,1102,5090,13470,0.5406087602078693,0.08181143281365999,0.37787676317743135
209011204,3484,621,2830,6925,0.5031046931407942,0.08967509025270758,0.4086642599277978
209021205,3486,492,3882,7855,0.4437937619350732,0.06263526416295354,0.49420751113940165
209021207,8195,1909,10144,20245,0.404791306495431,0.09429488762657447,0.5010619906149667
209021208,8424,1551,8102,18086,0.4657746323122857,0.08575693906889306,0.44797080614840207
209021428,5403,1974,7560,14946,0.36150140505820955,0.1320754716981132,0.5058209554395825
209021429,3907,1204,4078,9191,0.4250897617234251,0.130997715156131,0.4436949189424437
209031209,9654,1320,5976,16955,0.5693895606015924,0.07785314066647006,0.3524624004718372
209031210,1268,334,951,2551,0.4970599764798118,0.13092904743237946,0.37279498235985886
209031211,1301,439,930,2671,0.487083489329839,0.16435791838262823,0.34818420067390493
209031212,1997,389,1325,3715,0.537550471063257,0.10471063257065949,0.3566621803499327
209031213,4145,471,2369,6985,0.5934144595561919,0.0674302075876879,0.33915533285612026
209031214,2728,513,1577,4817,0.5663275897861739,0.10649782022005398,0.32738218808386965
209031215,5417,930,3803,10153,0.5335368856495617,0.09159854230276765,0.374569092878952
209041216,2774,341,2527,5642,0.49166962070187875,0.06043956043956044,0.4478908188585608
209041217,2306,290,2372,4969,0.46407727913060975,0.05836184342926142,0.47735962970416584
209041219,8795,902,7537,17237,0.5102396008586181,0.05232929164007658,0.4372570632940767
209041220,7202,858,5703,13769,0.5230590456823299,0.06231389352894182,0.4141912992955189
209041221,4614,616,3932,9155,0.5039868924085199,0.06728563626433642,0.42949208083014745
209041223,7921,793,7165,15878,0.49886635596422724,0.04994331779821136,0.45125330646177103
209041224,5588,1507,4018,11107,0.5031061492752318,0.1356802016746196,0.3617538489241019
209041225,2938,586,2255,5789,0.5075142511660045,0.10122646398341682,0.38953187078942825
209041430,7700,1740,4455,13893,0.5542359461599367,0.12524292809328438,0.32066508313539194
209041431,4923,676,4026,9627,0.5113742598940479,0.07021917523631453,0.4181988158304768
209041432,3100,404,2762,6264,0.4948914431673052,0.06449553001277139,0.4409323116219668
209041433,4327,443,2574,7348,0.5888677191072401,0.060288513881328255,0.3502994011976048
209041434,5902,1394,3797,11083,0.5325272940539565,0.1257782188938013,0.342596769827664
209041435,4890,640,2835,8364,0.5846484935437589,0.07651841224294596,0.33895265423242465
209041436,4559,653,3386,8592,0.5306098696461825,0.07600093109869646,0.39408752327746743
209041437,3810,468,1813,6090,0.625615763546798,0.07684729064039408,0.29770114942528736
210011226,2683,559,2586,5833,0.4599691410937768,0.09583404765986628,0.44333961940682326
210011227,0,0,0,0,0.0,0.0,0.0
210011228,3637,409,2472,6515,0.5582501918649271,0.06277820414428242,0.3794320798158097
210011229,10814,1197,7883,19898,0.5434717056990652,0.060156799678359636,0.39617046939390893
210011230,2562,467,2220,5252,0.4878141660319878,0.08891850723533892,0.4226961157654227
210011231,3891,433,2679,7008,0.555222602739726,0.0617865296803653,0.382277397260274
210021232,5196,858,2845,8902,0.5836890586385082,0.09638283531790609,0.31959110312289374
210021233,1401,261,699,2358,0.594147582697201,0.11068702290076336,0.2964376590330789
210021234,1654,285,966,2910,0.5683848797250859,0.0979381443298969,0.3319587628865979
210021235,3542,787,2275,6607,0.5360980777962767,0.11911608899651885,0.3443317693355532
210031236,2382,727,2441,5548,0.4293439077144917,0.13103821196827686,0.43997837058399425
210031237,4808,486,4492,9784,0.49141455437448894,0.049672935404742435,0.4591169255928046
210031239,8073,1869,7508,17451,0.4626095925734915,0.10709987966305656,0.43023322445705114
210031438,7529,1168,7603,16301,0.4618735046929636,0.07165204588675542,0.4664131034905834
210031439,1159,207,727,2086,0.5556088207094918,0.09923298178331735,0.34851390220517736
210031440,2049,336,1895,4274,0.4794103883949462,0.07861488067384183,0.443378568086102
210041240,4883,899,3472,9258,0.5274357312594513,0.0971052063080579,0.37502700367249947
210041241,9032,2344,8189,19565,0.46164068489649884,0.1198057756197291,0.41855353948377205
210051242,3765,419,4928,9113,0.41314605508614066,0.04597827279710304,0.5407659387687919
210051243,5317,406,5726,11451,0.4643262597153087,0.035455418740721334,0.500043664308794
210051245,6681,927,5865,13470,0.4959910913140312,0.06881959910913141,0.4354120267260579
210051246,7109,633,4537,12281,0.5788616562169204,0.05154303395488967,0.36943245664033875
210051247,4986,415,5047,10449,0.4771748492678725,0.03971671930328261,0.48301272849076465
210051248,24,4,16,45,0.5333333333333333,0.08888888888888889,0.35555555555555557
210051249,7932,582,6551,15071,0.5263088049897153,0.03861721186384447,0.434675867560215
210051250,2131,465,2388,4980,0.4279116465863454,0.09337349397590361,0.4795180722891566
210051441,2865,514,2670,6049,0.4736320052901306,0.08497272276409323,0.44139527194577616
210051442,4373,513,2752,7638,0.5725320764598062,0.06716417910447761,0.36030374443571617
210051443,6100,811,4740,11653,0.5234703509825795,0.06959581223719213,0.40676220715695527
210051444,5484,745,3184,9403,0.583218121875997,0.07923003296820164,0.3386153355312134
210051445,1334,299,837,2464,0.5413961038961039,0.12134740259740259,0.33969155844155846
211011251,4211,852,4028,9092,0.46315442146942365,0.09370875494940607,0.44302683677958643
211011254,6165,863,4383,11411,0.5402681622995356,0.07562877924809394,0.3841030584523705
211011255,2849,293,1762,4905,0.5808358817533129,0.05973496432212028,0.35922528032619777
211011256,6299,816,4767,11882,0.530129607810133,0.0686753071873422,0.4011950850025248
211011257,3543,341,2140,6018,0.5887337986041874,0.05666334330342306,0.35559986706547025
211011258,4825,423,2873,8124,0.593919251600197,0.05206794682422452,0.353643525356967
211011259,5895,646,4084,10628,0.5546669175762138,0.060782837786977795,0.38426797139631164
211011260,7607,626,5788,14025,0.5423885918003565,0.04463458110516934,0.41269162210338683
211011446,7521,1788,7200,16511,0.4555145054811944,0.10829144206892374,0.4360729210829144
211011447,4736,1140,4531,10405,0.4551657856799616,0.10956271023546373,0.43546371936568956
211011448,5552,1107,4382,11043,0.5027619306347912,0.10024449877750612,0.3968124603821425
211011449,1542,445,1134,3121,0.4940724126882409,0.1425825056071772,0.36334508170458185
211021261,6887,579,4450,11917,0.5779139045061676,0.048586053536964,0.37341612822018966
211021262,4314,434,2624,7374,0.5850284784377543,0.058855438025494984,0.3558448603200434
211031263,4128,827,3679,8630,0.47833140208574737,0.09582850521436848,0.42630359212050983
211031265,7522,954,4903,13385,0.5619723571161748,0.07127381397086291,0.36630556593201347
211031266,5976,1197,5604,12774,0.4678252700798497,0.0937059652418976,0.43870361672146546
211031267,7658,1244,6059,14959,0.5119326158165652,0.08316063908015242,0.4050404438799385
211031268,4125,472,2441,7036,0.5862706083001705,0.06708357021034679,0.3469300739056282
211031450,4895,1266,5015,11179,0.43787458627784237,0.11324805438769121,0.44860899901601214
211031451,4907,847,4211,9966,0.4923740718442705,0.08498896247240618,0.4225366245233795
211031452,1840,333,1342,3521,0.5225788128372622,0.09457540471456972,0.38114172110195965
211041269,4168,478,3493,8135,0.5123540258143823,0.05875845113706208,0.42937922556853103
211041270,6419,988,4777,12186,0.5267520105038569,0.08107664533070737,0.39200722140160843
211041271,4551,650,3594,8788,0.5178652708238507,0.07396449704142012,0.4089667728720983
211041272,4399,431,2870,7698,0.571447129124448,0.05598856845934009,0.3728241101584827
211041273,5429,307,3431,9169,0.5921038281164794,0.033482386301668665,0.374195659286727
211051274,3704,916,2708,7322,0.5058727123736684,0.12510243102977328,0.3698443048347446
211051275,3974,680,2808,7460,0.5327077747989276,0.09115281501340483,0.37640750670241285
211051276,4845,1184,3801,9831,0.49282880683552027,0.1204353575424677,0.38663411657003355
211051277,3130,758,2757,6646,0.47095997592536865,0.11405356605476978,0.414835991573879
211051278,7023,1355,5474,13858,0.5067830855823351,0.09777745706451148,0.39500649444364266
211051279,2194,439,1509,4146,0.5291847563917028,0.10588519054510372,0.36396526772793053
211051280,2503,572,1776,4853,0.5157634452915723,0.11786523799711518,0.36595920049453945
211051281,8122,1617,6554,16294,0.4984656928930895,0.09923898367497239,0.4022339511476617
211051282,3744,932,2403,7081,0.5287388786894507,0.13161982770795086,0.3393588476203926
211051283,3565,873,2661,7094,0.5025373555117,0.12306174231745137,0.37510572314632085
211051284,3435,946,2817,7195,0.477414871438499,0.13148019457956914,0.39152189020152883
211051285,2999,625,1918,5543,0.5410427566299838,0.1127548259065488,0.34602200974201697
211051286,5118,1628,4873,11614,0.44067504735663854,0.1401756500774927,0.41957981746168416
212011287,5058,945,3431,9431,0.5363164033506521,0.10020146325946347,0.3638002332732478
212011288,3302,636,2254,6193,0.5331826255449701,0.10269659292749879,0.36395930889714195
212011289,6810,1498,4469,12779,0.5329055481649582,0.11722356991939901,0.3497143751467251
212011290,2618,672,1947,5240,0.499618320610687,0.1282442748091603,0.3715648854961832
212011291,5647,1941,5017,12611,0.44778368091348825,0.15391325033700737,0.39782729363254304
212011292,9565,2268,7610,19447,0.49184964261839875,0.11662467218594127,0.3913199979431275
212021293,9206,1231,6771,17202,0.535170329031508,0.07156144634344844,0.39361702127659576
212021294,10144,1438,6209,17799,0.5699196584077757,0.08079105567728524,0.34883982246193607
212021295,3333,488,4400,8223,0.40532652316672746,0.05934573756536544,0.5350845190319835
212021297,4018,480,3423,7925,0.5070031545741325,0.06056782334384858,0.4319242902208202
212021299,3420,289,2028,5738,0.5960264900662252,0.05036598117811084,0.35343325200418263
