Data Item,Statistical Area Level 2 (SA2) (2016 ASGS),SA2 Code (2016 ASGS),Mar-19,Jun-19,Sep-19,Dec-19
Smoothed unemployment rate (%),Naracoorte,407021154,3.7,4,3.9,3.7
Smoothed unemployment rate (%),Naracoorte Region,407021155,1.3,1.4,1.4,1.3
Smoothed unemployment rate (%),Penola,407021156,3.8,4.3,4.7,4.8
Smoothed unemployment rate (%),Tatiara,407021157,2.1,2.3,2.1,2
Smoothed unemployment rate (%),Wattle Range,407021158,2.8,3.3,3.2,3.1
Smoothed unemployment rate (%),Mount Gambier - East,407021173,0,0,0,0
Smoothed unemployment rate (%),Mount Gambier - West,407021174,0,0,0,0
Smoothed unemployment rate (%),Barmera,407031159,6,6.5,6.5,6.9
Smoothed unemployment rate (%),Berri,407031160,10.8,11.7,12.4,12.9
Smoothed unemployment rate (%),Karoonda - Lameroo,407031161,2.9,3.2,3.2,3.4
Smoothed unemployment rate (%),Loxton,407031162,4.1,4.5,4.6,4.7
Smoothed unemployment rate (%),Loxton Region,407031163,3.3,3.8,4,4
Smoothed unemployment rate (%),Mannum,407031164,5.8,6.5,6.6,6.9
Smoothed unemployment rate (%),Murray Bridge,407031165,8.7,9.9,10.2,10.4
Smoothed unemployment rate (%),Murray Bridge Region,407031166,4.2,4.6,4.6,4.6
Smoothed unemployment rate (%),Renmark,407031167,9.8,10.8,10.8,10.7
Smoothed unemployment rate (%),Renmark Region,407031168,3.6,3.8,3.7,3.7
Smoothed unemployment rate (%),The Coorong,407031169,5.9,6.6,6.8,6.9
Smoothed unemployment rate (%),Waikerie,407031170,5.6,6.3,6.2,6.3
Smoothed unemployment rate (%),Augusta,501011001,3.3,2.9,2.7,2.6
Smoothed unemployment rate (%),Busselton,501011002,5.1,4.5,4.5,4.7
Smoothed unemployment rate (%),Busselton Region,501011003,1.9,1.7,1.7,1.8
Smoothed unemployment rate (%),Margaret River,501011004,2.9,2.6,2.6,2.7
Smoothed unemployment rate (%),Australind - Leschenault,501021005,3.7,3.2,3.2,3.3
Smoothed unemployment rate (%),Capel,501021007,4.3,3.9,3.8,4
Smoothed unemployment rate (%),College Grove - Carey Park,501021008,10,9.1,9.5,10
Smoothed unemployment rate (%),Collie,501021009,9.5,8.3,8.1,8.4
Smoothed unemployment rate (%),Dardanup,501021010,3,2.8,2.7,2.7
Smoothed unemployment rate (%),Eaton - Pelican Point,501021012,4,3.5,3.6,3.8
Smoothed unemployment rate (%),Harvey,501021014,5.2,4.8,4.8,5.1
Smoothed unemployment rate (%),East Bunbury - Glen Iris,501021015,5.8,5.2,5.2,5.5
Smoothed unemployment rate (%),Waroona,501021016,6.4,5.8,5.5,5.5
Smoothed unemployment rate (%),Dalyellup,501021251,0,0,0,0
Smoothed unemployment rate (%),Gelorup - Stratham,501021252,0,0,0,0
Smoothed unemployment rate (%),South Bunbury - Bunbury,501021253,0,0,0,0
Smoothed unemployment rate (%),Withers - Usher,501021254,0,0,0,0
Smoothed unemployment rate (%),Bridgetown - Boyup Brook,501031017,4.3,3.8,3.6,3.5
Smoothed unemployment rate (%),Donnybrook - Balingup,501031018,5.2,4.6,4.4,4.4
Smoothed unemployment rate (%),Manjimup,501031019,5.5,4.7,4.4,4.6
Smoothed unemployment rate (%),Pemberton,501031020,4.8,4.4,4,4.2
Smoothed unemployment rate (%),Dawesville - Bouvard,502011021,4.5,3.6,4.2,4.7
Smoothed unemployment rate (%),Falcon - Wannanup,502011022,5.6,4.5,5.1,5.7
Smoothed unemployment rate (%),Greenfields,502011023,9.7,8.1,9.5,10.8
Smoothed unemployment rate (%),Halls Head - Erskine,502011024,4.2,3.4,3.8,4.3
Smoothed unemployment rate (%),Mandurah,502011025,16.2,13.4,15.1,16.9
Smoothed unemployment rate (%),Mandurah - East,502011026,6.3,5.3,5.9,6.3
Smoothed unemployment rate (%),Mandurah - North,502011027,3.7,3.1,3.4,3.8
Smoothed unemployment rate (%),Mandurah - South,502011028,9.8,8,9.2,10.4
Smoothed unemployment rate (%),Pinjarra,502011029,5.6,4.5,5.3,6
Smoothed unemployment rate (%),City Beach,503011030,1.4,1.5,1.6,1.6
Smoothed unemployment rate (%),Claremont (WA),503011031,3,3,3,3.1
Smoothed unemployment rate (%),Cottesloe,503011032,1.5,1.4,1.4,1.4
Smoothed unemployment rate (%),Floreat,503011033,1.4,1.3,1.3,1.2
Smoothed unemployment rate (%),Mosman Park - Peppermint Grove,503011034,3.9,3.7,3.6,3.5
Smoothed unemployment rate (%),Nedlands - Dalkeith - Crawley,503011035,2.2,2.2,2.2,2.1
Smoothed unemployment rate (%),Swanbourne - Mount Claremont,503011036,1.8,1.7,1.8,1.8
Smoothed unemployment rate (%),Mount Hawthorn - Leederville,503021038,5.1,4.7,4.5,4.3
Smoothed unemployment rate (%),Mount Lawley - Inglewood,503021039,4.7,4.5,4.4,4.4
Smoothed unemployment rate (%),North Perth,503021040,4.9,4.7,4.6,4.4
Smoothed unemployment rate (%),Perth City,503021041,6.6,6.1,5.9,5.8
Smoothed unemployment rate (%),Subiaco - Shenton Park,503021042,3.6,3.4,3.3,3.2
Smoothed unemployment rate (%),Wembley - West Leederville - Glendalough,503021043,4.6,4.2,4,3.8
Smoothed unemployment rate (%),Bassendean - Eden Hill - Ashfield,504011044,7.7,6.9,6.6,6.2
Smoothed unemployment rate (%),Bayswater - Embleton - Bedford,504011045,6,5.3,5,4.7
Smoothed unemployment rate (%),Maylands,504011046,6.2,5.5,5.2,4.8
Smoothed unemployment rate (%),Morley,504011047,7.5,6.6,6.2,5.9
Smoothed unemployment rate (%),Noranda,504011048,4.7,4.2,4.1,4
Smoothed unemployment rate (%),Chidlow,504021049,5.5,4.7,4.4,4.2
Smoothed unemployment rate (%),Glen Forrest - Darlington,504021050,3.2,2.6,2.4,2.4
Smoothed unemployment rate (%),Helena Valley - Koongamia,504021051,6.2,5.3,4.9,4.4
Smoothed unemployment rate (%),Mundaring,504021053,3.9,3.4,3.2,3.2
Smoothed unemployment rate (%),Swan View - Greenmount - Midvale,504021054,10.7,9.3,8.9,8.8
Smoothed unemployment rate (%),Ballajura,504031056,8.8,7.8,7.5,7.2
Smoothed unemployment rate (%),Beechboro,504031057,9.5,8.6,8.3,8
Smoothed unemployment rate (%),Bullsbrook,504031058,5.9,5.2,4.9,4.4
Smoothed unemployment rate (%),Ellenbrook,504031059,5.6,5,4.8,4.5
Smoothed unemployment rate (%),Gidgegannup,504031060,3,2.6,2.4,2.3
Smoothed unemployment rate (%),Hazelmere - Guildford,504031061,5.9,5.1,4.7,4.6
Smoothed unemployment rate (%),Lockridge - Kiara,504031062,9.1,8.2,7.8,7.6
Smoothed unemployment rate (%),Middle Swan - Herne Hill,504031065,11.3,10.1,9.7,9.2
Smoothed unemployment rate (%),Midland - Guildford,504031066,15,13.4,13,12.7
Smoothed unemployment rate (%),Stratton - Jane Brook,504031067,8.1,7.2,7.1,7.2
Smoothed unemployment rate (%),The Vines,504031068,3.6,3.2,3.1,3
Smoothed unemployment rate (%),Craigie - Beldon,505011070,7.4,7.1,6.7,6.4
Smoothed unemployment rate (%),Currambine - Kinross,505011071,4.8,4.5,4.4,4.3
Smoothed unemployment rate (%),Duncraig,505011072,2.6,2.6,2.5,2.4
Smoothed unemployment rate (%),Greenwood - Warwick,505011073,5.3,5.3,5.1,4.9
Smoothed unemployment rate (%),Heathridge - Connolly,505011074,6.1,5.8,5.5,5.2
Smoothed unemployment rate (%),Hillarys,505011075,2.2,2.1,2.1,2
Smoothed unemployment rate (%),Iluka - Burns Beach,505011076,1.9,1.9,1.8,1.7
Smoothed unemployment rate (%),Joondalup - Edgewater,505011077,6.9,6.7,6.5,6.2
Smoothed unemployment rate (%),Kingsley,505011078,3.2,3.2,3.1,2.9
Smoothed unemployment rate (%),Mullaloo - Kallaroo,505011079,3.2,3.1,2.9,2.8
Smoothed unemployment rate (%),Ocean Reef,505011080,3,3,2.9,2.8
Smoothed unemployment rate (%),Padbury,505011081,4.7,4.5,4.1,3.9
Smoothed unemployment rate (%),Sorrento - Marmion,505011082,1.8,1.7,1.6,1.4
Smoothed unemployment rate (%),Woodvale,505011083,3.3,3.2,3,2.8
Smoothed unemployment rate (%),Balcatta - Hamersley,505021084,5.8,5.6,5.5,5.4
Smoothed unemployment rate (%),Balga - Mirrabooka,505021085,21,20.7,20.1,19.2
Smoothed unemployment rate (%),Dianella,505021086,5.7,5.6,5.3,5.1
Smoothed unemployment rate (%),Innaloo - Doubleview,505021088,5,5,4.8,4.6
Smoothed unemployment rate (%),Karrinyup - Gwelup - Carine,505021089,2.3,2.3,2.2,2.1
Smoothed unemployment rate (%),Nollamara - Westminster,505021090,11,11,10.6,10.1
Smoothed unemployment rate (%),Scarborough,505021092,3.4,3.3,3.1,2.9
Smoothed unemployment rate (%),Stirling - Osborne Park,505021093,4.2,4.1,4,3.8
Smoothed unemployment rate (%),Trigg - North Beach - Watermans Bay,505021094,2.9,2.9,2.8,2.6
Smoothed unemployment rate (%),Tuart Hill - Joondanna,505021095,6.3,6.1,5.8,5.5
Smoothed unemployment rate (%),Wembley Downs - Churchlands - Woodlands,505021096,2,1.9,1.9,1.8
Smoothed unemployment rate (%),Yokine - Coolbinia - Menora,505021097,4.9,4.9,4.8,4.5
Smoothed unemployment rate (%),Alexander Heights - Koondoola,505031098,13.2,13,12.6,12.2
Smoothed unemployment rate (%),Butler - Merriwa - Ridgewood,505031099,11.6,11.3,10.7,10.1
Smoothed unemployment rate (%),Carramar,505031100,6.1,6,5.7,5.6
Smoothed unemployment rate (%),Clarkson,505031101,11.3,11,10.4,9.7
Smoothed unemployment rate (%),Girrawheen,505031102,20.5,20.2,19.3,18.5
Smoothed unemployment rate (%),Madeley - Darch - Landsdale,505031103,3.8,3.7,3.5,3.3
Smoothed unemployment rate (%),Marangaroo,505031104,11.1,11,10.7,10.3
Smoothed unemployment rate (%),Mindarie - Quinns Rocks - Jindalee,505031105,4.9,4.8,4.6,4.4
Smoothed unemployment rate (%),Tapping - Ashby - Sinagra,505031107,3.2,3.2,3.1,3.1
Smoothed unemployment rate (%),Wanneroo,505031108,6.4,6.4,6.2,5.8
Smoothed unemployment rate (%),Alkimos - Eglinton,505031255,0,0,0,0
Smoothed unemployment rate (%),Carabooda - Pinjar,505031256,0,0,0,0
Smoothed unemployment rate (%),Two Rocks,505031257,0,0,0,0
Smoothed unemployment rate (%),Yanchep,505031258,0,0,0,0
Smoothed unemployment rate (%),Armadale - Wungong - Brookdale,506011110,21.2,23.7,23.6,21.9
Smoothed unemployment rate (%),Camillo - Champion Lakes,506011112,17.4,19.2,19.1,17.7
Smoothed unemployment rate (%),Forrestdale - Harrisdale - Piara Waters,506011113,2.2,2.4,2.4,2.3
Smoothed unemployment rate (%),Kelmscott,506011114,14.1,15.6,15.6,14.5
Smoothed unemployment rate (%),Mount Nasura - Mount Richon - Bedfordale,506011115,5,5.4,5.2,4.9
Smoothed unemployment rate (%),Roleystone,506011116,3.4,3.6,3.4,3.2
Smoothed unemployment rate (%),Seville Grove,506011117,10.5,11.5,11.3,10.6
Smoothed unemployment rate (%),Belmont - Ascot - Redcliffe,506021118,7.6,8.1,7.7,6.9
Smoothed unemployment rate (%),East Victoria Park - Carlisle,506021119,6.3,6.7,6.5,5.9
Smoothed unemployment rate (%),Rivervale - Kewdale - Cloverdale,506021122,7.3,7.9,7.8,7.2
Smoothed unemployment rate (%),Victoria Park - Lathlain - Burswood,506021123,4.8,5.2,5,4.6
Smoothed unemployment rate (%),Bentley - Wilson - St James,506031124,8.1,8.8,8.6,7.8
Smoothed unemployment rate (%),Canning Vale - West,506031125,3,3,2.8,2.5
Smoothed unemployment rate (%),Cannington - Queens Park,506031127,7.6,8.3,8.1,7.3
Smoothed unemployment rate (%),Parkwood - Ferndale - Lynwood,506031128,6.4,6.9,6.7,6.1
Smoothed unemployment rate (%),Riverton - Shelley - Rossmoyne,506031129,2.9,3.2,3.1,2.8
Smoothed unemployment rate (%),Willetton,506031131,2.8,3.1,3,2.7
Smoothed unemployment rate (%),Beckenham - Kenwick - Langford,506041132,11.5,12.2,11.9,10.9
Smoothed unemployment rate (%),Canning Vale - East,506041133,3.3,3.5,3.4,3.1
Smoothed unemployment rate (%),Gosnells,506041134,15.4,16.8,16.8,15.7
Smoothed unemployment rate (%),Huntingdale - Southern River,506041135,5.5,5.9,5.7,5.2
Smoothed unemployment rate (%),Maddington - Orange Grove - Martin,506041136,12.6,13.6,13.3,12.2
Smoothed unemployment rate (%),Thornlie,506041137,8,8.6,8.5,7.8
Smoothed unemployment rate (%),Forrestfield - Wattle Grove,506051138,6.1,6.5,6.3,5.6
Smoothed unemployment rate (%),High Wycombe,506051139,5.8,6.4,6.4,6.1
Smoothed unemployment rate (%),Kalamunda - Maida Vale - Gooseberry Hill,506051140,4,4.4,4.2,3.7
Smoothed unemployment rate (%),Lesmurdie - Bickley - Carmel,506051141,3.1,3.3,3.1,2.8
Smoothed unemployment rate (%),Byford,506061142,4.8,5.3,5.1,4.7
Smoothed unemployment rate (%),Mundijong,506061143,3.5,3.8,3.9,3.7
Smoothed unemployment rate (%),Serpentine - Jarrahdale,506061144,4.3,5,4.9,4.6
Smoothed unemployment rate (%),Como,506071145,3.9,4.1,3.9,3.5
Smoothed unemployment rate (%),Manning - Waterford,506071146,4.5,5.1,5,4.6
Smoothed unemployment rate (%),South Perth - Kensington,506071147,3,3.2,3.1,2.8
Smoothed unemployment rate (%),Banjup,507011148,3.1,3.2,3.5,3.6
Smoothed unemployment rate (%),Coogee,507011152,3.2,3.1,3.3,3.4
Smoothed unemployment rate (%),Coolbellup,507011153,9.1,9,9.2,9.5
Smoothed unemployment rate (%),Hamilton Hill,507011154,11.5,11.7,12.1,12.6
Smoothed unemployment rate (%),North Coogee,507011158,1.2,1.3,1.5,1.5
Smoothed unemployment rate (%),South Lake - Cockburn Central,507011159,8.1,8.1,8.4,8.7
Smoothed unemployment rate (%),Spearwood,507011160,9.1,9,9.1,9.2
Smoothed unemployment rate (%),Success - Hammond Park,507011161,4,4.1,4.4,4.5
Smoothed unemployment rate (%),Yangebup,507011163,6.8,6.9,7.4,7.8
Smoothed unemployment rate (%),Beeliar - Wattleup,507011259,4.6,4.7,4.9,5.1
Smoothed unemployment rate (%),Jandakot,507011260,3.1,3.1,3.1,3.1
Smoothed unemployment rate (%),East Fremantle,507021164,3,3.2,3.4,3.5
Smoothed unemployment rate (%),Fremantle,507021165,7.6,8,8.6,8.8
Smoothed unemployment rate (%),Fremantle - South,507021166,6.6,6.8,7.2,7.4
Smoothed unemployment rate (%),Bertram - Wellard (West),507031169,5.4,5.4,5.6,5.9
Smoothed unemployment rate (%),Calista,507031170,21.5,21.3,21.7,22.1
Smoothed unemployment rate (%),Parmelia - Orelia,507031174,19.7,19.9,20.7,21.3
Smoothed unemployment rate (%),Casuarina - Wandi,507031261,4.2,4.2,4.2,4.4
Smoothed unemployment rate (%),Applecross - Ardross,507041175,2,1.9,2,2
Smoothed unemployment rate (%),Bateman,507041176,2.9,2.9,3.3,3.5
Smoothed unemployment rate (%),Bicton - Palmyra,507041177,3.7,3.7,3.8,4
Smoothed unemployment rate (%),Booragoon,507041178,2.5,2.6,2.8,2.9
Smoothed unemployment rate (%),Bull Creek,507041179,2.9,2.8,2.9,2.9
Smoothed unemployment rate (%),Leeming,507041180,2.3,2.3,2.3,2.2
Smoothed unemployment rate (%),Melville,507041181,2.5,2.5,2.7,2.7
Smoothed unemployment rate (%),Murdoch - Kardinya,507041182,3.8,3.8,4,4.1
Smoothed unemployment rate (%),Willagee,507041183,10.6,10.3,10.7,11.4
Smoothed unemployment rate (%),Winthrop,507041184,2.2,2.2,2.2,2.1
Smoothed unemployment rate (%),Baldivis,507051185,4.8,4.8,5.1,5.3
Smoothed unemployment rate (%),Cooloongup,507051186,17.6,17.5,18.1,18.4
Smoothed unemployment rate (%),Port Kennedy,507051187,9.1,9.1,9.5,10
Smoothed unemployment rate (%),Rockingham,507051188,13.7,13.8,14.4,15.1
Smoothed unemployment rate (%),Safety Bay - Shoalwater,507051190,10.1,9.9,10.1,10
Smoothed unemployment rate (%),Singleton - Golden Bay - Secret Harbour,507051191,5.1,5,5,5
Smoothed unemployment rate (%),Waikiki,507051192,10,10,10.4,10.9
Smoothed unemployment rate (%),Warnbro,507051193,12.8,12.7,12.9,13.2
Smoothed unemployment rate (%),Albany,509011225,4.5,4.3,3.9,3.7
Smoothed unemployment rate (%),Albany Region,509011226,1.9,1.9,1.8,1.8
Smoothed unemployment rate (%),Bayonet Head - Lower King,509011227,2.9,2.9,2.7,2.6
Smoothed unemployment rate (%),Denmark,509011228,3.7,3.6,3.1,2.8
Smoothed unemployment rate (%),Gnowangerup,509011229,2.2,2.1,2.1,2.1
Smoothed unemployment rate (%),Katanning,509011230,5.5,5.3,5,4.8
Smoothed unemployment rate (%),Kojonup,509011231,3.1,3.1,2.8,2.7
Smoothed unemployment rate (%),Little Grove - Elleker,509011232,2,2,1.8,1.8
Smoothed unemployment rate (%),McKail - Willyung,509011233,4.6,4.5,4.2,4.1
Smoothed unemployment rate (%),Plantagenet,509011234,4.7,4.5,4.1,3.7
Smoothed unemployment rate (%),Chittering,509021236,1.7,1.6,1.5,1.3
Smoothed unemployment rate (%),Cunderdin,509021237,4.7,4.6,4.3,4.1
Smoothed unemployment rate (%),Dowerin,509021238,3.7,3.6,3.4,3.2
Smoothed unemployment rate (%),Gingin - Dandaragan,509021239,3.3,3.1,2.8,2.5
Smoothed unemployment rate (%),Merredin,509021240,2.9,2.7,2.6,2.4
Smoothed unemployment rate (%),Moora,509021241,3.4,3.3,3.1,2.8
Smoothed unemployment rate (%),Mukinbudin,509021242,2.9,2.9,2.7,2.5
Smoothed unemployment rate (%),Northam,509021243,6.9,6.7,6.3,6
Smoothed unemployment rate (%),Toodyay,509021244,4.2,4,3.7,3.5
Smoothed unemployment rate (%),York - Beverley,509021245,3.9,3.8,3.4,3.1
Smoothed unemployment rate (%),Brookton,509031246,4.2,3.9,3.4,3.1
Smoothed unemployment rate (%),Kulin,509031247,2.2,2,1.7,1.6
Smoothed unemployment rate (%),Murray,509031248,2.6,2.4,2.2,1.9
Smoothed unemployment rate (%),Narrogin,509031249,4.9,4.9,4.6,4.4
Smoothed unemployment rate (%),Wagin,509031250,2.7,2.7,2.6,2.6
Smoothed unemployment rate (%),Broome,510011262,9.2,9.3,8.9,9
Smoothed unemployment rate (%),Derby - West Kimberley,510011263,29.5,30.3,30,32.1
Smoothed unemployment rate (%),Halls Creek,510011264,33.8,36.9,36.5,39.3
Smoothed unemployment rate (%),Kununurra,510011265,10.1,10.9,10.9,11.5
Smoothed unemployment rate (%),Roebuck,510011266,10.7,13,13.9,15.5
Smoothed unemployment rate (%),East Pilbara,510021267,0,0,0,0
Smoothed unemployment rate (%),Newman,510021268,9.5,9.8,9.4,9.8
Smoothed unemployment rate (%),Port Hedland,510021269,2.9,3.2,3,3
Smoothed unemployment rate (%),South Hedland,510021270,7.2,7.6,7.3,7.4
Smoothed unemployment rate (%),Ashburton (WA),510031271,0.7,0.7,0.7,0.8
Smoothed unemployment rate (%),Karratha,510031272,3,3.1,2.9,2.9
Smoothed unemployment rate (%),Roebourne,510031273,4.1,4.3,3.9,3.6
Smoothed unemployment rate (%),Esperance,511011274,4.3,4.3,4.1,4.2
Smoothed unemployment rate (%),Esperance Region,511011275,2.9,3.1,3,2.7
Smoothed unemployment rate (%),Carnarvon,511021276,13.1,14.3,13.9,14
Smoothed unemployment rate (%),Exmouth,511021277,3.2,3.4,3.2,3.1
Smoothed unemployment rate (%),Boulder,511031278,6.5,6.6,6.1,6.1
Smoothed unemployment rate (%),Kalgoorlie,511031279,4.9,5,4.8,4.8
Smoothed unemployment rate (%),Kalgoorlie - North,511031280,2.4,2.5,2.4,2.3
Smoothed unemployment rate (%),Kambalda - Coolgardie - Norseman,511031282,7.5,7.7,7.2,7
Smoothed unemployment rate (%),Leinster - Leonora,511031283,15.9,16.1,15.3,16.4
Smoothed unemployment rate (%),Geraldton,511041285,13.8,13.8,12.9,12.9
Smoothed unemployment rate (%),Geraldton - East,511041286,13.4,13.2,12.6,12.2
Smoothed unemployment rate (%),Geraldton - North,511041287,5.3,5.4,5,5
Smoothed unemployment rate (%),Geraldton - South,511041288,3.9,3.8,3.7,3.6
Smoothed unemployment rate (%),Irwin,511041289,5.3,5.2,4.5,4.4
Smoothed unemployment rate (%),Meekatharra,511041290,16.1,16.6,16.4,17.7
Smoothed unemployment rate (%),Morawa,511041291,5.4,5.8,5.5,5.5
Smoothed unemployment rate (%),Northampton - Mullewa - Greenough,511041292,8.3,8.5,7.9,7.6
Smoothed unemployment rate (%),Bridgewater - Gagebrook,601011001,28.1,28.9,30.1,29.9
Smoothed unemployment rate (%),Brighton - Pontville,601011002,5.1,5.3,5.1,4.7
Smoothed unemployment rate (%),Old Beach - Otago,601011003,2.4,2.5,2.5,2.6
Smoothed unemployment rate (%),Bellerive - Rosny,601021004,3.9,4.1,4.2,4.3
Smoothed unemployment rate (%),Cambridge,601021005,2,2.1,2.1,2.1
Smoothed unemployment rate (%),Geilston Bay - Risdon,601021006,3.8,3.9,4.2,4.3
Smoothed unemployment rate (%),Howrah - Tranmere,601021007,2.3,2.5,2.6,2.7
Smoothed unemployment rate (%),Lindisfarne - Rose Bay,601021008,3.6,3.6,3.5,3.4
Smoothed unemployment rate (%),Mornington - Warrane,601021009,12.9,13.5,13.5,13.1
Smoothed unemployment rate (%),Risdon Vale,601021010,16.4,17.5,17.5,17.2
Smoothed unemployment rate (%),Rokeby,601021011,14.2,14.8,15.1,14.7
Smoothed unemployment rate (%),South Arm,601021012,2,2.1,2.2,2.2
Smoothed unemployment rate (%),Austins Ferry - Granton,601031013,4.8,5,5.1,4.8
Smoothed unemployment rate (%),Berriedale - Chigwell,601031014,9.4,9.2,9.2,8.9
Smoothed unemployment rate (%),Claremont (Tas.),601031015,9.9,10.2,10.4,10.3
Smoothed unemployment rate (%),Derwent Park - Lutana,601031016,11.6,12,12.3,11.8
Smoothed unemployment rate (%),Glenorchy,601031017,13.2,13.6,13.8,13.6
Smoothed unemployment rate (%),Montrose - Rosetta,601031018,6.4,6.6,6.6,6.6
Smoothed unemployment rate (%),Moonah,601031019,11,11.1,11.2,10.6
Smoothed unemployment rate (%),New Norfolk,601031020,12.2,12.5,12.7,12.6
Smoothed unemployment rate (%),West Moonah,601031021,9.4,10.1,10.6,10.1
Smoothed unemployment rate (%),Kingston - Huntingfield,601041022,4.8,4.9,5,4.9
Smoothed unemployment rate (%),Kingston Beach - Blackmans Bay,601041023,3.5,3.5,3.4,3.3
Smoothed unemployment rate (%),Margate - Snug,601041024,2.8,3,3.1,3.1
Smoothed unemployment rate (%),Taroona - Bonnet Hill,601041026,2.6,2.7,2.8,2.6
Smoothed unemployment rate (%),Hobart,601051027,6.9,7.3,7.5,7.2
Smoothed unemployment rate (%),Lenah Valley - Mount Stuart,601051028,3.1,3.4,3.5,3.5
Smoothed unemployment rate (%),Mount Nelson - Dynnyrne,601051029,2.3,2.5,2.6,2.7
Smoothed unemployment rate (%),New Town,601051030,5.9,6.3,6.5,6.3
Smoothed unemployment rate (%),Sandy Bay,601051031,2.1,2.1,2,1.8
Smoothed unemployment rate (%),South Hobart - Fern Tree,601051032,4.2,4.5,4.5,4.4
Smoothed unemployment rate (%),West Hobart,601051033,3.1,3.3,3.4,3.4
Smoothed unemployment rate (%),Dodges Ferry - Lewisham,601061034,6.4,6.7,6.7,6.7
Smoothed unemployment rate (%),Sorell - Richmond,601061035,4.2,4.3,4.4,4.5
Smoothed unemployment rate (%),Invermay,602011036,13.1,13.2,12.8,12.6
Smoothed unemployment rate (%),Kings Meadows - Punchbowl,602011037,6.4,6.4,6.5,6.7
Smoothed unemployment rate (%),Launceston,602011038,7.9,8,7.9,7.8
Smoothed unemployment rate (%),Legana,602011039,2.4,2.4,2.3,2.3
Smoothed unemployment rate (%),Mowbray,602011040,12.4,12.3,12.2,12.4
Smoothed unemployment rate (%),Newnham - Mayfield,602011041,11.5,11.7,11.7,11.9
Smoothed unemployment rate (%),Newstead,602011042,4.3,4.3,4.3,4.2
Smoothed unemployment rate (%),Norwood (Tas.),602011043,2.7,2.8,2.9,2.9
Smoothed unemployment rate (%),Prospect Vale - Blackstone,602011044,3.2,3.3,3.2,3.2
Smoothed unemployment rate (%),Ravenswood,602011045,20.4,20.6,20.1,20.1
Smoothed unemployment rate (%),Riverside,602011046,3.6,3.6,3.5,3.4
Smoothed unemployment rate (%),South Launceston,602011047,6.8,7.1,7,6.8
Smoothed unemployment rate (%),Summerhill - Prospect,602011048,5.3,5.5,5.2,5.1
Smoothed unemployment rate (%),Trevallyn,602011049,3.3,3.4,3.3,3.3
Smoothed unemployment rate (%),Waverley - St Leonards,602011050,8.1,8.5,8.3,8.3
Smoothed unemployment rate (%),West Launceston,602011051,3.5,3.8,3.9,4.1
Smoothed unemployment rate (%),Youngtown - Relbia,602011052,3.2,3.4,3.4,3.5
Smoothed unemployment rate (%),Beauty Point - Beaconsfield,602021053,9.1,9.4,9.3,9.3
Smoothed unemployment rate (%),Deloraine,602021054,5.1,5.3,5.2,5.3
Smoothed unemployment rate (%),Grindelwald - Lanena,602021055,4.2,4.4,4.2,3.9
Smoothed unemployment rate (%),Hadspen - Carrick,602021056,2.3,2.4,2.5,2.5
Smoothed unemployment rate (%),Westbury,602021057,4.1,4.4,4.3,4.3
Smoothed unemployment rate (%),Dilston - Lilydale,602031058,4.1,4,3.9,3.8
Smoothed unemployment rate (%),George Town,602031059,10.1,10.6,10.5,10.4
Smoothed unemployment rate (%),Longford,602031060,5.2,5.2,5,5
Smoothed unemployment rate (%),Northern Midlands,602031061,6,6.1,5.9,5.9
Smoothed unemployment rate (%),Perth - Evandale,602031062,3.3,3.4,3.2,3.2
Smoothed unemployment rate (%),St Helens - Scamander,602031064,9.4,10,9.8,9.7
Smoothed unemployment rate (%),Flinders and Cape Barren Islands,602031099,0,0,0,0
Smoothed unemployment rate (%),Scottsdale - Bridport,602031100,0,0,0,0
Smoothed unemployment rate (%),Central Highlands,603011065,6.8,7,6.8,6.2
Smoothed unemployment rate (%),Derwent Valley,603011066,5.3,5.5,5.7,5.4
Smoothed unemployment rate (%),Southern Midlands,603011067,4.8,4.9,4.9,4.5
Smoothed unemployment rate (%),Bruny Island - Kettering,603021069,3.6,3.8,3.8,3.5
Smoothed unemployment rate (%),Cygnet,603021070,6.8,7.5,7.3,6.5
Smoothed unemployment rate (%),Geeveston - Dover,603021071,7.4,8,8,7.1
Smoothed unemployment rate (%),Huonville - Franklin,603021072,5.3,5.5,5.2,4.6
Smoothed unemployment rate (%),Forestier - Tasman,603031073,5.9,6.1,5.9,5.4
Smoothed unemployment rate (%),Triabunna - Bicheno,603031074,4.3,4.7,4.7,4.3
Smoothed unemployment rate (%),Acton - Upper Burnie,604011075,9.5,9,9.2,10.4
Smoothed unemployment rate (%),Burnie - Ulverstone Region,604011076,3.7,3.7,3.8,4
Smoothed unemployment rate (%),Burnie - Wivenhoe,604011077,12.4,11.8,12.4,13.5
Smoothed unemployment rate (%),Parklands - Camdale,604011078,7.8,7.6,8,8.7
Smoothed unemployment rate (%),Penguin - Sulphur Creek,604011079,4,4,4.1,4.5
Smoothed unemployment rate (%),Romaine - Havenview,604011080,6,5.8,5.9,6.1
Smoothed unemployment rate (%),Somerset,604011081,6,5.7,5.8,6.1
Smoothed unemployment rate (%),Ulverstone,604011082,6.4,6.2,6.3,6.8
Smoothed unemployment rate (%),West Ulverstone,604011083,6.7,6.6,7,7.4
Smoothed unemployment rate (%),Wynyard,604011084,6,6,6.1,6.6
Smoothed unemployment rate (%),Devonport,604021085,9.4,9.1,9.5,10.1
