sa2_maincode_2016,tot_p_p,age_20_24_yr_p,age_25_34_yr_p,age_35_44_yr_p,age_45_54_yr_p,age_55_64_yr_p,age_65_74_yr_p,age_75_84_yr_p,age_85ov_p,indigenous_p_tot_p,birthplace_australia_p,lang_spoken_home_eng_only_p,high_yr_schl_comp_yr_12_eq_p,age_20_24_percent,age_25_34_percent,age_35_44_percent,age_45_54_percent,age_55_64_percent,age_65_74_percent,age_75_84_percent,age_85ov_percent,indigenous_percent,birthplace_australia_percent,lang_eng_only_percent,high_yr_12_comp_percent
101061543,10601,551,1065,1234,1301,1258,1213,719,321,449,9098,9468,2545,0.051976228657673804,0.10046222054523159,0.11640411281954532,0.12272427129516084,0.11866805018394491,0.1144231676256957,0.0678237902084709,0.030280162248844448,0.04235449485897557,0.858220922554476,0.8931232902556363,0.24007169134987266
101061544,7323,328,578,723,1064,1167,1117,501,189,364,6238,6653,1980,0.04479038645363922,0.07892940051891302,0.09873002867677182,0.14529564386180527,0.15936091765669808,0.15253311484364332,0.06841458418680868,0.02580909463334699,0.049706404479038645,0.8518366789567118,0.9085074423050662,0.2703809913969685
102011028,7312,346,625,995,1188,990,677,283,85,122,5667,6609,3256,0.047319474835886215,0.08547592997811816,0.1360776805251641,0.162472647702407,0.13539387308533918,0.0925875273522976,0.0387035010940919,0.01162472647702407,0.016684901531728667,0.775027352297593,0.9038566739606126,0.44529540481400437
102011029,10689,459,797,1210,1477,1649,1596,725,249,281,8527,9812,4277,0.042941341566095984,0.07456263448404903,0.11320048648142951,0.13817943680419123,0.15427074562634485,0.14931237721021612,0.06782673776779867,0.02329497614369913,0.026288708017588175,0.7977359902703715,0.9179530358312283,0.40013097576948264
102011030,4705,218,436,526,830,745,589,240,66,122,3475,3849,1631,0.0463336875664187,0.0926673751328374,0.11179596174282679,0.17640807651434645,0.15834218916046758,0.12518597236981935,0.05100956429330499,0.014027630180658874,0.025929861849096705,0.7385759829968119,0.8180658873538789,0.3466524973432519
102011031,13953,611,1118,1412,1791,1847,1767,1394,922,277,10241,12109,5230,0.04378986597864259,0.08012613774815452,0.10119687522396617,0.1283594925822404,0.13237296638715687,0.1266394323801333,0.09990683007238586,0.06607897943094675,0.019852361499319144,0.7339640220741059,0.8678420411381065,0.3748297857091665
102011032,18803,1187,2862,2440,2482,2370,1749,1065,597,527,13426,15056,7732,0.06312822421953944,0.15220975376269744,0.12976652661809285,0.13200021273201085,0.12604371642822954,0.09301707174387065,0.05663989788863479,0.031750252619262884,0.028027442429399564,0.7140349944157847,0.8007232888368877,0.41121097697175985
102011033,6385,470,725,942,968,704,335,195,53,228,4950,5465,2321,0.07361002349256068,0.11354737666405638,0.1475332811276429,0.15160532498042287,0.11025841816758027,0.052466718872357085,0.030540328895849646,0.008300704776820673,0.03570869224745497,0.7752545027407988,0.855912294440094,0.3635082223962412
102011034,7313,353,658,791,863,871,872,760,493,207,5840,6748,2514,0.04827020374675236,0.08997675372624094,0.10816354437303433,0.11800902502392999,0.11910296731847395,0.11923971010529194,0.10392451798167647,0.06741419390127171,0.028305756871325038,0.7985778750170929,0.9227403254478326,0.3437713660604403
102011035,6642,423,798,879,955,910,589,228,93,237,5236,5863,2535,0.06368563685636856,0.12014453477868112,0.13233965672990064,0.1437819933754893,0.13700692562481182,0.08867810900331226,0.03432700993676603,0.014001806684733513,0.03568202348690153,0.7883167720566094,0.8827160493827161,0.3816621499548329
102011036,8029,467,854,1036,1223,1044,665,301,180,168,6467,7305,3074,0.058164154938348485,0.10636442894507411,0.12903225806451613,0.15232282974218458,0.13002864615767842,0.08282476024411509,0.037489102005231034,0.02241873209615145,0.020924149956408022,0.8054552248100635,0.9098268775688131,0.38286212479760867
102011037,6206,269,624,806,908,809,715,457,163,121,4757,5481,2549,0.04334514985497905,0.10054785691266516,0.12987431517885917,0.14631002255881406,0.13035771833709314,0.11521108604576216,0.07363841443764099,0.026264904930712214,0.019497260715436674,0.7665162745729939,0.883177570093458,0.41073155011279405
102011038,6984,349,705,855,921,897,808,478,201,179,5728,6466,2496,0.049971363115693015,0.10094501718213059,0.12242268041237113,0.13187285223367698,0.12843642611683848,0.1156930126002291,0.06844215349369989,0.028780068728522335,0.025630011454753722,0.8201603665521191,0.9258304696449027,0.35738831615120276
