sa2_maincode_2016,negative_nil_income_tot,hi_1_149_tot,hi_150_299_tot,hi_300_399_tot,hi_400_499_tot,hi_500_649_tot,hi_650_799_tot,hi_800_999_tot,hi_1000_1249_tot,hi_1250_1499_tot,hi_1500_1749_tot,hi_1750_1999_tot,hi_2000_2499_tot,hi_2500_2999_tot,hi_3000_3499_tot,hi_3500_3999_tot,hi_4000_more_tot,tot_tot,hi_negative_nil_percent,hi_1_149_percent,hi_150_299_percent,hi_300_399_percent,hi_400_499_percent,hi_500_649_percent,hi_650_799_percent,hi_800_999_percent,hi_1000_1249_percent,hi_1250_1499_percent,hi_1500_1749_percent,hi_1750_1999_percent,hi_2000_2449_percent,hi_2500_2999_percent,hi_3000_3449_percent,hi_3500_3999_percent,hi_4000_more_percent
303041068,64,29,82,125,248,173,215,241,343,301,260,236,478,313,226,173,261,4090,0.015647921760391197,0.0070904645476772615,0.020048899755501223,0.030562347188264057,0.06063569682151589,0.042298288508557456,0.05256723716381418,0.0589242053789731,0.08386308068459658,0.07359413202933986,0.06356968215158924,0.05770171149144254,0.11687041564792176,0.0765281173594132,0.05525672371638142,0.042298288508557456,0.06381418092909535
303041069,62,24,36,38,82,81,100,108,123,93,83,90,139,103,87,50,123,1587,0.039067422810333964,0.015122873345935728,0.022684310018903593,0.023944549464398234,0.0516698172652804,0.05103969754253308,0.0630119722747322,0.06805293005671077,0.07750472589792061,0.05860113421550094,0.05229993698802773,0.05671077504725898,0.08758664146187775,0.06490233144297416,0.054820415879017016,0.0315059861373661,0.07750472589792061
303041070,25,12,31,39,146,100,148,140,198,194,165,148,284,236,140,104,103,2406,0.010390689941812137,0.004987531172069825,0.012884455527847049,0.016209476309226933,0.060681629260182876,0.04156275976724855,0.06151288445552785,0.058187863674147966,0.08229426433915212,0.08063175394846218,0.0685785536159601,0.06151288445552785,0.11803823773898586,0.09808811305070657,0.058187863674147966,0.043225270157938485,0.042809642560266
303041071,29,13,38,41,135,118,167,143,206,210,185,177,366,328,263,240,558,3524,0.008229284903518728,0.0036889897843359817,0.010783200908059024,0.011634506242905789,0.038308740068104426,0.03348467650397276,0.04738933030646992,0.0405788876276958,0.058456299659477864,0.05959137343927355,0.05249716231555051,0.050227014755959136,0.10385925085130533,0.09307604994324631,0.0746311010215664,0.0681044267877412,0.1583427922814983
303051072,18,14,41,43,121,124,210,196,267,235,201,197,385,235,105,93,90,2841,0.006335797254487857,0.004927842309046111,0.014431538190777896,0.015135515663498769,0.04259063709961281,0.043646603308694125,0.07391763463569166,0.06898979232664555,0.09398099260823653,0.08271735304470257,0.07074973600844774,0.06934178106300598,0.13551566349876804,0.08271735304470257,0.03695881731784583,0.03273495248152059,0.03167898627243928
303051073,169,63,92,74,205,163,366,420,544,561,450,445,813,522,323,271,396,6510,0.02596006144393241,0.00967741935483871,0.0141321044546851,0.011367127496159755,0.0314900153609831,0.025038402457757295,0.05622119815668203,0.06451612903225806,0.08356374807987711,0.08617511520737327,0.06912442396313365,0.06835637480798772,0.12488479262672811,0.08018433179723503,0.04961597542242704,0.04162826420890937,0.060829493087557605
303051074,27,3,21,13,29,29,39,69,85,100,85,89,225,159,123,74,114,1390,0.019424460431654675,0.002158273381294964,0.015107913669064749,0.00935251798561151,0.020863309352517987,0.020863309352517987,0.02805755395683453,0.04964028776978417,0.06115107913669065,0.07194244604316546,0.06115107913669065,0.06402877697841726,0.1618705035971223,0.11438848920863309,0.08848920863309352,0.053237410071942444,0.08201438848920864
303051075,79,26,43,48,121,101,208,227,317,322,288,275,690,524,350,206,342,4567,0.017298007444712066,0.005693015108386249,0.009415371140792644,0.01051018173855923,0.026494416465951392,0.022115174074885044,0.04554412086708999,0.04970440113860302,0.06941099189840158,0.07050580249616817,0.06306109043135538,0.06021458287716225,0.15108386249178893,0.11473615064593826,0.07663674184366105,0.04510619662798336,0.0748850448872345
303051076,41,31,77,117,231,164,280,292,328,281,234,182,315,174,73,51,50,3274,0.012522907758094075,0.009468540012217471,0.023518631643249847,0.035736102626756264,0.07055589492974954,0.0500916310323763,0.0855222968845449,0.08918753817959682,0.1001832620647526,0.08582773365913256,0.07147220525351253,0.055589492974954184,0.09621258399511301,0.0531459987782529,0.022296884544899205,0.015577275503970677,0.015271838729383017
303061077,53,15,32,36,96,77,133,153,194,184,138,135,319,222,135,114,198,2462,0.021527213647441104,0.006092607636068237,0.012997562956945572,0.01462225832656377,0.03899268887083672,0.03127538586515029,0.05402112103980504,0.062144597887896016,0.07879772542648253,0.07473598700243704,0.056051990251827784,0.054833468724614136,0.12956945572705117,0.0901705930138099,0.054833468724614136,0.0463038180341186,0.08042242079610074
303061078,113,33,82,72,180,180,275,311,437,430,357,355,568,330,179,118,146,4559,0.024786137310813774,0.007238429480149156,0.017986400526431235,0.015792937047598158,0.03948234261899539,0.03948234261899539,0.06032024566790963,0.0682167141917087,0.09585435402500549,0.09431892958982233,0.07830664619434087,0.07786795349857425,0.1245887255977188,0.07238429480149156,0.039262996271112086,0.025882869050230312,0.03202456679096293
303061079,98,43,69,75,180,95,157,199,257,249,172,154,257,163,103,81,152,2803,0.034962540135569035,0.015340706386014985,0.024616482340349626,0.026757046022119157,0.06421691045308597,0.033892258294684265,0.056011416339636105,0.07099536211202283,0.09168747770246165,0.0888333927934356,0.06136282554405994,0.054941134498751334,0.09168747770246165,0.05815198002140564,0.03674634320371031,0.02889760970388869,0.05422761327149483
303061080,158,53,106,103,301,248,352,387,485,448,332,326,626,395,229,168,294,5656,0.027934936350777935,0.00937057991513437,0.01874115983026874,0.01821074964639321,0.053217821782178217,0.04384724186704385,0.06223479490806223,0.06842291371994343,0.08574964639321075,0.07920792079207921,0.0586987270155587,0.05763790664780764,0.11067892503536068,0.06983734087694483,0.04048797736916549,0.0297029702970297,0.05198019801980198
304011081,29,13,30,37,88,91,145,131,160,181,129,141,284,228,191,148,299,2568,0.011292834890965732,0.0050623052959501555,0.011682242990654205,0.01440809968847352,0.03426791277258567,0.03543613707165109,0.05646417445482866,0.05101246105919003,0.06230529595015576,0.0704828660436137,0.05023364485981308,0.054906542056074766,0.11059190031152648,0.08878504672897196,0.07437694704049844,0.05763239875389408,0.11643302180685358
304011082,23,14,22,31,97,76,113,119,209,165,162,168,333,237,160,119,182,2442,0.009418509418509418,0.005733005733005733,0.009009009009009009,0.012694512694512694,0.039721539721539724,0.031122031122031123,0.046273546273546275,0.04873054873054873,0.08558558558558559,0.06756756756756757,0.06633906633906633,0.0687960687960688,0.13636363636363635,0.09705159705159705,0.06552006552006552,0.04873054873054873,0.07452907452907453
304011083,16,6,18,20,55,51,73,93,110,103,114,89,208,157,88,52,66,1443,0.011088011088011088,0.004158004158004158,0.012474012474012475,0.01386001386001386,0.038115038115038115,0.035343035343035345,0.05058905058905059,0.06444906444906445,0.07623007623007623,0.07137907137907137,0.079002079002079,0.061677061677061676,0.14414414414414414,0.1088011088011088,0.060984060984060985,0.036036036036036036,0.04573804573804574
304011084,38,18,28,26,84,79,119,143,168,173,180,179,390,270,257,194,486,3097,0.012269938650306749,0.005812076202776881,0.009041007426541814,0.008395221181788828,0.027123022279625444,0.025508556667742977,0.03842428156280271,0.046173716499838556,0.05424604455925089,0.05586051017113335,0.05812076202776881,0.05779786890539231,0.1259283177268324,0.08718114304165321,0.0829835324507588,0.06264126574103972,0.1569260574749758
304011085,19,16,18,17,27,40,47,57,78,89,69,71,179,130,99,103,212,1426,0.01332398316970547,0.011220196353436185,0.012622720897615708,0.011921458625525946,0.018934081346423562,0.028050490883590462,0.03295932678821879,0.03997194950911641,0.0546984572230014,0.06241234221598878,0.04838709677419355,0.04978962131837307,0.12552594670406733,0.091164095371669,0.0694249649368864,0.07223001402524544,0.14866760168302945
304021086,35,10,23,36,98,77,137,162,220,198,212,194,417,350,226,188,338,3255,0.010752688172043012,0.0030721966205837174,0.00706605222734255,0.011059907834101382,0.030107526881720432,0.023655913978494623,0.04208909370199693,0.04976958525345622,0.06758832565284179,0.060829493087557605,0.0651305683563748,0.059600614439324115,0.12811059907834102,0.10752688172043011,0.06943164362519201,0.05775729646697389,0.10384024577572964
304021087,27,12,19,21,59,50,51,76,99,99,80,93,201,152,112,154,513,2099,0.012863268222963315,0.005717008099094807,0.009051929490233444,0.010004764173415913,0.0281086231538828,0.023820867079561697,0.02429728442115293,0.03620771796093378,0.04716531681753216,0.04716531681753216,0.038113387327298714,0.04430681276798475,0.09575988565983802,0.07241543592186755,0.0533587422582182,0.07336827060505002,0.244402096236303
304021088,29,26,31,36,100,93,107,154,195,154,152,181,354,256,241,247,673,3409,0.008506893517160458,0.007626870049867997,0.009093575828688765,0.010560281607509533,0.02933411557641537,0.027280727486066296,0.031387503666764446,0.045174537987679675,0.05720152537400997,0.045174537987679675,0.04458785567615137,0.05309474919331182,0.10384276914051041,0.07509533587562335,0.07069521853916104,0.07245526547374596,0.19741859782927546
304021089,12,8,8,7,25,17,18,40,52,54,49,45,106,92,75,104,369,1238,0.009693053311793215,0.006462035541195477,0.006462035541195477,0.005654281098546042,0.020193861066235864,0.013731825525040387,0.014539579967689823,0.03231017770597738,0.0420032310177706,0.04361873990306947,0.0395799676898223,0.036348949919224556,0.08562197092084006,0.07431340872374798,0.06058158319870759,0.0840064620355412,0.29806138933764137
304021090,43,9,30,47,120,83,134,147,202,190,183,162,335,243,227,178,423,3061,0.014047696831100947,0.0029402156158118264,0.009800718719372754,0.015354459327017315,0.039202874877491016,0.02711532179026462,0.0437765436131983,0.04802352172492649,0.06599150604377654,0.062071218556027444,0.0597843841881738,0.05292388108461287,0.10944135903299575,0.0793858216269193,0.07415877164325384,0.05815093106827834,0.13819013394315582
304021091,18,4,18,18,35,24,40,56,79,69,61,47,164,139,99,133,417,1648,0.010922330097087379,0.0024271844660194173,0.010922330097087379,0.010922330097087379,0.021237864077669904,0.014563106796116505,0.024271844660194174,0.03398058252427184,0.047936893203883495,0.041868932038834954,0.037014563106796114,0.028519417475728157,0.09951456310679611,0.08434466019417476,0.060072815533980584,0.08070388349514564,0.2530339805825243
304031092,22,14,23,21,84,49,90,77,132,114,125,98,263,185,168,203,502,2441,0.009012699713232281,0.005735354362965997,0.009422367882015567,0.008603031544448997,0.03441212617779599,0.02007374027038099,0.0368701351904957,0.031544448996312986,0.05407619827939369,0.046702171241294554,0.05120852109791069,0.04014748054076198,0.1077427283900041,0.07578861122490782,0.06882425235559197,0.08316263826300696,0.20565342072920934
304031093,20,10,29,42,88,70,89,105,101,123,89,88,165,110,101,106,237,1711,0.011689070718877849,0.0058445353594389245,0.01694915254237288,0.024547048509643482,0.05143191116306254,0.040911747516072475,0.05201636469900643,0.061367621274108705,0.05902980713033314,0.07188778492109878,0.05201636469900643,0.05143191116306254,0.09643483343074226,0.06428988895382817,0.05902980713033314,0.061952074810052604,0.1385154880187025
304031094,178,40,82,94,146,164,204,230,291,315,298,232,464,277,169,245,564,4458,0.03992821893225662,0.008972633467922835,0.018393898609241812,0.021085688649618663,0.03275011215791835,0.036787797218483624,0.04576043068640646,0.0515926424405563,0.06527590847913863,0.07065948855989233,0.06684611933602512,0.05204127411395244,0.10408254822790489,0.062135486765365636,0.037909376401973977,0.054957379991027365,0.126514131897712
304031095,16,12,26,42,107,87,103,94,144,135,129,126,220,158,111,131,345,2163,0.007397133610725843,0.005547850208044383,0.012020342117429497,0.019417475728155338,0.04946833102172908,0.04022191400832178,0.047619047619047616,0.04345815996301433,0.06657420249653259,0.06241331484049931,0.059639389736477116,0.05825242718446602,0.10171058714748035,0.07304669440591771,0.05131761442441054,0.06056403143781785,0.15950069348127602
304031096,309,64,141,55,147,187,169,216,237,242,232,162,316,164,123,178,369,3616,0.08545353982300885,0.017699115044247787,0.038993362831858405,0.015210176991150442,0.04065265486725664,0.0517146017699115,0.04673672566371682,0.059734513274336286,0.06554203539823009,0.06692477876106195,0.06415929203539823,0.04480088495575221,0.08738938053097345,0.04535398230088496,0.034015486725663714,0.04922566371681416,0.10204646017699115
304031097,126,39,69,65,153,144,169,199,302,262,235,252,388,214,145,185,312,3641,0.03460587750617962,0.010711343037627026,0.018950837681955508,0.017852238396045043,0.042021422686075255,0.03954957429277671,0.04641581982971711,0.05465531447404559,0.08294424608624004,0.07195825322713541,0.06454270804723977,0.06921175501235924,0.10656413073331503,0.05877506179620983,0.03982422411425433,0.05081021697335897,0.08569074430101621
304041098,39,16,61,130,182,115,143,170,206,200,203,166,344,215,142,153,224,3021,0.012909632571996028,0.005296259516716319,0.020191989407480966,0.04303210857332009,0.06024495200264813,0.03806686527639854,0.047335319430652105,0.05627275736511089,0.06818934127772261,0.066203243958954,0.0671962926183383,0.05494869248593181,0.11386957960940086,0.07116848725587553,0.04700430321085733,0.0506454816285998,0.07414763323402847
304041099,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304041100,24,19,67,76,211,160,214,200,235,191,153,139,280,208,134,81,100,2735,0.008775137111517367,0.006946983546617916,0.024497257769652652,0.027787934186471665,0.07714808043875686,0.05850091407678245,0.07824497257769653,0.07312614259597806,0.08592321755027423,0.06983546617915905,0.05594149908592322,0.05082266910420475,0.10237659963436929,0.07605118829981719,0.048994515539305304,0.029616087751371114,0.03656307129798903
304041101,21,17,41,88,147,116,144,151,218,174,153,176,361,249,215,168,297,3021,0.006951340615690168,0.005627275736511089,0.013571665011585568,0.029129427341939754,0.04865938430983118,0.03839788149619331,0.047666335650446874,0.04998344918901026,0.07216153591525985,0.05759682224428997,0.0506454816285998,0.05825885468387951,0.11949685534591195,0.08242303872889771,0.07116848725587553,0.05561072492552135,0.09831181727904667
304041102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304041103,48,18,65,58,189,155,229,266,381,324,277,310,596,528,379,364,853,5539,0.008665824155984835,0.003249684058494313,0.011734970211229464,0.010471204188481676,0.03412168261419029,0.02798339050370103,0.04134320274417765,0.04802310886441596,0.06878497923812962,0.05849431305289764,0.050009026900162484,0.05596678100740206,0.1076006499368117,0.09532406571583318,0.06842390323163026,0.065715833182885,0.1539989167719805
304041104,19,12,19,27,64,71,121,145,201,197,194,192,474,331,262,191,321,3155,0.006022187004754358,0.003803486529318542,0.006022187004754358,0.00855784469096672,0.02028526148969889,0.022503961965134708,0.03835182250396196,0.04595879556259905,0.06370839936608558,0.0624405705229794,0.061489698890649765,0.060855784469096674,0.1502377179080824,0.10491283676703644,0.08304278922345483,0.060538827258320126,0.101743264659271
305011105,267,50,63,79,117,118,152,191,270,274,225,268,533,199,145,347,369,4044,0.06602373887240356,0.012363996043521267,0.015578635014836795,0.0195351137487636,0.028931750741839762,0.029179030662710187,0.03758654797230465,0.04723046488625124,0.06676557863501484,0.06775469831849654,0.055637982195845696,0.06627101879327399,0.1318001978239367,0.049208704253214636,0.03585558852621167,0.08580613254203759,0.09124629080118694
305011106,47,17,86,99,145,132,142,215,234,294,242,227,432,197,143,180,177,3251,0.01445709012611504,0.005229160258382036,0.02645339895416795,0.030452168563518917,0.04460166102737619,0.04060289141802522,0.04367886804060289,0.06613349738541988,0.07197785296831744,0.09043371270378345,0.07443863426637957,0.06982466933251308,0.13288219009535526,0.060596739464780065,0.04398646570286066,0.05536757920639803,0.05444478621962473
305011107,52,14,58,84,107,112,128,108,182,195,136,108,257,146,98,119,233,2375,0.021894736842105262,0.005894736842105263,0.024421052631578948,0.03536842105263158,0.045052631578947365,0.04715789473684211,0.053894736842105266,0.04547368421052632,0.07663157894736843,0.08210526315789474,0.05726315789473684,0.04547368421052632,0.10821052631578948,0.06147368421052631,0.04126315789473684,0.050105263157894736,0.09810526315789474
305011108,82,24,88,76,122,94,146,193,260,243,230,233,447,214,155,298,356,3592,0.022828507795100223,0.0066815144766146995,0.024498886414253896,0.021158129175946547,0.03396436525612472,0.026169265033407572,0.04064587973273942,0.05373051224944321,0.07238307349665925,0.06765033407572384,0.06403118040089087,0.0648663697104677,0.12444320712694877,0.05957683741648107,0.04315144766146993,0.08296213808463251,0.09910913140311804
305011109,92,28,117,159,279,205,236,272,360,344,310,295,618,304,260,395,660,5444,0.01689933872152829,0.005143277002204262,0.021491550330639236,0.02920646583394563,0.051249081557678176,0.03765613519470977,0.04335047759000735,0.04996326230712711,0.06612784717119764,0.06318883174136664,0.056943423952975754,0.054188096987509184,0.11351947097722263,0.055841293166789124,0.04775900073475386,0.07255694342395298,0.12123438648052902
305011110,144,34,57,45,82,83,110,142,204,178,192,168,358,152,136,214,210,2723,0.05288284979801689,0.012486228424531766,0.02093279471171502,0.01652589056188028,0.030113845023870732,0.03048108703635696,0.040396621373485125,0.052148365773044436,0.0749173705471906,0.06536907822254866,0.07051046639735586,0.061696658097686374,0.13147264047006976,0.05582078589790672,0.049944913698127064,0.07858979067205288,0.07712082262210797
305011111,76,21,48,66,95,83,96,115,165,157,152,145,264,127,79,128,189,2197,0.03459262630860264,0.009558488848429678,0.021847974510696404,0.030040964952207556,0.0432407828857533,0.0377787892580792,0.04369594902139281,0.05234410559854347,0.07510241238051889,0.07146108329540282,0.06918525261720528,0.06599908966772872,0.12016385980883022,0.05780609922621757,0.035958124715521164,0.05826126536185708,0.08602639963586708
305011112,79,27,80,114,179,117,153,199,238,236,195,201,441,274,199,267,411,3786,0.02086634970945589,0.0071315372424722665,0.021130480718436345,0.030110935023771792,0.04727945060750132,0.030903328050713153,0.04041204437400951,0.05256207078711041,0.06286318013734812,0.06233491811938722,0.05150554675118859,0.05309033280507131,0.11648177496038035,0.07237189646064449,0.05256207078711041,0.0705229793977813,0.10855784469096671
305021113,15,7,15,30,55,31,55,63,77,81,73,67,176,123,91,125,294,1536,0.009765625,0.004557291666666667,0.009765625,0.01953125,0.035807291666666664,0.020182291666666668,0.035807291666666664,0.041015625,0.050130208333333336,0.052734375,0.047526041666666664,0.043619791666666664,0.11458333333333333,0.080078125,0.059244791666666664,0.08138020833333333,0.19140625
305021114,33,9,17,18,59,48,81,93,125,112,111,115,268,186,136,215,523,2428,0.013591433278418451,0.0037067545304777594,0.00700164744645799,0.007413509060955519,0.024299835255354202,0.019769357495881382,0.033360790774299834,0.03830313014827018,0.051482701812191105,0.04612850082372323,0.0457166392092257,0.04736408566721582,0.11037891268533773,0.07660626029654036,0.05601317957166392,0.0885502471169687,0.2154036243822076
305021115,31,20,58,65,117,69,105,104,175,141,143,125,242,166,103,122,265,2274,0.013632365875109938,0.008795074758135445,0.025505716798592787,0.028583992963940194,0.051451187335092345,0.030343007915567283,0.04617414248021108,0.04573438874230431,0.07695690413368514,0.06200527704485488,0.06288478452066842,0.054969217238346524,0.10642040457343888,0.07299912049252419,0.04529463500439754,0.05364995602462621,0.11653474054529464
305021116,13,8,19,29,50,45,54,60,102,84,90,83,198,133,96,121,418,1787,0.007274762171236709,0.004476776720761052,0.010632344711807499,0.016228315612758813,0.027979854504756575,0.02518186905428092,0.0302182428651371,0.03357582540570789,0.05707890318970341,0.047006155567991044,0.05036373810856184,0.046446558477895916,0.11080022383883603,0.07442641298265248,0.053721320649132626,0.06771124790151091,0.23391158365976497
305021117,43,24,60,89,208,146,183,227,299,338,311,278,615,406,317,328,570,4881,0.008809670149559516,0.004917025199754148,0.012292562999385371,0.0182339684490883,0.04261421839786929,0.029911903298504405,0.037492317148125384,0.046506863347674655,0.0612579389469371,0.0692481048965376,0.06371645154681417,0.056955541897152226,0.12599877074370006,0.08317967629584101,0.06494570784675271,0.06719934439664003,0.11677934849416104
305021118,18,8,26,27,62,61,79,95,116,121,119,103,224,160,163,181,445,2249,0.008003557136505114,0.0035571365051133837,0.011560693641618497,0.01200533570475767,0.027567807914628723,0.02712316585148955,0.035126722987994664,0.04224099599822143,0.05157847932414406,0.05380168963983993,0.052912405513561585,0.04579813250333482,0.09959982214317474,0.07114273010226767,0.07247665629168519,0.08048021342819031,0.19786571809693196
305031119,19,5,20,15,37,52,44,54,83,89,74,68,142,84,61,65,123,1173,0.01619778346121057,0.004262574595055414,0.017050298380221655,0.01278772378516624,0.03154305200341006,0.0443307757885763,0.03751065643648764,0.04603580562659847,0.07075873827791987,0.07587382779198636,0.06308610400682012,0.057971014492753624,0.12105711849957375,0.07161125319693094,0.05200341005967604,0.05541346973572037,0.10485933503836317
305031120,28,15,36,46,121,69,96,119,177,144,134,144,259,166,124,133,327,2326,0.012037833190025795,0.006448839208942391,0.015477214101461736,0.019776440240756664,0.052020636285468616,0.029664660361134996,0.0412725709372313,0.05116079105760963,0.07609630266552021,0.061908856405846945,0.05760963026655202,0.061908856405846945,0.1113499570077386,0.07136715391229578,0.05331040412725709,0.05717970765262253,0.14058469475494412
305031121,26,12,27,58,100,69,98,103,153,118,116,91,216,125,81,124,366,2098,0.012392755004766444,0.005719733079122974,0.012869399428026692,0.027645376549094377,0.047664442326024785,0.0328884652049571,0.04671115347950429,0.04909437559580553,0.07292659675881792,0.05624404194470925,0.055290753098188754,0.043374642516682556,0.10295519542421354,0.05958055290753098,0.038608198284080075,0.05910390848427073,0.1744518589132507
305031122,57,22,80,79,191,157,206,271,335,329,307,226,474,260,158,235,528,4283,0.013308428671491944,0.005136586504786365,0.018678496381041326,0.01844501517627831,0.044594910109736166,0.0366565491477936,0.04809712818118141,0.06327340649077749,0.07821620359561056,0.07681531636703245,0.07167872986224609,0.052766752276441745,0.11067009105766985,0.06070511323838431,0.03689003035255662,0.054868083119308894,0.12327807611487275
305031123,9,4,12,21,52,38,48,70,77,58,71,63,141,94,100,120,329,1446,0.006224066390041493,0.0027662517289073307,0.008298755186721992,0.014522821576763486,0.035961272475795295,0.02627939142461964,0.03319502074688797,0.048409405255878286,0.05325034578146611,0.040110650069156296,0.04910096818810512,0.043568464730290454,0.0975103734439834,0.06500691562932227,0.06915629322268327,0.08298755186721991,0.22752420470262794
305031124,52,17,31,40,90,83,122,141,199,175,156,177,308,155,110,196,371,2655,0.019585687382297552,0.0064030131826741995,0.011676082862523541,0.015065913370998116,0.03389830508474576,0.031261770244821095,0.045951035781544254,0.05310734463276836,0.07495291902071563,0.06591337099811675,0.05875706214689266,0.06666666666666667,0.1160075329566855,0.0583804143126177,0.04143126177024482,0.07382297551789077,0.13973634651600753
305031125,20,7,23,23,48,51,53,75,91,82,81,80,163,104,96,133,330,1635,0.012232415902140673,0.004281345565749235,0.014067278287461774,0.014067278287461774,0.029357798165137616,0.031192660550458717,0.03241590214067278,0.045871559633027525,0.05565749235474006,0.05015290519877676,0.04954128440366973,0.04892966360856269,0.09969418960244648,0.06360856269113149,0.05871559633027523,0.08134556574923547,0.2018348623853211
305031126,290,61,90,74,142,161,140,204,290,254,242,198,392,170,144,174,299,3629,0.07991182143841279,0.01680903830256269,0.024800220446403967,0.020391292367043262,0.03912923670432626,0.0443648387985671,0.03857812069440617,0.05621383301184899,0.07991182143841279,0.0699917332598512,0.06668503720033067,0.05456048498208873,0.10801873794433728,0.04684486084320749,0.03968035271424635,0.04794709286304767,0.08239184348305319
305031127,28,15,18,46,133,89,79,80,156,115,99,89,202,138,78,99,249,1911,0.014652014652014652,0.007849293563579277,0.009419152276295133,0.024071166928309785,0.0695970695970696,0.04657247514390372,0.041339612768184195,0.04186289900575615,0.08163265306122448,0.06017791732077447,0.05180533751962323,0.04657247514390372,0.10570381998953428,0.07221350078492936,0.04081632653061224,0.05180533751962323,0.130298273155416
305031128,72,25,70,71,137,125,167,222,306,305,284,295,695,314,269,443,622,4802,0.014993752603082049,0.005206164098292378,0.014577259475218658,0.014785506039150353,0.02852977925864223,0.02603082049146189,0.03477717617659309,0.04623073719283632,0.06372344856309871,0.06351520199916702,0.059142024156601414,0.06143273635985006,0.1447313619325281,0.06538942107455227,0.05601832569762599,0.09225322782174095,0.12952936276551436
305031129,19,5,20,27,38,42,55,52,56,73,79,69,148,65,63,88,322,1364,0.013929618768328446,0.0036656891495601175,0.01466275659824047,0.019794721407624633,0.02785923753665689,0.030791788856304986,0.04032258064516129,0.03812316715542522,0.04105571847507331,0.053519061583577714,0.05791788856304985,0.050586510263929615,0.10850439882697947,0.047653958944281524,0.04618768328445748,0.06451612903225806,0.23607038123167157
305031130,39,16,45,85,131,85,129,151,185,215,165,171,319,224,135,146,374,2913,0.013388259526261586,0.0054926192928252664,0.015447991761071062,0.029179539993134225,0.04497082046000687,0.029179539993134225,0.044284243048403706,0.051836594576038446,0.06350841057329214,0.07380707174733951,0.05664263645726056,0.05870236869207003,0.10950909715070374,0.07689667009955373,0.046343975283213185,0.050120151047030555,0.1283899759697906
305031131,37,16,58,64,192,158,165,194,279,261,223,215,442,260,190,210,468,3764,0.009829968119022316,0.004250797024442083,0.015409139213602551,0.01700318809776833,0.05100956429330499,0.04197662061636557,0.04383634431455898,0.05154091392136025,0.07412327311370882,0.06934112646121147,0.05924548352816153,0.057120085015940486,0.11742826780021254,0.06907545164718384,0.05047821466524974,0.05579171094580234,0.12433581296493093
305041132,44,29,48,74,156,156,155,180,243,243,215,199,490,306,266,330,913,4487,0.009806106529975486,0.006463115667483842,0.010697570759973256,0.01649208825495877,0.03476710496991308,0.03476710496991308,0.03454423891241364,0.04011589034989971,0.05415645197236461,0.05415645197236461,0.04791620236238021,0.044350345442389125,0.10920436817472699,0.0681970135948295,0.059282371294851796,0.07354579897481614,0.20347671049699131
305041133,40,9,45,37,57,66,83,101,135,160,153,125,265,126,105,144,314,2138,0.018709073900841908,0.00420954162768943,0.021047708138447148,0.017305893358278764,0.02666043030869972,0.03086997193638915,0.03882132834424696,0.04724041159962582,0.06314312441534144,0.07483629560336763,0.0715622076707203,0.05846585594013096,0.12394761459307764,0.05893358278765201,0.04911131898971001,0.06735266604303088,0.146866230121609
305041134,29,22,32,50,94,87,124,131,164,180,130,133,270,220,192,275,800,3241,0.008947855600123419,0.006788028386300524,0.009873495834618945,0.015427337241592102,0.029003394014193152,0.026843566800370255,0.03825979635914841,0.040419623572971304,0.05060166615242209,0.05553841406973156,0.04011107682813946,0.04103671706263499,0.08330762110459734,0.06788028386300525,0.05924097500771367,0.08485035482875655,0.24683739586547362
305041135,71,21,56,77,129,101,115,175,226,247,258,199,480,267,235,315,750,4159,0.017071411396970427,0.005049290694878576,0.013464775186342872,0.018514065881221446,0.03101707141139697,0.024284683818225534,0.02765087761481125,0.04207742245732147,0.05433998557345516,0.059389276268333735,0.06203414282279394,0.04784804039432556,0.11541235874008175,0.06419812454917047,0.05650396729983169,0.07573936042317865,0.18033181053137773
305041136,18,7,40,51,84,71,86,98,146,127,123,113,194,155,122,155,344,2135,0.008430913348946136,0.003278688524590164,0.01873536299765808,0.023887587822014052,0.03934426229508197,0.03325526932084309,0.04028103044496487,0.04590163934426229,0.06838407494145199,0.059484777517564404,0.05761124121779859,0.052927400468384074,0.09086651053864168,0.07259953161592506,0.05714285714285714,0.07259953161592506,0.1611241217798595
305041137,181,44,78,80,156,158,172,233,290,326,304,259,482,248,199,206,485,4255,0.04253819036427732,0.010340775558166862,0.018331374853113983,0.01880141010575793,0.036662749706227966,0.037132784958871914,0.04042303172737955,0.054759106933019976,0.0681551116333725,0.07661574618096358,0.07144535840188014,0.06086956521739131,0.11327849588719154,0.05828437132784959,0.04676850763807285,0.048413631022326674,0.11398354876615746
306011138,20,13,19,20,64,47,71,77,134,151,102,129,269,159,123,65,122,1780,0.011235955056179775,0.007303370786516854,0.010674157303370787,0.011235955056179775,0.035955056179775284,0.026404494382022473,0.039887640449438204,0.04325842696629213,0.07528089887640449,0.0848314606741573,0.05730337078651685,0.07247191011235955,0.151123595505618,0.08932584269662922,0.06910112359550562,0.03651685393258427,0.06853932584269663
