sa2_maincode_2016,buddhism_p,christianity_anglican_p,christianity_baptist_p,christianity_catholic_p,christianity_eastrn_orthdox_p,christianity_uniting_church_p,christianity_tot_p,hinduism_p,islam_p,judaism_p,other_religions_tot_p,sb_osb_nra_tot_p,tot_p,buddhism_percent,christianity_anglican_percent,christianity_baptist_percent,christianity_catholic_percent,christianity_eastrn_orthdox_percent,christianity_uniting_church_percent,christianity_tot_percent,hinduism_percent,islam_percent,judaism_percent,other_religions_percent,no_religion_percent
304011085,135,631,151,955,59,262,2519,199,48,9,25,1149,4352,0.031020220588235295,0.1449908088235294,0.03469669117647059,0.21943933823529413,0.013556985294117647,0.06020220588235294,0.5788143382352942,0.04572610294117647,0.011029411764705883,0.002068014705882353,0.0057444852941176475,0.2640165441176471
304021086,162,1507,407,2044,33,678,5575,182,53,18,61,3331,10103,0.01603484113629615,0.14916361476789072,0.040285063842423044,0.20231614371968723,0.0032663565277640306,0.06710877957042463,0.5518162921904385,0.018014451153122835,0.005245966544590716,0.0017816490151440166,0.00603781055132139,0.3297040483024844
304021087,122,1157,213,1385,52,420,3765,94,26,20,43,2094,6748,0.018079430942501484,0.17145820983995258,0.03156490812092472,0.20524599881446354,0.007705986959098993,0.06224066390041494,0.5579430942501482,0.013930053349140487,0.0038529934795494963,0.002963841138114997,0.0063722584469472435,0.3103141671606402
304021088,178,1520,261,1988,66,606,5355,200,71,69,61,3581,10311,0.01726311705945107,0.14741538163126758,0.02531277276694792,0.19280380176510523,0.006400931044515566,0.05877218504509747,0.5193482688391039,0.01939676074095626,0.006885850063039473,0.00669188245562991,0.005916012025991659,0.3472990010668218
304021089,55,628,109,897,25,258,2275,92,25,20,12,1290,4045,0.013597033374536464,0.15525339925834364,0.026946847960444994,0.22175525339925833,0.006180469715698393,0.06378244746600742,0.5624227441285538,0.022744128553770088,0.006180469715698393,0.004944375772558714,0.0029666254635352285,0.3189122373300371
304021090,163,1248,299,1806,64,501,4646,154,62,20,52,3084,8765,0.018596691386195095,0.14238448374215631,0.034112949229891616,0.2060467769537935,0.007301768397033657,0.05715915573302909,0.530062749572162,0.017569880205362237,0.007073588134626355,0.0022818026240730175,0.005932686822589846,0.3518539646320593
304021091,62,942,123,1153,41,379,3024,60,31,12,13,1750,5398,0.01148573545757688,0.17450907743608743,0.022786217117450908,0.2135976287513894,0.0075954057058169695,0.07021118932938125,0.5602074842534271,0.011115227862171175,0.00574286772878844,0.002223045572434235,0.0024082993701370877,0.3241941459799926
304031092,104,1281,78,1777,40,425,4168,75,11,9,36,2447,7411,0.014033193900958035,0.1728511671839158,0.010524895425718526,0.23977870732694642,0.005397382269599244,0.05734718661449197,0.5624072324922412,0.010120091755498583,0.0014842801241397921,0.0012144110106598299,0.0048576440426393195,0.33018486034273375
304031093,69,682,69,1277,20,309,2672,50,56,0,34,1543,4863,0.01418877236273905,0.14024264857084104,0.01418877236273905,0.26259510590170676,0.004112687641373638,0.0635410240592227,0.5494550688875179,0.010281719103434095,0.011515525395846186,0.0,0.006991568990335184,0.31729385153197615
304031094,351,1209,201,2073,83,514,5027,486,326,42,84,4692,12134,0.028926982033954177,0.09963738256139773,0.016565023899785727,0.17084226141420802,0.006840283500906544,0.042360309873083896,0.41429042360309876,0.04005274435470579,0.026866655678259438,0.0034613482775671667,0.006922696555134333,0.38668205043678916
304031095,83,785,78,1303,40,244,2883,93,58,16,60,1983,5642,0.014711095356256646,0.1391350584898972,0.013824884792626729,0.23094647288195674,0.007089684509039348,0.04324707550514002,0.510989010989011,0.016483516483516484,0.010280042538107055,0.002835873803615739,0.010634526763559022,0.35147110953562566
304031096,589,1083,113,1853,65,369,4336,293,891,33,59,5073,12574,0.04684269126769525,0.08613010975027835,0.008986798154922856,0.14736758390329252,0.005169397168760935,0.02934627008111977,0.34483855574996025,0.02330205185303006,0.07086050580563066,0.002624463177986321,0.004692222045490695,0.40345156672498805
304031097,189,917,130,1465,68,358,3530,208,248,28,76,3373,8451,0.022364217252396165,0.10850786889125548,0.01538279493551059,0.1733522660040232,0.008046385043190154,0.042361850668559936,0.41770204709501835,0.024612471896816944,0.029345639569281743,0.0033132173707253578,0.008993018577683115,0.39912436398059403
304041098,105,910,144,2185,44,300,4181,73,18,8,42,2970,8158,0.012870801667075264,0.11154694778131895,0.017651385143417506,0.26783525373866146,0.005393478793822015,0.036773719048786464,0.5125030644765874,0.008948271635204707,0.002206423142927188,0.000980632507967639,0.0051483206668301055,0.36405981858298603
304041099,0,3,0,3,0,0,10,0,0,0,0,14,25,0.0,0.12,0.0,0.12,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.56
304041100,76,955,178,1918,33,391,4161,23,24,5,33,2274,7084,0.010728402032749858,0.13481084133258045,0.0251270468661773,0.2707509881422925,0.004658385093167702,0.05519480519480519,0.5873800112930547,0.003246753246753247,0.0033879164313946925,0.0007058159232072275,0.004658385093167702,0.3210050818746471
304041101,108,1015,167,2218,34,337,4563,56,38,9,37,2940,8362,0.012915570437694332,0.12138244439129395,0.01997129873236068,0.26524754843338916,0.004066012915570438,0.04030136331021287,0.5456828509925855,0.006696962449174839,0.004544367376225784,0.0010762975364745277,0.004424778761061947,0.35159052858167905
304041102,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304041103,151,2205,300,4468,157,962,9212,115,35,29,78,5640,16477,0.009164289615828124,0.1338229046549736,0.018207197912241305,0.2711658675729805,0.00952843357407295,0.05838441463858712,0.559082357225223,0.006979425866359168,0.0021241730897614856,0.0017600291315166595,0.004733871457182739,0.3422953207501366
304041104,105,1442,323,2701,30,530,5926,52,39,5,58,3049,9907,0.010598566670031291,0.1455536489350964,0.03260320985162007,0.2726355102452811,0.003028161905723226,0.05349752700111032,0.5981629151105279,0.0052488139699202584,0.003936610477440193,0.000504693650953871,0.005854446351064904,0.3077621883516705
305011105,490,585,105,1750,86,206,3327,229,284,20,52,4485,10192,0.04807692307692308,0.05739795918367347,0.010302197802197802,0.1717032967032967,0.008437990580847723,0.02021193092621664,0.32643249607535324,0.022468602825745684,0.027864992150706435,0.0019623233908948193,0.00510204081632653,0.44005102040816324
305011106,220,376,52,1277,65,89,2245,297,85,12,52,3019,7146,0.030786453960257486,0.052616848586621884,0.007276798208788134,0.1787013713965855,0.009095997760985167,0.012454520011195075,0.3141617688217184,0.041561712846347604,0.011894766302826756,0.0016792611251049538,0.007276798208788134,0.42247411139098795
305011107,266,383,44,848,522,116,2228,123,112,13,59,2749,6329,0.04202875651761732,0.06051508927160689,0.006952125138252488,0.1339864117554116,0.0824774845947227,0.01832832990993838,0.3520303365460578,0.01943434981829673,0.01769631853373361,0.002054036972665508,0.009322167799020382,0.43434981829672936
305011108,163,787,68,1889,147,213,3649,161,158,15,55,2953,8214,0.01984416849281714,0.09581202824446068,0.008278548819089359,0.22997321645970295,0.01789627465303141,0.025931336742147554,0.44424153883613343,0.019600681762843925,0.0192354516678841,0.0018261504747991235,0.0066958850742634525,0.3595081568054541
305011109,290,1118,84,2906,115,256,5070,200,64,38,62,4710,12791,0.022672191384567275,0.08740520678602143,0.006567117504495348,0.2271909936674224,0.008990696583535298,0.02001407239465249,0.3963724493784692,0.015635994058322257,0.005003518098663122,0.002970838871081229,0.0048471581580799,0.36822766007348917
305011110,381,438,57,1174,194,155,2402,201,171,18,67,3109,7235,0.05266067726330339,0.06053904630269523,0.007878369039391845,0.1622667588113338,0.026814098134070492,0.021423635107118175,0.3319972356599862,0.027781617138908084,0.023635107118175534,0.00248790601243953,0.009260539046302696,0.42971665514858326
305011111,198,342,89,1329,31,96,2227,357,104,3,48,2258,6063,0.0326571004453241,0.056407718951014346,0.014679201715322448,0.21919841662543296,0.005112980372752762,0.01583374567046017,0.3673099125845291,0.058881741712023754,0.01715322447633185,0.0004948045522018803,0.007916872835230085,0.37242289295728187
305011112,399,573,63,1256,542,160,3116,177,205,30,60,4337,9620,0.04147609147609148,0.05956340956340957,0.006548856548856549,0.13056133056133057,0.056340956340956344,0.016632016632016633,0.3239085239085239,0.0183991683991684,0.02130977130977131,0.0031185031185031187,0.006237006237006237,0.45083160083160084
305021113,44,575,36,1159,59,176,2246,17,24,3,17,1463,4228,0.010406811731315043,0.13599810785241248,0.008514664143803218,0.27412488174077576,0.013954588457899717,0.041627246925260174,0.5312204351939451,0.00402081362346263,0.005676442762535478,0.0007095553453169347,0.00402081362346263,0.34602649006622516
305021114,55,1107,69,1588,65,255,3494,32,28,15,28,2292,6704,0.008204057279236277,0.1651252983293556,0.01029236276849642,0.23687350835322196,0.009695704057279236,0.038036992840095464,0.52118138424821,0.00477326968973747,0.004176610978520286,0.002237470167064439,0.004176610978520286,0.3418854415274463
305021115,155,701,47,1278,101,138,2568,131,66,20,38,2148,5786,0.026788800553059107,0.12115451088835119,0.008123055651572762,0.2208779813342551,0.017455928102315936,0.023850674040788108,0.4438299343242309,0.0226408572416177,0.011406844106463879,0.0034566194262011752,0.006567576909782233,0.37124092637400624
305021116,50,761,36,1575,85,195,2926,26,25,10,10,1557,4971,0.010058338362502514,0.15308790987728826,0.00724200362100181,0.3168376584188292,0.017099175216254276,0.03922751961375981,0.5886139609736472,0.005230335948501308,0.005029169181251257,0.0020116676725005027,0.0020116676725005027,0.3132166566083283
305021117,202,1429,111,3145,116,422,6039,205,76,9,166,4641,12612,0.01601649222962258,0.11330478908975579,0.008801141769743101,0.24936568347605456,0.009197589597209007,0.03346019663812242,0.47882968601332065,0.016254360926102124,0.0060260069774817635,0.0007136060894386299,0.013162067871868062,0.3679828734538535
305021118,91,903,36,1710,99,243,3415,38,21,11,32,2146,6298,0.014449031438551922,0.14337885042870752,0.0057161003493172435,0.27151476659256907,0.01571927596062242,0.038583677357891394,0.542235630358844,0.006033661479834868,0.0033343918704350586,0.0017465862178469354,0.0050809780882819944,0.3407430930454112
305031119,51,342,23,679,22,67,1287,49,17,0,31,1057,2791,0.01827302042278753,0.12253672518810463,0.008240773916159082,0.24328197778573987,0.007882479398065209,0.024005732712289504,0.46112504478681476,0.017556431386599784,0.006091006807595844,0.0,0.011107130060910068,0.37871730562522393
305031120,79,653,93,1640,41,245,3004,125,25,0,42,2226,5999,0.013168861476912819,0.10885147524587431,0.01550258376396066,0.2733788964827471,0.006834472412068678,0.040840140023337225,0.5007501250208368,0.020836806134355727,0.004167361226871145,0.0,0.007001166861143524,0.3710618436406068
305031121,74,990,42,1472,78,144,3086,81,42,4,63,1328,5145,0.014382896015549077,0.1924198250728863,0.00816326530612245,0.28610301263362486,0.015160349854227406,0.027988338192419825,0.5998056365403304,0.01574344023323615,0.00816326530612245,0.0007774538386783285,0.012244897959183673,0.25811467444120506
305031122,194,1537,92,2835,110,360,5636,418,72,20,166,2993,10473,0.018523823164327317,0.14675833094624272,0.008784493459371719,0.27069607562303066,0.010503198701422706,0.03437410484101976,0.5381457080110761,0.03991215506540628,0.006874820968203953,0.0019096724911677647,0.015850281676692446,0.285782488303256
305031123,24,585,53,1362,14,205,2471,22,6,12,14,1388,4248,0.005649717514124294,0.13771186440677965,0.012476459510357816,0.3206214689265537,0.003295668549905838,0.04825800376647834,0.5816854990583804,0.005178907721280603,0.0014124293785310734,0.002824858757062147,0.003295668549905838,0.3267419962335217
305031124,117,914,69,1551,99,190,3173,76,60,24,55,1941,6290,0.01860095389507154,0.14531001589825118,0.010969793322734499,0.2465818759936407,0.015739268680445152,0.030206677265500796,0.5044515103338633,0.012082670906200318,0.009538950715421303,0.0038155802861685214,0.008744038155802861,0.30858505564387917
305031125,60,888,19,1627,53,161,3028,27,29,11,25,1040,4659,0.0128783000643915,0.1905988409529942,0.004078128353723975,0.3492165700794162,0.011375831723545825,0.03455677183945052,0.6499248765829577,0.005795235028976175,0.006224511697789225,0.002361021678471775,0.0053659583601631256,0.223223867782786
305031126,364,587,112,1535,47,185,3045,170,661,7,48,4529,10081,0.03610752901497867,0.058228350362067256,0.011110008927685745,0.15226664021426445,0.004662235889296697,0.018351354032338063,0.3020533677214562,0.016863406408094434,0.06556889197500249,0.0006943755579803591,0.004761432397579605,0.44926098601329234
305031127,94,499,68,1237,21,174,2341,118,45,6,23,1863,4979,0.018879293030729064,0.1002209278971681,0.013657360915846555,0.24844346254267927,0.004217714400482024,0.03494677646113677,0.4701747338823057,0.023699538059851376,0.009037959429604338,0.0012050612572805785,0.004619401486242217,0.3741715203856196
305031128,163,1028,83,2080,101,228,4128,117,122,39,58,4196,10638,0.015322429028012785,0.09663470577176161,0.007802218462116939,0.19552547471329199,0.009494265839443504,0.02143260011280316,0.38804286520022563,0.010998307952622674,0.011468321112991163,0.0036661026508742244,0.005452152660274488,0.3944350441812371
305031129,37,538,43,1160,41,167,2179,59,9,3,19,1300,3934,0.009405185561769192,0.1367564819522115,0.010930350788002034,0.29486527707168275,0.010421962379257754,0.04245043213014743,0.5538891713268937,0.014997458057956279,0.002287747839349263,0.000762582613116421,0.004829689883070666,0.3304524656837824
305031130,128,709,74,1755,55,211,3231,192,55,11,99,2766,7190,0.01780250347705146,0.09860917941585536,0.010292072322670376,0.24408901251738527,0.0076495132127955496,0.029346314325452018,0.4493741307371349,0.02670375521557719,0.0076495132127955496,0.00152990264255911,0.01376912378303199,0.3847009735744089
305031131,158,1027,158,2546,53,297,4676,372,130,15,134,3335,9745,0.01621344279117496,0.10538737814263725,0.01621344279117496,0.261262185736275,0.005438686505900462,0.03047716777834787,0.4798358132375577,0.03817342226782965,0.013340174448435094,0.0015392508978963571,0.01375064135454079,0.3422267829656234
305041132,118,1464,127,4722,57,520,7525,102,50,33,55,4359,13315,0.00886218550506947,0.10995118287645513,0.009538114907998498,0.354637626736763,0.004280886218550507,0.03905369883589936,0.565152084115659,0.007660533233195644,0.003755163349605708,0.002478407810739767,0.004130679684566279,0.3273751408186256
305041133,98,604,64,1152,28,177,2349,141,53,7,34,2171,5499,0.017821422076741224,0.10983815239134388,0.011638479723586106,0.20949263502454993,0.005091834879068922,0.03218767048554282,0.42716857610474634,0.02564102564102564,0.009638116021094744,0.0012729587197672304,0.006182942353155119,0.3947990543735225
305041134,61,1290,78,2657,61,367,5081,19,23,20,35,3634,9716,0.006278303828736106,0.13277068752573076,0.008027995059695347,0.273466447097571,0.006278303828736106,0.03777274598600247,0.5229518320296418,0.001955537258130918,0.0023672293124742693,0.0020584602717167557,0.0036023054755043226,0.37402223137093454
305041135,126,1183,94,2505,125,290,4712,96,80,22,62,4634,10788,0.01167964404894327,0.10965888023730071,0.008713385242862439,0.232202447163515,0.011586948461253244,0.026881720430107527,0.4367816091954023,0.008898776418242492,0.007415647015202077,0.002039302929180571,0.005747126436781609,0.42955135335558026
305041136,76,543,47,1250,46,147,2352,79,40,13,17,2475,5744,0.013231197771587743,0.09453342618384401,0.008182451253481894,0.2176183844011142,0.008008356545961003,0.02559192200557103,0.40947075208913647,0.013753481894150418,0.006963788300835654,0.002263231197771588,0.002959610027855153,0.4308844011142061
305041137,234,916,171,1959,75,412,4268,201,144,29,66,4655,10800,0.021666666666666667,0.08481481481481482,0.015833333333333335,0.18138888888888888,0.006944444444444444,0.038148148148148146,0.3951851851851852,0.01861111111111111,0.013333333333333334,0.002685185185185185,0.006111111111111111,0.4310185185185185
306011138,101,664,90,1333,16,179,2864,33,18,0,16,1865,5362,0.018836255128683328,0.123834390152928,0.01678478179783663,0.2486012681835136,0.0029839612085042896,0.03338306602014174,0.5341290563222678,0.006154419992540097,0.0033569563595673255,0.0,0.0029839612085042896,0.34781797836628126
306011139,184,1710,99,2228,64,380,5322,23,25,35,54,4000,10830,0.01698984302862419,0.15789473684210525,0.009141274238227148,0.20572483841181902,0.0059095106186518925,0.03508771929824561,0.49141274238227145,0.002123730378578024,0.0023084025854108957,0.003231763619575254,0.004986149584487534,0.36934441366574333
306011140,66,450,36,709,4,102,1633,9,9,9,4,1506,3566,0.018508132361189006,0.1261918115535614,0.010095344924284913,0.19882220975883344,0.0011217049915872126,0.02860347728547392,0.45793606281547955,0.0025238362310712283,0.0025238362310712283,0.0025238362310712283,0.0011217049915872126,0.42232192933258556
306011141,188,1706,141,3063,39,508,6791,66,32,10,68,4322,12808,0.014678326046221112,0.13319800124921924,0.011008744534665833,0.2391474078700812,0.0030449718925671457,0.03966271080574641,0.5302154903185509,0.005153029356652092,0.0024984384759525295,0.0007807620237351655,0.005309181761399126,0.33744534665833853
306011142,236,1813,146,2989,78,505,6750,98,69,20,143,5236,13936,0.0169345579793341,0.1300947187141217,0.01047646383467279,0.2144804822043628,0.005597014925373134,0.036237083811710674,0.4843570608495982,0.007032146957520092,0.0049512055109070035,0.0014351320321469576,0.010261194029850746,0.3757175660160735
306011143,126,762,42,1050,26,166,2513,9,13,7,29,2424,6152,0.02048114434330299,0.12386215864759428,0.0068270481144343306,0.17067620286085824,0.0042262678803641094,0.026983094928478543,0.4084850455136541,0.0014629388816644994,0.0021131339401820547,0.0011378413524057217,0.004713914174252275,0.3940182054616385
306021144,77,1035,88,1965,35,341,4437,27,24,6,128,2481,8018,0.00960339236717386,0.1290845597405837,0.010975305562484411,0.2450735844350212,0.004365178348715391,0.04252930905462709,0.5533798952357196,0.003367423297580444,0.002993265153404839,0.0007483162883512097,0.015964080818159143,0.30942878523322526
306021145,322,1050,141,1937,51,250,4262,159,75,16,287,3945,11439,0.02814931375120203,0.0917912404930501,0.012326252294781013,0.16933298365241717,0.0044584316810910045,0.021855057260250024,0.37258501617274237,0.013899816417519015,0.0065565171780750066,0.0013987236646560014,0.025089605734767026,0.3448728035667453
306021146,104,1201,64,2413,94,341,4976,18,47,6,42,2226,8265,0.012583182093163944,0.1453115547489413,0.007743496672716273,0.29195402298850576,0.011373260738052027,0.04125831820931639,0.6020568663036903,0.002177858439201452,0.0056866303690260135,0.0007259528130671506,0.005081669691470054,0.2693284936479129
306021147,144,1523,167,2796,29,487,6238,15,34,0,88,3176,10753,0.013391611643262346,0.14163489258811496,0.015530549614061192,0.26002045940667723,0.002696921789268111,0.04528968659908863,0.5801171766018786,0.001394959546173161,0.003161908304659165,0.0,0.008183762670882545,0.2953594345763973
306021148,80,1421,114,2385,24,356,5145,13,15,3,83,2437,8664,0.009233610341643583,0.16401200369344412,0.013157894736842105,0.2752770083102493,0.002770083102493075,0.041089566020313946,0.5938365650969529,0.0015004616805170822,0.0017313019390581717,0.00034626038781163435,0.009579870729455217,0.28127885503231764
306021149,223,1223,106,2448,63,452,5429,240,14,0,109,2801,9888,0.022552588996763753,0.12368527508090615,0.010720064724919093,0.24757281553398058,0.006371359223300971,0.04571197411003236,0.549049352750809,0.024271844660194174,0.0014158576051779936,0.0,0.01102346278317152,0.28327265372168287
306021150,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306021151,124,826,49,1115,3,173,2869,51,28,4,83,1763,6027,0.020574083291853326,0.13704994192799072,0.008130081300813009,0.18500082960013273,0.0004977600796416127,0.028704164592666333,0.47602455616392897,0.008461921353907416,0.004645760743321719,0.000663680106188817,0.013771362203417953,0.2925170068027211
306021152,168,663,72,978,8,195,2552,184,5,0,77,1539,5390,0.03116883116883117,0.12300556586270872,0.013358070500927645,0.18144712430426715,0.001484230055658627,0.036178107606679034,0.47346938775510206,0.034137291280148425,0.0009276437847866419,0.0,0.014285714285714285,0.2855287569573284
306021153,127,1181,75,2350,45,348,4962,51,50,0,120,2334,8271,0.0153548543102406,0.1427880546487728,0.009067827348567283,0.28412525692177487,0.00544069640914037,0.0420747188973522,0.5999274573812114,0.006166122597025753,0.0060452182323781885,0.0,0.014508523757707652,0.28219078708741385
306021154,217,732,61,1124,16,200,2765,214,53,8,92,1866,6333,0.03426496131375335,0.11558503079109426,0.009632085899257856,0.17748302542239064,0.002526448760461077,0.03158060950576346,0.4366019264171799,0.0337912521711669,0.008368861519027318,0.0012632243802305385,0.014527080372651192,0.2946470866887731
306021155,63,726,56,992,8,168,2582,28,9,0,40,1378,4730,0.01331923890063425,0.15348837209302327,0.011839323467230444,0.20972515856236787,0.0016913319238900633,0.03551797040169133,0.545877378435518,0.005919661733615222,0.0019027484143763213,0.0,0.008456659619450317,0.2913319238900634
306021156,153,1156,91,1766,44,296,4044,22,26,13,85,3040,8192,0.0186767578125,0.14111328125,0.0111083984375,0.215576171875,0.00537109375,0.0361328125,0.49365234375,0.002685546875,0.003173828125,0.0015869140625,0.0103759765625,0.37109375
306021157,58,719,47,1127,10,155,2695,9,10,13,74,1322,4821,0.012030699025098528,0.14913918274216967,0.009749014727235014,0.23376892760838,0.0020742584526031943,0.03215100601534951,0.5590126529765609,0.001866832607342875,0.0020742584526031943,0.0026965359883841526,0.015349512549263639,0.2742169674341423
306031158,26,585,35,1325,34,137,2591,5,6,0,25,1092,4239,0.006133522057088936,0.13800424628450106,0.008256664307619722,0.31257372021703234,0.008020759613116301,0.03231894314696863,0.6112290634583628,0.0011795234725171032,0.0014154281670205238,0.0,0.005897617362585515,0.25760792639773533
306031159,79,1301,80,2616,108,437,5600,53,11,3,448,1956,9377,0.008424869361202944,0.13874373466993709,0.008531513277167538,0.2789804841633785,0.011517542924176175,0.04660339127652768,0.5972059294017277,0.0056521275461234935,0.0011730830756105364,0.0003199317478937827,0.047776474352138214,0.20859549962674628
306031160,63,1087,73,2610,75,344,4824,8,6,0,155,2004,7889,0.007985803016858917,0.13778679173532768,0.009253390797312714,0.3308404106984409,0.009506908353403473,0.0436050196476106,0.6114843452909114,0.0010140702243630372,0.0007605526682722779,0.0,0.019647610597033845,0.2540245912029408
306031161,94,1575,104,2859,57,580,6269,26,8,3,232,2762,10661,0.008817184129068567,0.14773473407747867,0.009755182440671606,0.2681737172873089,0.005346590376137323,0.05440390207297627,0.5880311415439452,0.0024387956101679016,0.0007503986492824313,0.0002813994934809117,0.021761560829190507,0.2590751336647594
306031162,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
306031163,0,2155,3,29,0,3,2251,0,0,0,17,188,2559,0.0,0.842125830402501,0.0011723329425556857,0.011332551778038297,0.0,0.0011723329425556857,0.8796404845642829,0.0,0.0,0.0,0.006643220007815553,0.07346619773348964
306041164,72,977,43,1298,15,267,3179,10,11,0,44,2087,6348,0.011342155009451797,0.1539067422810334,0.006773787019533711,0.20447385003150598,0.0023629489603024575,0.04206049149338374,0.5007876496534341,0.001575299306868305,0.0017328292375551355,0.0,0.006931316950220542,0.32876496534341526
306041165,109,659,38,903,30,148,2024,25,9,8,24,2108,5260,0.020722433460076045,0.1252851711026616,0.007224334600760456,0.17167300380228137,0.005703422053231939,0.028136882129277566,0.38479087452471483,0.004752851711026616,0.0017110266159695818,0.001520912547528517,0.0045627376425855515,0.4007604562737643
306051166,73,1637,194,2734,28,633,6555,22,6,3,56,2951,10708,0.006817332835263355,0.15287635412775494,0.018117295480014943,0.2553231228987673,0.002614867388868136,0.05911468061262607,0.6121591333582368,0.002054538662682107,0.0005603287261860292,0.0002801643630930146,0.005229734777736272,0.2755883451624953
306051167,54,843,58,968,11,254,2768,3,3,3,33,1802,5638,0.00957786449095424,0.1495211067754523,0.010287335934728628,0.17169208939340191,0.0019510464703795672,0.045051436679673644,0.4909542390918766,0.000532103582830791,0.000532103582830791,0.000532103582830791,0.0058531394111387015,0.3196168854203618
306051168,109,508,22,610,15,106,1834,8,5,4,73,1806,4496,0.02424377224199288,0.11298932384341637,0.004893238434163701,0.1356761565836299,0.0033362989323843417,0.023576512455516015,0.40791814946619215,0.0017793594306049821,0.001112099644128114,0.0008896797153024911,0.016236654804270462,0.40169039145907476
306051169,59,1362,191,1731,10,601,4801,14,4,3,39,2679,8478,0.006959188487850908,0.16065109695682944,0.02252889832507667,0.20417551309271054,0.0011795234725171032,0.07088936069827789,0.5662892191554612,0.0016513328615239443,0.00047180938900684123,0.00035385704175513094,0.0046001415428167025,0.3159943382873319
306051170,86,1390,178,3466,29,573,6978,26,118,9,47,2475,11079,0.007762433432620273,0.12546258687607184,0.016066431988446612,0.3128441195053705,0.00261756476216265,0.051719469266179256,0.6298402382886542,0.0023467822005596175,0.010650780756385956,0.0008123476848090983,0.004242260131780847,0.22339561332250202
307011171,18,1247,26,1271,6,222,3329,0,5,0,8,613,4377,0.00411240575736806,0.2848983321909984,0.005940141649531642,0.29038153986748916,0.0013708019191226869,0.05071967100753941,0.7605665981265707,0.0,0.001142334932602239,0.0,0.0018277358921635824,0.1400502627370345
307011172,15,1683,124,1645,7,579,5405,49,29,0,56,1477,8129,0.0018452454176405462,0.2070365358592693,0.015254028785828514,0.2023619141345799,0.0008611145282322549,0.07122647312092509,0.6649034321564768,0.0060278016976257846,0.003567474474105056,0.0,0.006888916225858039,0.1816951654570058
307011173,30,1837,37,1796,5,263,4525,8,0,3,21,1009,6355,0.004720692368214005,0.2890637293469709,0.005822187254130606,0.28261211644374507,0.0007867820613690008,0.04138473642800944,0.7120377655389457,0.0012588512981904013,0.0,0.00047206923682140047,0.0033044846577498033,0.15877261998426437
307011174,9,1350,24,952,7,170,2951,3,4,3,34,767,4244,0.002120640904806786,0.3180961357210179,0.005655042412818096,0.22431668237511782,0.001649387370405278,0.04005655042412818,0.6953345900094251,0.000706880301602262,0.000942507068803016,0.000706880301602262,0.008011310084825637,0.18072573044297832
307011175,11,939,45,879,3,196,2741,9,3,0,10,681,4064,0.0027066929133858267,0.23105314960629922,0.01107283464566929,0.21628937007874016,0.0007381889763779527,0.04822834645669291,0.6744586614173228,0.0022145669291338582,0.0007381889763779527,0.0,0.0024606299212598425,0.16756889763779528
307011176,16,1489,59,1870,4,362,4523,35,20,8,70,1281,6848,0.002336448598130841,0.2174357476635514,0.008615654205607476,0.27307242990654207,0.0005841121495327102,0.05286214953271028,0.6604848130841121,0.005110981308411215,0.0029205607476635513,0.0011682242990654205,0.01022196261682243,0.18706191588785046
307011177,8,1834,24,1369,6,494,4288,15,0,0,9,887,5815,0.0013757523645743766,0.3153912295786758,0.00412725709372313,0.2354256233877902,0.0010318142734307824,0.08495270851246775,0.7374032674118659,0.0025795356835769563,0.0,0.0,0.0015477214101461737,0.152536543422184
307011178,27,856,31,784,5,217,2417,7,4,0,17,803,4221,0.006396588486140725,0.20279554607912817,0.00734423122482824,0.1857379767827529,0.0011845534233593934,0.05140961857379768,0.5726131248519308,0.001658374792703151,0.0009476427386875149,0.0,0.0040274816394219376,0.19023927979151858
307021179,50,1567,88,1394,11,903,5812,13,0,0,27,1815,8560,0.005841121495327103,0.1830607476635514,0.010280373831775701,0.16285046728971964,0.0012850467289719626,0.10549065420560748,0.6789719626168225,0.0015186915887850467,0.0,0.0,0.0031542056074766356,0.21203271028037382
307021180,30,1604,74,1757,3,531,5438,4,11,0,25,1323,7508,0.003995737879595098,0.2136387852956846,0.009856153436334577,0.2340170484816196,0.00039957378795950983,0.07072456046883324,0.7242940863079382,0.0005327650506126798,0.0014651038891848695,0.0,0.0033297815663292487,0.17621204049014386
307021181,5,762,36,747,3,221,2232,8,8,0,6,552,3310,0.0015105740181268882,0.23021148036253777,0.010876132930513595,0.2256797583081571,0.0009063444108761329,0.06676737160120846,0.6743202416918429,0.002416918429003021,0.002416918429003021,0.0,0.0018126888217522659,0.16676737160120847
307021182,18,1530,60,1423,10,424,4299,4,0,0,9,787,5722,0.0031457532331352674,0.26738902481649773,0.01048584411045089,0.24868926948619363,0.0017476406850751485,0.0740999650471863,0.7513107305138064,0.0006990562740300594,0.0,0.0,0.0015728766165676337,0.13753932191541418
