sa2_maincode_2016,tot_before_1946,tot_1946_1955,tot_1956_1965,tot_1966_1975,tot_1976_1985,tot_1986_1995,tot_1996_2005,tot_2006_2010,tot_2011,tot_2012,tot_2013,tot_2014,tot_2015,tot_2016,tot_tot,home_percent,established_percent,recent_percent,new_percent
309031239,10,141,199,324,308,350,497,290,54,54,52,51,36,52,2479,0.27188382412263007,0.2654296087131908,0.3174667204517951,0.12061315046389673
309031240,6,139,240,342,326,396,505,321,65,70,75,73,64,32,2734,0.26591075347476223,0.2640819312362838,0.302121433796635,0.13862472567666423
309041241,0,40,70,128,154,130,168,81,18,0,11,15,4,0,866,0.2748267898383372,0.3279445727482679,0.28752886836027713,0.05542725173210162
309041242,9,149,278,490,485,451,557,366,52,21,57,47,34,25,3125,0.29632,0.29952,0.29536,0.07552
309051243,10,69,113,229,169,203,221,146,22,32,20,19,8,9,1310,0.32137404580152673,0.28396946564885495,0.28015267175572517,0.08396946564885496
309051244,3,122,248,496,526,639,1125,840,98,141,109,87,77,26,4633,0.1875674508957479,0.25145693934815455,0.4241312324627671,0.11612346211957694
309051245,0,56,79,169,192,260,497,531,87,59,64,55,43,12,2170,0.1400921658986175,0.20829493087557605,0.4737327188940092,0.14746543778801843
309061246,4,128,212,365,404,492,722,430,93,70,61,57,73,22,3228,0.21964064436183395,0.27757125154894674,0.35687732342007433,0.11648079306071871
309061247,5,72,149,241,269,360,447,296,52,40,20,22,23,16,2048,0.22802734375,0.30712890625,0.36279296875,0.08447265625
309061248,16,183,387,542,565,769,934,773,147,95,115,104,83,44,4943,0.22820149706655876,0.2698765931620473,0.34533683997572323,0.11895609953469553
309061249,3,63,153,347,348,707,1355,1499,232,235,184,202,125,81,5673,0.09977084435043188,0.18596862330336683,0.5030847875903403,0.1866737176097303
309061250,5,74,128,232,254,307,462,245,31,43,31,26,15,7,1918,0.22888425443169969,0.2924921793534932,0.3686131386861314,0.07977059436913451
309071251,0,29,54,167,223,347,768,1066,204,249,219,207,159,66,3868,0.06463288521199587,0.14736297828335057,0.4741468459152017,0.2854188210961737
309071252,5,174,272,468,467,688,1198,961,169,133,116,118,107,67,5059,0.18165645384463333,0.22830598932595375,0.42676418264479143,0.14034394149041313
309071253,10,128,228,388,411,418,725,640,101,144,133,106,68,85,3721,0.20263370061811342,0.22278957269551197,0.3668368718086536,0.17119054017737168
309071254,0,39,45,78,82,87,95,69,3,0,13,5,9,4,561,0.2887700534759358,0.30124777183600715,0.29233511586452765,0.06060606060606061
309071255,3,91,203,389,488,595,953,1065,165,215,106,119,101,46,4633,0.14806820634578027,0.23375782430390676,0.43557090438161017,0.16231383552773582
309071256,3,79,185,343,380,706,1103,880,169,105,95,137,56,25,4381,0.1392376169824241,0.24788860990641406,0.4526363843871262,0.13398767404702122
309071257,0,17,58,107,135,231,421,558,117,150,94,73,48,64,2158,0.08433734939759036,0.1696014828544949,0.453660797034291,0.25301204819277107
309071258,4,114,227,540,588,894,1924,2479,420,462,352,272,216,128,8925,0.09915966386554621,0.16605042016806723,0.49333333333333335,0.20728291316526612
309081259,0,62,92,163,152,279,337,221,33,32,30,27,40,16,1546,0.20504527813712808,0.27878395860284605,0.36093143596377747,0.11513583441138421
309081260,3,57,91,166,163,282,496,427,67,59,55,74,48,37,2190,0.14474885844748858,0.20319634703196346,0.4214611872146119,0.1552511415525114
309081261,11,264,391,605,636,1136,1834,1269,291,252,218,322,365,191,8048,0.15792743538767395,0.2201789264413519,0.3855616302186879,0.2036530815109344
309081262,0,85,153,310,353,617,1147,862,173,199,211,227,263,134,4875,0.11241025641025641,0.19897435897435897,0.41210256410256413,0.2475897435897436
309091263,5,131,206,347,377,515,658,491,69,83,63,96,82,53,3383,0.20366538575229087,0.2636712976647946,0.3396393733372746,0.1318356488323973
309091264,0,35,85,143,200,295,600,386,70,62,78,63,64,49,2185,0.12036613272311213,0.22654462242562928,0.45125858123569795,0.17665903890160184
309091265,0,54,85,189,229,376,652,452,68,72,90,85,100,71,2600,0.12615384615384614,0.2326923076923077,0.4246153846153846,0.18692307692307691
309091540,9,131,216,355,360,550,879,1011,249,328,390,453,477,328,5968,0.11913538873994638,0.1524798927613941,0.31668900804289546,0.37282171581769435
309091541,14,170,279,444,480,687,1130,966,223,231,302,334,317,178,5995,0.15129274395329442,0.19466221851542953,0.3496246872393661,0.26438698915763137
309101267,4,76,135,235,288,473,640,452,74,87,106,77,73,58,2849,0.15795015795015796,0.2671112671112671,0.3832923832923833,0.1667251667251667
309101268,4,33,82,113,167,204,225,213,19,30,38,34,43,25,1276,0.18181818181818182,0.2907523510971787,0.3432601880877743,0.1481191222570533
309101269,0,57,87,115,111,120,153,105,40,33,33,37,52,16,1010,0.25643564356435644,0.22871287128712872,0.25544554455445545,0.2089108910891089
309101270,17,255,388,559,612,810,1080,1384,301,408,524,836,876,756,9467,0.12876307172282667,0.15020597866272314,0.26027252561529524,0.39093693884018166
310011271,0,52,34,96,307,313,295,393,86,88,89,91,45,51,2007,0.09068261086198307,0.3089187842551071,0.34280019930244143,0.2242152466367713
310011272,13,67,113,194,411,581,596,717,139,91,150,106,106,45,3393,0.11405835543766578,0.2923666371942234,0.38697318007662834,0.18773946360153257
310011273,9,151,232,619,967,1700,2400,2443,415,398,374,262,288,146,10683,0.09463633810727323,0.2496489750070205,0.45333707759992514,0.17626134980810634
310011274,3,110,187,351,726,1380,1253,1551,330,315,466,327,334,171,7782,0.08365458750963763,0.27062451811873556,0.36031868414289386,0.2496787458236957
310011275,0,72,69,158,273,339,400,426,80,94,96,75,67,26,2218,0.13480613165013525,0.27592425608656446,0.37240757439134353,0.19747520288548243
310011276,0,20,26,66,85,155,178,152,29,55,27,44,24,22,1418,0.07898448519040903,0.1692524682651622,0.23272214386459802,0.14174894217207334
310021277,8,70,157,254,119,111,126,79,11,12,10,12,30,28,1054,0.4639468690702087,0.21821631878557876,0.19449715370018975,0.09772296015180265
310021278,5,69,97,155,121,78,66,28,4,7,3,3,4,0,677,0.4815361890694239,0.29394387001477107,0.13884785819793205,0.0310192023633678
310021279,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0.0,1.0,0.0,0.0
310021280,0,123,272,426,290,298,266,171,24,23,11,20,54,34,2189,0.3750571037003198,0.26861580630424853,0.19963453631795341,0.0758337140246688
310021281,4,77,156,263,231,189,239,112,30,33,22,11,22,11,1463,0.3417634996582365,0.28708133971291866,0.23991797676008203,0.08817498291182502
310021282,3,67,119,222,148,138,148,86,13,3,11,9,15,3,1091,0.3767186067827681,0.2621448212648946,0.21448212648945922,0.04949587534372136
310031283,5,55,95,202,138,129,157,194,37,39,50,30,35,17,1214,0.2940691927512356,0.21993410214168038,0.28912685337726524,0.171334431630972
310031284,4,41,99,163,125,159,238,265,44,46,32,40,39,20,1371,0.22392414296134208,0.20714806710430342,0.36688548504741064,0.1611962071480671
310031285,0,32,44,90,81,76,97,109,43,36,24,17,7,3,679,0.24447717231222385,0.23122238586156113,0.30338733431516934,0.19145802650957292
310031286,0,36,59,116,96,90,131,105,26,36,25,24,39,17,845,0.24970414201183433,0.22011834319526627,0.27928994082840236,0.19763313609467456
310031287,8,106,189,339,263,261,329,320,66,66,40,76,33,21,2204,0.2912885662431942,0.23774954627949182,0.294464609800363,0.13702359346642468
310031288,0,17,42,98,65,66,100,80,13,9,6,3,8,5,540,0.29074074074074074,0.24259259259259258,0.3333333333333333,0.08148148148148149
310031289,0,36,82,160,118,117,161,109,25,21,4,5,6,3,882,0.31519274376417233,0.26643990929705214,0.30612244897959184,0.07256235827664399
310031290,0,28,79,175,186,160,318,193,28,27,33,12,5,8,1282,0.21996879875195008,0.2698907956318253,0.3985959438377535,0.08814352574102964
310031291,0,36,62,115,89,102,156,152,26,29,15,20,23,19,875,0.24342857142857144,0.21828571428571428,0.352,0.15085714285714286
310031292,3,35,80,164,113,87,82,66,9,15,13,20,8,3,727,0.3878954607977992,0.2751031636863824,0.20357634112792297,0.09353507565337002
310031293,3,76,133,224,168,188,315,323,50,114,30,56,43,19,1796,0.24276169265033407,0.19821826280623608,0.35523385300668153,0.17371937639198218
310031294,0,7,21,70,41,57,77,141,18,16,13,15,4,4,484,0.2024793388429752,0.2024793388429752,0.45041322314049587,0.1446280991735537
310031295,0,19,29,70,70,98,144,87,18,17,19,18,13,3,643,0.18351477449455678,0.26127527216174184,0.359253499222395,0.1368584758942457
310041296,4,47,114,275,380,442,783,1048,203,172,141,110,118,64,4013,0.1096436581111388,0.20483428856217295,0.45626713182157985,0.20134562671318215
310041297,0,62,153,358,336,353,345,276,46,53,57,35,20,19,2180,0.2628440366972477,0.31605504587155964,0.2848623853211009,0.10550458715596331
310041298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
310041299,4,38,98,239,212,310,516,471,101,131,93,83,65,34,2454,0.15444172779136103,0.21271393643031786,0.402200488997555,0.20660146699266504
310041300,0,62,82,237,327,481,850,817,139,202,225,135,107,50,3837,0.09929632525410477,0.2105811832160542,0.43445400052124056,0.22361219702892884
310041301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
310041302,0,60,128,326,347,572,1131,1431,289,395,342,304,268,126,5906,0.08703013884185574,0.15560447003047748,0.4337961395191331,0.29190653572638
310041303,0,25,36,131,199,346,432,418,77,92,76,60,59,46,2027,0.09472126295017266,0.2688702516033547,0.41933892451899357,0.20226936359151457
310041304,0,16,73,201,328,584,1118,1491,298,320,221,187,185,112,5262,0.055112124667426834,0.1733181299885975,0.4958190801976435,0.2514253135689852
311011305,7,83,153,288,202,195,216,170,34,22,24,18,14,10,1538,0.34525357607282187,0.25812743823146944,0.25097529258777634,0.07932379713914174
311021306,0,59,114,203,225,250,282,318,64,64,35,50,49,35,1828,0.20568927789934355,0.25984682713347923,0.3282275711159737,0.162472647702407
311021307,3,106,251,415,355,432,552,663,108,159,133,103,75,30,3538,0.2190503109101187,0.22244205765969474,0.3434143583945732,0.17184850197851895
311021308,3,34,70,197,188,297,382,357,75,70,66,35,34,14,1892,0.160676532769556,0.25634249471458775,0.3905919661733615,0.1553911205073996
311021309,5,47,97,202,208,239,246,191,17,25,22,23,8,13,1365,0.2571428571428571,0.3274725274725275,0.3201465201465201,0.07912087912087912
311021310,0,28,72,187,179,220,253,206,33,39,26,40,25,13,1348,0.2129080118694362,0.2959940652818991,0.3405044510385757,0.13056379821958458
311031311,10,118,255,417,312,459,510,474,49,95,57,65,75,45,3069,0.2606712284131639,0.2512218963831867,0.3206256109481916,0.1257738677093516
311031312,0,23,60,150,155,368,513,585,97,102,97,120,75,41,2492,0.0934991974317817,0.20987158908507222,0.4406099518459069,0.21348314606741572
311031313,0,36,65,160,169,199,161,146,41,37,49,18,39,6,1146,0.22774869109947643,0.32111692844677137,0.26788830715532286,0.16579406631762653
311031314,0,35,77,222,240,445,679,796,98,150,167,63,95,52,3217,0.10382343798570097,0.21293130245570407,0.45850170966739195,0.19428038545228474
311031315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
311031316,3,50,99,225,248,359,498,359,74,62,66,72,53,16,2235,0.16868008948545862,0.2715883668903803,0.38344519015659956,0.1534675615212528
311031317,0,38,103,248,305,570,998,1182,192,240,238,179,158,78,4646,0.08372793801119242,0.188334050796384,0.469220835126991,0.23353422298751614
311031318,0,31,85,159,182,194,143,65,8,17,9,13,5,8,929,0.2960172228202368,0.4047362755651238,0.2238966630785791,0.06458557588805167
311031319,0,65,166,421,444,841,1124,929,129,158,134,89,82,40,4763,0.13688851564140248,0.26978794877178247,0.43103086290153264,0.13268948141927356
311041320,3,46,158,366,364,452,415,307,54,40,21,3,13,10,2322,0.2467700258397933,0.35142118863049093,0.31093884582256676,0.060723514211886306
311041321,0,92,250,603,630,650,810,608,88,92,77,70,44,35,4197,0.22516082916368835,0.30497974743864664,0.3378603764593757,0.09673576364069573
311041322,0,59,111,255,222,168,184,75,18,8,3,9,3,0,1165,0.3648068669527897,0.33476394849785407,0.2223175965665236,0.0351931330472103
311051323,14,105,209,352,315,386,483,447,104,82,72,68,76,60,2941,0.23121387283236994,0.2383543012580755,0.3162189731383883,0.15708942536552192
311051324,4,61,136,289,350,322,372,226,45,27,35,11,14,16,1956,0.2505112474437628,0.34355828220858897,0.3057259713701431,0.07566462167689161
311051325,0,63,142,300,358,476,578,453,45,67,62,45,49,27,2716,0.18593519882179677,0.3070692194403535,0.3796023564064801,0.10861561119293078
311051326,0,49,111,236,260,415,663,695,129,126,152,148,111,127,3356,0.11799761620977355,0.20113230035756854,0.40464839094159716,0.2362932061978546
311051327,3,72,153,360,501,513,723,483,72,76,71,63,47,28,3249,0.1809787626962142,0.3120960295475531,0.37119113573407203,0.10987996306555864
311051328,3,55,127,237,218,288,382,376,76,99,127,43,49,42,2193,0.19243046055631555,0.23073415412676698,0.3456452348381213,0.19881440948472412
311061329,5,38,103,194,241,276,481,346,52,74,66,43,65,51,2055,0.1654501216545012,0.25158150851581507,0.4024330900243309,0.1708029197080292
311061330,0,53,114,225,277,425,681,632,181,154,192,131,110,108,3421,0.11458637825197311,0.2052031569716457,0.3838059047062263,0.2560654779304297
311061331,5,27,69,142,159,264,411,484,114,168,331,128,126,117,2648,0.09176737160120846,0.15974320241691842,0.33799093655589124,0.3716012084592145
311061332,14,119,192,415,492,596,779,675,119,106,87,93,70,32,3893,0.19008476753146675,0.2794759825327511,0.37349088106858463,0.1302337528898022
311061333,3,43,117,251,277,456,683,639,98,135,217,143,95,55,3328,0.12439903846153846,0.22025240384615385,0.3972355769230769,0.22325721153846154
311061334,0,70,132,271,365,403,537,493,85,74,72,97,73,44,2790,0.16953405017921147,0.2752688172043011,0.36917562724014336,0.15949820788530467
311061335,0,23,41,95,200,410,702,675,77,106,103,118,87,44,2760,0.057608695652173914,0.2210144927536232,0.4989130434782609,0.19384057971014493
311061336,3,46,131,301,311,501,894,1111,260,345,565,276,259,261,5422,0.08871265215787533,0.149760236075249,0.36978974548137217,0.3625968277388418
312011337,0,55,82,138,114,125,154,117,45,43,42,57,129,56,1335,0.20599250936329588,0.17902621722846443,0.20299625468164795,0.2786516853932584
312011338,0,8,30,70,68,85,116,199,51,45,35,31,14,15,787,0.1372299872935197,0.19440914866581957,0.40025412960609913,0.24269377382465057
312011339,0,7,6,19,29,17,28,41,16,15,8,13,11,3,221,0.14479638009049775,0.2081447963800905,0.31221719457013575,0.2986425339366516
312011340,0,11,28,31,36,40,41,25,0,10,5,11,10,8,264,0.26515151515151514,0.2878787878787879,0.25,0.16666666666666666
312011341,0,3,13,55,92,105,161,316,69,69,54,49,45,19,1094,0.06489945155393052,0.180073126142596,0.4360146252285192,0.27879341864716634
312021342,4,73,122,157,160,152,261,516,79,89,40,45,25,18,1786,0.19932810750279956,0.17469204927211646,0.43505039193729006,0.16573348264277715
312021343,5,16,43,28,38,39,50,113,32,28,23,18,12,6,471,0.19532908704883228,0.16348195329087048,0.346072186836518,0.2526539278131635
312021344,3,19,65,140,149,158,318,502,108,133,44,47,34,12,1774,0.12795941375422773,0.1730552423900789,0.46223224351747466,0.21307779030439683
312021345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
312021346,3,23,33,40,55,60,76,251,62,68,50,61,65,41,904,0.10951327433628319,0.12721238938053098,0.36172566371681414,0.3838495575221239
312021347,3,3,3,3,12,8,14,12,4,9,0,8,12,7,98,0.12244897959183673,0.20408163265306123,0.2653061224489796,0.40816326530612246
312021348,4,77,94,132,117,116,252,394,68,108,43,59,10,19,1529,0.20078482668410727,0.15238718116415959,0.4224983649444081,0.20078482668410727
312021349,3,38,49,84,60,74,89,188,18,30,27,36,16,4,744,0.23387096774193547,0.18010752688172044,0.37231182795698925,0.1760752688172043
312021350,3,32,26,24,28,37,80,218,36,37,27,16,15,8,611,0.13911620294599017,0.10638297872340426,0.4877250409165303,0.22749590834697217
312021351,3,31,54,70,60,66,92,83,14,15,14,5,4,0,525,0.30095238095238097,0.24,0.3333333333333333,0.09904761904761905
312021352,0,52,89,113,117,88,118,109,20,17,16,8,5,6,793,0.3203026481715006,0.25851197982345525,0.2862547288776797,0.09079445145018916
312021353,3,66,90,124,89,64,107,106,9,11,3,12,8,0,725,0.3903448275862069,0.2110344827586207,0.29379310344827586,0.05931034482758621
312021354,0,22,45,94,99,69,136,148,76,43,19,10,13,10,791,0.20353982300884957,0.21238938053097345,0.359039190897598,0.21618204804045513
312021355,0,23,41,64,56,39,59,60,13,8,8,14,3,0,397,0.3224181360201511,0.23929471032745592,0.29974811083123426,0.11586901763224182
312021356,4,37,52,76,64,59,107,325,78,64,44,42,33,20,1038,0.1628131021194605,0.11849710982658959,0.4161849710982659,0.27071290944123316
312021357,6,40,32,78,71,50,61,81,21,15,10,0,0,0,493,0.31643002028397565,0.24543610547667344,0.2880324543610548,0.09330628803245436
312021358,4,45,44,56,73,40,89,151,53,60,46,33,36,29,802,0.185785536159601,0.14089775561097256,0.29925187032418954,0.3204488778054863
312031359,3,52,114,250,233,247,383,429,125,134,138,194,187,104,2751,0.15230825154489278,0.17448200654307525,0.2951653944020356,0.32061068702290074
312031360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0
312031361,3,56,93,145,111,85,126,77,16,21,17,16,16,7,839,0.3539928486293206,0.23361144219308702,0.24195470798569726,0.11084624553039332
313011362,5,197,272,480,381,311,301,266,45,35,35,17,21,10,2466,0.38686131386861317,0.28061638280616386,0.22992700729927007,0.06609894566098945
313011363,20,336,473,676,476,383,441,325,79,79,40,46,53,32,3558,0.4229904440697021,0.24142776840921867,0.21528948847667229,0.09246767847105115
313021364,0,25,45,89,86,78,91,93,3,13,0,15,20,10,581,0.2736660929432014,0.2822719449225473,0.31669535283993117,0.10499139414802065
313021365,3,169,316,551,483,511,683,694,165,158,118,133,189,193,4616,0.22508665511265163,0.2153379549393414,0.2983102253032929,0.207105719237435
313021366,6,120,232,397,341,431,532,563,130,120,88,82,122,68,3361,0.22463552514132698,0.22969354358821778,0.3257958940791431,0.18149360309431717
313021367,0,21,49,82,67,97,77,41,3,3,9,11,3,4,509,0.29862475442043224,0.32220039292730845,0.2318271119842829,0.06483300589390963
313021368,0,42,87,157,159,172,268,267,63,39,48,30,40,33,1468,0.19482288828337874,0.22547683923705722,0.364441416893733,0.1723433242506812
313021369,0,37,31,82,74,74,124,34,0,3,3,3,14,31,535,0.2803738317757009,0.2766355140186916,0.2953271028037383,0.10093457943925234
313031370,3,27,61,100,61,52,67,119,60,38,59,38,59,52,838,0.22792362768496421,0.13484486873508353,0.22195704057279236,0.36515513126491644
313031371,3,58,99,144,134,100,91,109,15,17,12,8,12,0,975,0.3117948717948718,0.24,0.20512820512820512,0.06564102564102564
313041372,7,93,197,308,291,320,405,334,45,42,38,47,55,20,2277,0.26570048309178745,0.2683355292050944,0.3245498462889767,0.10847606499780413
313041373,6,180,347,596,443,553,809,604,144,174,101,56,103,44,4305,0.26225319396051106,0.2313588850174216,0.32822299651567943,0.14448315911730547
313041374,0,27,71,123,108,103,152,84,16,11,14,7,5,0,747,0.2958500669344043,0.2824631860776439,0.31593038821954483,0.07095046854082998
313041375,3,74,156,307,348,429,650,760,154,145,71,43,54,9,3264,0.16544117647058823,0.23805147058823528,0.4319852941176471,0.14583333333333334
313041376,0,24,35,95,78,73,58,63,8,10,9,0,0,0,458,0.33624454148471616,0.3296943231441048,0.26419213973799127,0.05895196506550218
313051377,0,74,154,215,194,191,250,246,28,51,49,30,21,17,1600,0.276875,0.240625,0.31,0.1225
313051378,3,118,215,368,317,305,392,376,62,79,52,54,38,10,2486,0.2831858407079646,0.250201126307321,0.3089300080450523,0.11866452131938858
313051379,8,98,235,353,294,320,401,315,60,71,68,34,46,22,2416,0.28725165562913907,0.2541390728476821,0.29635761589403975,0.12458609271523179
313051380,14,156,277,454,369,496,609,638,146,112,112,66,48,38,3676,0.24510337323177367,0.235310119695321,0.33922742110990206,0.14200217627856365
313051542,8,162,262,460,350,397,458,433,88,93,51,45,65,31,2995,0.2978297161936561,0.24941569282136894,0.2974958263772955,0.12454090150250417
314011382,9,118,175,346,336,393,640,556,91,74,53,69,47,22,2985,0.21708542713567838,0.2442211055276382,0.40067001675041874,0.11926298157453936
314011383,3,80,140,320,298,456,910,1031,148,128,104,64,52,31,3799,0.14293235061858384,0.1984732824427481,0.5109239273493025,0.13872071597788893
314011384,0,56,97,201,174,167,267,205,27,23,16,8,9,0,1299,0.27251732101616627,0.26250962278675904,0.36335642802155504,0.06389530408006158
314011385,0,31,61,155,163,204,451,256,40,60,43,22,29,5,1538,0.16059817945383614,0.23862158647594278,0.4596879063719116,0.1293888166449935
314011386,3,116,246,484,444,473,738,576,93,119,91,61,79,37,3642,0.23311367380560133,0.2517847336628226,0.36079077429983525,0.13179571663920922
314011387,0,68,145,287,274,356,524,389,48,36,29,29,18,14,2269,0.22036139268400176,0.2776553547818422,0.4023799030409872,0.07668576465403261
314021388,3,93,245,461,411,605,855,889,214,166,149,87,82,71,4471,0.17937821516439276,0.2272422276895549,0.3900693357190785,0.17199731603668084
314021389,9,76,161,291,278,438,719,1043,237,179,127,118,92,86,3944,0.13615618661257606,0.1815415821501014,0.44675456389452334,0.21272819472616633
314021390,12,108,208,448,467,773,1734,3302,599,632,500,390,399,212,10009,0.07753022279948046,0.12388850034968528,0.5031471675492057,0.2729543410930163
314031391,3,52,90,190,186,277,417,401,55,58,47,26,15,15,1918,0.17466110531803963,0.24139728884254433,0.4264859228362878,0.11261730969760167
314031392,0,36,72,133,124,139,186,212,21,40,26,30,17,18,1083,0.22253000923361035,0.24284395198522624,0.3674976915974146,0.14035087719298245
314031393,0,46,100,189,216,226,314,288,43,57,27,23,20,17,1608,0.20833333333333334,0.27487562189054726,0.3743781094527363,0.11629353233830846
314031394,3,80,145,236,248,379,467,456,102,86,96,66,79,116,2633,0.17622483858716292,0.23813140903911886,0.3505507026205849,0.2069882263577668
315011395,0,0,0,0,4,7,3,3,0,0,0,0,0,3,27,0.0,0.4074074074074074,0.2222222222222222,0.1111111111111111
315011396,3,34,56,112,78,55,72,61,16,11,7,9,29,16,639,0.3208137715179969,0.2081377151799687,0.2081377151799687,0.13771517996870108
315011397,0,7,7,24,5,4,7,5,0,4,0,0,0,0,63,0.6031746031746031,0.14285714285714285,0.19047619047619047,0.06349206349206349
315011398,0,0,0,4,5,11,4,11,0,3,0,0,0,3,51,0.0784313725490196,0.3137254901960784,0.29411764705882354,0.11764705882352941
315011399,0,3,5,7,8,12,8,16,3,3,3,3,0,3,80,0.1875,0.25,0.3,0.1875
315011400,0,59,147,131,97,72,79,47,14,19,10,23,15,8,809,0.41656365883807167,0.2088998763906057,0.1557478368355995,0.1100123609394314
315011401,0,5,19,30,24,38,36,40,5,3,7,4,8,7,238,0.226890756302521,0.2605042016806723,0.31932773109243695,0.14285714285714285
315011402,0,4,10,21,31,25,4,17,4,8,3,11,3,0,178,0.19662921348314608,0.3146067415730337,0.11797752808988764,0.16292134831460675
315011403,0,3,17,34,33,54,76,73,29,22,8,13,11,6,398,0.135678391959799,0.2185929648241206,0.3743718592964824,0.2236180904522613
315021404,0,17,21,21,23,24,28,38,3,3,11,5,14,5,223,0.2645739910313901,0.21076233183856502,0.29596412556053814,0.18385650224215247
315021405,3,57,138,229,191,286,388,660,208,262,165,123,87,70,2986,0.14300066979236437,0.15974547890154053,0.35097119892833223,0.30643000669792364
315021406,0,6,11,30,27,20,33,75,9,17,22,13,13,5,293,0.16040955631399317,0.16040955631399317,0.36860068259385664,0.2696245733788396
315021407,0,4,17,27,17,19,17,26,5,10,4,10,3,3,182,0.26373626373626374,0.1978021978021978,0.23626373626373626,0.19230769230769232
315031408,0,22,22,34,25,34,33,27,16,4,11,3,5,6,246,0.3170731707317073,0.23983739837398374,0.24390243902439024,0.18292682926829268
315031409,0,7,16,21,20,30,27,53,4,3,17,61,16,15,297,0.14814814814814814,0.16835016835016836,0.26936026936026936,0.39057239057239057
315031410,0,5,13,14,11,9,12,11,5,3,8,8,10,0,113,0.2831858407079646,0.17699115044247787,0.20353982300884957,0.3008849557522124
315031411,0,11,14,11,21,17,11,15,8,4,5,3,3,0,140,0.2571428571428571,0.2714285714285714,0.18571428571428572,0.16428571428571428
315031412,0,9,15,28,33,40,27,35,16,9,5,8,12,0,252,0.20634920634920634,0.2896825396825397,0.24603174603174602,0.1984126984126984
316011413,16,212,350,475,402,446,609,536,88,109,77,49,47,33,3594,0.2929883138564274,0.23594880356149137,0.31858653311074014,0.11213132999443517
316011414,3,117,227,421,348,412,755,743,117,116,121,128,107,51,3769,0.20376757760679226,0.20164499867338817,0.3974529052799151,0.16980631467232687
316011415,0,45,97,179,207,250,476,594,145,112,159,98,151,72,2653,0.12099509988692046,0.17225782133433848,0.4033169996230682,0.2777987184319638
316011416,11,104,167,231,200,219,467,402,72,78,86,86,123,131,2458,0.20870626525630595,0.17046379170056958,0.3535394629780309,0.23433685923515052
316021417,5,109,163,230,222,194,310,267,53,50,28,19,14,15,1724,0.29408352668213456,0.24129930394431554,0.33468677494199534,0.10382830626450117
316021418,8,58,117,162,143,172,239,165,19,36,49,45,18,18,1277,0.2701644479248238,0.24667188723570868,0.3163664839467502,0.14487079091620986
316021419,6,94,126,202,159,176,164,204,37,55,33,46,67,34,1448,0.2955801104972376,0.231353591160221,0.2541436464088398,0.1878453038674033
316021420,8,169,299,472,404,399,718,1019,124,142,123,110,102,62,4277,0.22165068973579613,0.18774842179097498,0.4061257891045125,0.15501519756838905
316021421,11,159,224,380,263,236,402,407,73,55,50,29,56,30,2425,0.31917525773195876,0.20577319587628867,0.3336082474226804,0.12082474226804124
316021422,8,88,118,185,156,157,223,152,34,45,31,45,27,13,1332,0.29954954954954954,0.234984984984985,0.28153153153153154,0.1463963963963964
316021423,9,96,135,247,225,201,305,296,44,52,53,63,38,36,1848,0.26352813852813856,0.2305194805194805,0.32521645021645024,0.15476190476190477
316021424,0,53,82,144,142,168,248,247,33,44,49,29,41,22,1334,0.20914542728635682,0.23238380809595202,0.37106446776611696,0.1634182908545727
316031425,9,121,199,341,329,262,419,392,66,74,74,58,77,22,2525,0.26534653465346536,0.23405940594059407,0.3211881188118812,0.14693069306930692
316031426,4,90,154,328,250,259,369,325,40,55,42,50,50,30,2106,0.27350427350427353,0.24169040835707503,0.3295346628679962,0.1267806267806268
316031427,14,195,317,474,381,453,573,658,112,180,167,167,173,96,4121,0.2426595486532395,0.20237806357680174,0.29871390439213785,0.21718029604464936
316031428,4,90,158,223,254,253,361,444,61,117,112,124,161,63,2508,0.1893939393939394,0.2021531100478469,0.32097288676236047,0.2543859649122807
316051434,5,80,81,135,136,178,190,171,25,44,30,47,39,35,1239,0.24293785310734464,0.25343018563357544,0.29136400322841,0.17756255044390637
316051435,8,143,242,327,276,250,433,319,65,66,47,56,49,32,2345,0.3070362473347548,0.22430703624733475,0.320682302771855,0.13432835820895522
316051437,3,61,85,171,142,192,277,219,32,55,52,42,57,27,1465,0.21843003412969283,0.2279863481228669,0.3385665529010239,0.18088737201365188
316051438,16,139,236,348,296,273,339,315,44,49,52,35,26,28,2290,0.322707423580786,0.248471615720524,0.28558951965065504,0.10218340611353711
316051543,0,31,85,114,82,97,154,102,20,26,15,7,4,8,755,0.304635761589404,0.2370860927152318,0.3390728476821192,0.10596026490066225
316051544,9,58,100,172,183,126,320,415,69,92,91,61,71,24,1841,0.18413905486148832,0.16784356328082564,0.39923954372623577,0.2216186854970125
316061439,3,62,118,207,152,158,181,216,28,11,29,20,19,23,1303,0.2993092862624712,0.23791250959324636,0.3046815042210284,0.0997697620874904
