,state,divisionnm_x,pollingplaceid,pollingplacenm,premisesnm,premisessuburb,premisespostcode,latitude,longitude,liberal/national coalition votes,liberal/national coalition percentage,australian labor party votes,australian labor party percentage,totalvotes,SA2_MAIN16,SA2_NAME16,GCC_CODE16,STE_NAME16,AREASQKM16
1571,NSW,Lyne,1588,Forster South,Council Building,FORSTER,2428.0,-32.2015435,152.5195431,917,57.42,680,42.58,1597,108011152,Forster,1RNSW,New South Wales,33.873
1572,NSW,Lyne,33892,Forster-Tuncurry PPVC,50 Wharf St,FORSTER,2428.0,-32.180556,152.511667,6878,69.2,3062,30.8,9940,108011152,Forster,1RNSW,New South Wales,33.873
1573,NSW,Lyne,1592,Gloucester,Gloucester Senior Citizens Hall,GLOUCESTER,2422.0,-32.00918,151.95872,714,69.73,310,30.27,1024,108051167,Gloucester,1RNSW,New South Wales,2933.8676
1574,NSW,Lyne,1593,Gloucester South,Gloucester High School,GLOUCESTER,2422.0,-32.0173,151.96,524,67.35,254,32.65,778,108051167,Gloucester,1RNSW,New South Wales,2933.8676
1575,NSW,Lyne,1374,Gresford,Gresford School of Arts,EAST GRESFORD,2311.0,-32.4310261,151.55310730000002,308,67.99,145,32.01,453,106011110,Dungog,1RNSW,New South Wales,2249.9983
1576,NSW,Lyne,1594,Hallidays Point,Hallidays Point Community Church,HALLIDAYS POINT,2430.0,-32.0649,152.52700000000002,613,65.84,318,34.16,931,108051168,Old Bar - Manning Point - Red Head,1RNSW,New South Wales,209.6182
1577,NSW,Lyne,1595,Hannam Vale,Hannam Vale Public School,HANNAM VALE,2443.0,-31.712,152.594,103,62.42,62,37.58,165,108051170,Taree Region,1RNSW,New South Wales,3344.933
1578,NSW,Lyne,1596,Harrington,Harrington Memorial Hall,HARRINGTON,2427.0,-31.8719,152.69,978,66.53,492,33.47,1470,108051170,Taree Region,1RNSW,New South Wales,3344.933
1579,NSW,Lyne,1597,Hawks Nest,Hawks Nest Community Hall,HAWKS NEST,2324.0,-32.673,152.179,550,62.5,330,37.5,880,106031124,Tea Gardens - Hawks Nest,1RNSW,New South Wales,204.3164
1580,NSW,Lyne,1598,Herons Creek,Herons Creek Public School,HERONS CREEK,2443.0,-31.5884,152.72899999999998,103,69.13,46,30.87,149,108041162,Laurieton - Bonny Hills,1RNSW,New South Wales,524.9065
1581,NSW,Lyne,1376,Hinton,Hinton Public School,HINTON,2321.0,-32.7166,151.651,509,62.92,300,37.08,809,106031123,Seaham - Woodville,1RNSW,New South Wales,247.4836
1582,NSW,Lyne,479,Huntingdon,Huntingdon Public School,HUNTINGDON,2446.0,-31.478344300000003,152.66053689999998,167,73.57,60,26.43,227,108041165,Port Macquarie Region,1RNSW,New South Wales,2871.7473
1583,NSW,Lyne,1599,Johns River,Johns River Public School,JOHNS RIVER,2443.0,-31.7331,152.697,128,64.65,70,35.35,198,108051170,Taree Region,1RNSW,New South Wales,3344.933
1584,NSW,Lyne,1600,Karuah,Karuah Public School,KARUAH,2324.0,-32.6542,151.966,362,52.54,327,47.46,689,106031125,Williamtown - Medowie - Karuah,1RNSW,New South Wales,365.182
1585,NSW,Lyne,1601,Kendall,Kendall Community Centre,KENDALL,2439.0,-31.6323,152.703,474,66.57,238,33.43,712,108041162,Laurieton - Bonny Hills,1RNSW,New South Wales,524.9065
1586,NSW,Lyne,1602,Kew,Camden Haven High School,KEW,2439.0,-31.6393,152.734,328,67.91,155,32.09,483,108041162,Laurieton - Bonny Hills,1RNSW,New South Wales,524.9065
1587,NSW,Lyne,1603,Killabakh,Killabakh Public Hall,KILLABAKH,2429.0,-31.7363,152.401,114,71.7,45,28.3,159,108051170,Taree Region,1RNSW,New South Wales,3344.933
1588,NSW,Lyne,32375,King Creek,King Creek Bushfire Brigade Building,KING CREEK,2446.0,-31.4721,152.756,455,75.83,145,24.17,600,108041166,Wauchope,1RNSW,New South Wales,194.8613
1589,NSW,Lyne,1604,Krambach,Krambach Public School,KRAMBACH,2429.0,-32.0495,152.266,214,65.85,111,34.15,325,108051170,Taree Region,1RNSW,New South Wales,3344.933
1590,NSW,Lyne,1605,Lake Cathie,Lake Cathie Public School,LAKE CATHIE,2445.0,-31.570257199999997,152.8260935,1002,66.84,497,33.16,1499,108041162,Laurieton - Bonny Hills,1RNSW,New South Wales,524.9065
1591,NSW,Lyne,1606,Lansdowne,Lansdowne Public School,LANSDOWNE,2430.0,-31.783703000000003,152.532633,253,65.21,135,34.79,388,108051170,Taree Region,1RNSW,New South Wales,3344.933
1592,NSW,Lyne,1381,Largs,Largs Public School,LARGS,2320.0,-32.7002,151.606,581,56.52,447,43.48,1028,106021116,Maitland - North,1RNSW,New South Wales,70.5477
1593,NSW,Lyne,1607,Laurieton,Laurieton Public School,LAURIETON,2443.0,-31.651425099999997,152.7968396,492,62.12,300,37.88,792,108041162,Laurieton - Bonny Hills,1RNSW,New South Wales,524.9065
1594,NSW,Lyne,488,Long Flat,Long Flat Public School,LONG FLAT,2446.0,-31.4369,152.49,188,78.66,51,21.34,239,108041165,Port Macquarie Region,1RNSW,New South Wales,2871.7473
1595,NSW,Lyne,1383,Lorn,Nillo Infants School,LORN,2320.0,-32.7273,151.56,463,49.1,480,50.9,943,106021116,Maitland - North,1RNSW,New South Wales,70.5477
1596,NSW,Lyne,1609,Lorne,Lorne Recreation Centre,LORNE,2439.0,-31.6616,152.61,115,80.42,28,19.58,143,108041162,Laurieton - Bonny Hills,1RNSW,New South Wales,524.9065
1597,NSW,Lyne,1612,Marlee,Marlee District Hall,MARLEE,2429.0,-31.7709,152.316,108,49.09,112,50.91,220,108051170,Taree Region,1RNSW,New South Wales,3344.933
1598,NSW,Lyne,1392,Martins Creek,Martins Creek Public School,MARTINS CREEK,2420.0,-32.566,151.624,67,65.05,36,34.95,103,106011110,Dungog,1RNSW,New South Wales,2249.9983
1599,NSW,Lyne,1614,Mitchells Island,Mitchells Island Literary Institute Hall,MITCHELLS ISLAND,2430.0,-31.8971,152.6112,244,67.59,117,32.41,361,108051168,Old Bar - Manning Point - Red Head,1RNSW,New South Wales,209.6182
1600,NSW,Lyne,1615,Moorland,Moorland Public School,MOORLAND,2443.0,-31.7706,152.65200000000002,188,76.73,57,23.27,245,108051170,Taree Region,1RNSW,New South Wales,3344.933
1601,NSW,Lyne,1616,Mount George,Mount George Public School,MOUNT GEORGE,2424.0,-31.8817,152.18,108,65.45,57,34.55,165,108051170,Taree Region,1RNSW,New South Wales,3344.933
1602,NSW,Lyne,1618,Nabiac,Nabiac Public School,NABIAC,2312.0,-32.0996,152.381,631,66.49,318,33.51,949,108011153,Forster-Tuncurry Region,1RNSW,New South Wales,749.4773
1603,NSW,Lyne,31510,North Arm Cove,North Arm Cove Community Centre,NORTH ARM COVE,2324.0,-32.6651,152.041,162,60.0,108,40.0,270,106031124,Tea Gardens - Hawks Nest,1RNSW,New South Wales,204.3164
1604,NSW,Lyne,1623,North Haven,North Haven Public School,NORTH HAVEN,2443.0,-31.63413,152.82151000000002,374,63.61,214,36.39,588,108041162,Laurieton - Bonny Hills,1RNSW,New South Wales,524.9065
1605,NSW,Lyne,1624,Old Bar,Old Bar Public School,OLD BAR,2430.0,-31.9722,152.588,1082,59.06,750,40.94,1832,108051168,Old Bar - Manning Point - Red Head,1RNSW,New South Wales,209.6182
1606,NSW,Lyne,1626,Pacific Palms,Pacific Palms Community Centre,PACIFIC PALMS,2428.0,-32.3402,152.52100000000002,455,54.75,376,45.25,831,108011153,Forster-Tuncurry Region,1RNSW,New South Wales,749.4773
1607,NSW,Lyne,1403,Paterson Central,Paterson Public School,PATERSON,2421.0,-32.6062,151.6,297,59.16,205,40.84,502,106011110,Dungog,1RNSW,New South Wales,2249.9983
1608,NSW,Lyne,82524,Port Macquarie LYNE PPVC,OLD ANZ Building,PORT MACQUARIE,2444.0,-31.4301441,152.9079506,1709,71.33,687,28.67,2396,108041163,Port Macquarie - East,1RNSW,New South Wales,42.088
1609,NSW,Lyne,1627,Purfleet,Purfleet Multi-purpose Centre,PURFLEET,2430.0,-31.941,152.469,76,47.5,84,52.5,160,108051169,Taree,1RNSW,New South Wales,125.1186
1610,NSW,Lyne,81033,Raymond Terrace LYNE PPVC,33 Sturgeon St,RAYMOND TERRACE,2324.0,-32.760823200000004,151.74248630000002,1210,63.58,693,36.42,1903,106031122,Raymond Terrace,1RNSW,New South Wales,109.4864
1611,NSW,Lyne,505,Rollands Plains,Rollands Plains School of Arts Hall,ROLLANDS PLAINS,2441.0,-31.2788,152.679,147,79.89,37,20.11,184,108041165,Port Macquarie Region,1RNSW,New South Wales,2871.7473
1612,NSW,Lyne,1416,Seaham,Seaham Public School,SEAHAM,2324.0,-32.6627,151.72899999999998,566,60.41,371,39.59,937,106031123,Seaham - Woodville,1RNSW,New South Wales,247.4836
1617,NSW,Lyne,1638,Stratford,Stratford Public School,STRATFORD,2422.0,-32.1174,151.939,209,72.57,79,27.43,288,108051167,Gloucester,1RNSW,New South Wales,2933.8676
1618,NSW,Lyne,1639,Stroud,Stroud Public School,STROUD,2425.0,-32.4037,151.965,310,60.08,206,39.92,516,108011151,Bulahdelah - Stroud,1RNSW,New South Wales,2334.0245
1619,NSW,Lyne,1640,Stroud Road,Stroud Road Public School,STROUD ROAD,2415.0,-32.3464,151.931,111,62.36,67,37.64,178,108011151,Bulahdelah - Stroud,1RNSW,New South Wales,2334.0245
1620,NSW,Lyne,14111,Sydney (Lyne),Sydney Town Hall,SYDNEY,2000.0,-33.8730501,151.20645280000002,11,57.89,8,42.11,19,117031337,Sydney - Haymarket - The Rocks,1GSYD,New South Wales,4.2934
1621,NSW,Lyne,1642,Taree,Taree High School,TAREE,2430.0,-31.90975,152.46338,1077,59.93,720,40.07,1797,108051169,Taree,1RNSW,New South Wales,125.1186
1622,NSW,Lyne,1645,Taree North,Manning Gardens Public School,TAREE,2430.0,-31.892,152.461,315,50.97,303,49.03,618,108051169,Taree,1RNSW,New South Wales,125.1186
1623,NSW,Lyne,33679,Taree PPVC,Manning Uniting Church,TAREE,2430.0,-31.9104484,152.46103630000002,7811,67.95,3685,32.05,11496,108051169,Taree,1RNSW,New South Wales,125.1186
1624,NSW,Lyne,1646,Taree West,Taree West Public School,TAREE,2430.0,-31.9071173,152.44496999999998,1174,66.78,584,33.22,1758,108051169,Taree,1RNSW,New South Wales,125.1186
1625,NSW,Lyne,1647,Tea Gardens,Tea Gardens Public School,TEA GARDENS,2324.0,-32.6678,152.158,1033,68.73,470,31.27,1503,106031124,Tea Gardens - Hawks Nest,1RNSW,New South Wales,204.3164
1626,NSW,Lyne,1648,Tinonee,Tinonee Public School,TINONEE,2430.0,-31.932641999999998,152.414473,448,66.08,230,33.92,678,108051169,Taree,1RNSW,New South Wales,125.1186
1627,NSW,Lyne,1650,Tuncurry,Tuncurry Public School,TUNCURRY,2428.0,-32.1598,152.487,1134,64.62,621,35.38,1755,108011154,Tuncurry,1RNSW,New South Wales,15.6698
1628,NSW,Lyne,1651,Upper Lansdowne,Upper Lansdowne Memorial Hall,UPPER LANSDOWNE,2430.0,-31.7062,152.4681,89,51.45,84,48.55,173,108051170,Taree Region,1RNSW,New South Wales,3344.933
1629,NSW,Lyne,1426,Vacy,Vacy Public School,VACY,2421.0,-32.542111199999994,151.5771074,332,64.97,179,35.03,511,106011110,Dungog,1RNSW,New South Wales,2249.9983
1630,NSW,Lyne,1652,Wallarobba,Wallarobba Memorial Hall,WALLAROBBA,2420.0,-32.5045,151.713,97,70.8,40,29.2,137,106011110,Dungog,1RNSW,New South Wales,2249.9983
1631,NSW,Lyne,524,Wauchope,Wauchope High School,WAUCHOPE,2446.0,-31.451989,152.73123999999999,1019,68.34,472,31.66,1491,108041166,Wauchope,1RNSW,New South Wales,194.8613
1632,NSW,Lyne,83500,Wauchope PPVC,Wauchope CWA Hall,WAUCHOPE,2446.0,-31.463390399999998,152.7226541,2159,74.09,755,25.91,2914,108041166,Wauchope,1RNSW,New South Wales,194.8613
1633,NSW,Lyne,525,Wauchope South,2nd Wauchope Scout Hall,WAUCHOPE,2446.0,-31.4694,152.731,791,73.65,283,26.35,1074,108041166,Wauchope,1RNSW,New South Wales,194.8613
1634,NSW,Lyne,33909,West Haven,St Peter the Fisherman Church Hall,WEST HAVEN,2443.0,-31.6428,152.79399999999998,588,67.66,281,32.34,869,108041162,Laurieton - Bonny Hills,1RNSW,New South Wales,524.9065
1635,NSW,Lyne,1654,Wherrol Flat,Wherrol Flat Hall,WHERROL FLAT,2429.0,-31.7835,152.22799999999998,96,60.76,62,39.24,158,108051170,Taree Region,1RNSW,New South Wales,3344.933
1636,NSW,Lyne,1656,Wingham,Wingham Brush Public School,WINGHAM,2429.0,-31.8701,152.377,671,65.66,351,34.34,1022,108051171,Wingham,1RNSW,New South Wales,61.5308
1637,NSW,Lyne,1657,Wingham West,Wingham Town Hall,WINGHAM,2429.0,-31.87,152.37,957,64.01,538,35.99,1495,108051171,Wingham,1RNSW,New South Wales,61.5308
1638,NSW,Lyne,1431,Woodville,Iona Public School,WOODVILLE,2321.0,-32.6652,151.60399999999998,247,56.91,187,43.09,434,106031123,Seaham - Woodville,1RNSW,New South Wales,247.4836
1639,NSW,Macarthur,32912,Airds,Airds High School,AIRDS,2560.0,-34.0874603,150.82808269999998,239,20.71,915,79.29,1154,123021436,Bradbury - Wedderburn,1GSYD,New South Wales,36.6555
1640,NSW,Macarthur,2900,Ambarvale,Ambarvale Public School,AMBARVALE,2560.0,-34.0866,150.798,596,32.27,1251,67.73,1847,123021444,Rosemeadow - Glen Alpine,1GSYD,New South Wales,48.0827
1641,NSW,Macarthur,2935,Ambarvale West,Thomas Acres Public School,AMBARVALE,2560.0,-34.0942,150.79,399,31.03,887,68.97,1286,123021444,Rosemeadow - Glen Alpine,1GSYD,New South Wales,48.0827
1642,NSW,Macarthur,2901,Blairmount,Blairmount Public School,BLAIRMOUNT,2559.0,-34.0484,150.803,417,34.66,786,65.34,1203,123021438,Claymore - Eagle Vale - Raby,1GSYD,New South Wales,22.9168
1643,NSW,Macarthur,65610,BLV Macarthur PPVC,BLV Macarthur,CAMPBELLTOWN,2560.0,-34.0660956,150.81496769999998,3,27.27,8,72.73,11,123021437,Campbelltown - Woodbine,1GSYD,New South Wales,13.7476
1644,NSW,Macarthur,2902,Bradbury,Bradbury Public School,BRADBURY,2560.0,-34.086,150.813,1059,37.77,1745,62.23,2804,123021436,Bradbury - Wedderburn,1GSYD,New South Wales,36.6555
1645,NSW,Macarthur,33979,Camden MACARTHUR PPVC,Camden Civic Centre,CAMDEN,2570.0,-34.0531,150.694,1353,62.41,815,37.59,2168,123011433,Camden - Ellis Lane,1GSYD,New South Wales,26.1934
1646,NSW,Macarthur,11963,Campbelltown,Campbelltown Public School,CAMPBELLTOWN,2560.0,-34.0703,150.816,482,29.75,1138,70.25,1620,123021437,Campbelltown - Woodbine,1GSYD,New South Wales,13.7476
1647,NSW,Macarthur,2905,Campbelltown East,Campbelltown East Public School,CAMPBELLTOWN,2560.0,-34.0723,150.83100000000002,575,34.02,1115,65.98,1690,123021437,Campbelltown - Woodbine,1GSYD,New South Wales,13.7476
1648,NSW,Macarthur,33980,Campbelltown MACARTHUR PPVC,Campbelltown Civic Centre,CAMPBELLTOWN,2560.0,-34.063663,150.81571399999999,5391,41.72,7530,58.28,12921,123021437,Campbelltown - Woodbine,1GSYD,New South Wales,13.7476
1649,NSW,Macarthur,2906,Campbelltown North,Campbelltown Performing Arts High School,CAMPBELLTOWN,2560.0,-34.0613,150.82299999999998,255,33.03,517,66.97,772,123021437,Campbelltown - Woodbine,1GSYD,New South Wales,13.7476
1650,NSW,Macarthur,1675,Catherine Field,Catherine Field Community Hall,CATHERINE FIELD,2557.0,-33.993,150.765,775,67.16,379,32.84,1154,127011506,Cobbitty - Leppington,1GSYD,New South Wales,132.1375
1651,NSW,Macarthur,2909,Claymore,Claymore Public School,CLAYMORE,2559.0,-34.043,150.80700000000002,166,21.78,596,78.22,762,123021438,Claymore - Eagle Vale - Raby,1GSYD,New South Wales,22.9168
1652,NSW,Macarthur,31468,Currans Hill,Currans Hill Public School,CURRANS HILL,2567.0,-34.048,150.769,985,46.86,1117,53.14,2102,123011435,Mount Annan - Currans Hill,1GSYD,New South Wales,26.134
1653,NSW,Macarthur,30122,Divisional Office (PREPOLL),Divisional Office,CAMPBELLTOWN,2560.0,-34.06627,150.815138,12,37.5,20,62.5,32,123021437,Campbelltown - Woodbine,1GSYD,New South Wales,13.7476
1654,NSW,Macarthur,11925,Eagle Vale,Eagle Vale Neighbourhood Centre,EAGLE VALE,2558.0,-34.0339,150.815,615,34.03,1192,65.97,1807,123021438,Claymore - Eagle Vale - Raby,1GSYD,New South Wales,22.9168
1655,NSW,Macarthur,2912,Eschol Park,Eschol Park Public School,ESCHOL PARK,2558.0,-34.0287,150.811,778,41.06,1117,58.94,1895,123021438,Claymore - Eagle Vale - Raby,1GSYD,New South Wales,22.9168
1656,NSW,Macarthur,34364,Glen Alpine,Glen Alpine Community Centre,GLEN ALPINE,2560.0,-34.08660020000001,150.78827890000002,1419,51.85,1318,48.15,2737,123021444,Rosemeadow - Glen Alpine,1GSYD,New South Wales,48.0827
1657,NSW,Macarthur,82540,Gregory Hills,Great Beginnings,GREGORY HILLS,2557.0,-34.027606299999995,150.77636719999998,1013,48.28,1085,51.72,2098,127011506,Cobbitty - Leppington,1GSYD,New South Wales,132.1375
1658,NSW,Macarthur,33100,Harrington Park,Harrington Park Public School,HARRINGTON PARK,2567.0,-34.0264,150.738,1403,62.33,848,37.67,2251,123011434,Elderslie - Harrington Park,1GSYD,New South Wales,21.5414
1659,NSW,Macarthur,58618,Harrington Park Central,Harrington Park Community Centre,HARRINGTON PARK,2567.0,-34.02906,150.73494,1322,60.34,869,39.66,2191,123011434,Elderslie - Harrington Park,1GSYD,New South Wales,21.5414
1660,NSW,Macarthur,2918,Ingleburn (Macarthur),Ingleburn Public School,INGLEBURN,2565.0,-33.9999,150.86700000000002,686,35.42,1251,64.58,1937,123021440,Ingleburn - Denham Court,1GSYD,New South Wales,30.9189
1661,NSW,Macarthur,2919,Ingleburn East,Ingleburn High School,INGLEBURN,2565.0,-34.0044,150.872,336,40.19,500,59.81,836,123021440,Ingleburn - Denham Court,1GSYD,New South Wales,30.9189
1662,NSW,Macarthur,33816,Ingleburn MACARTHUR PPVC,Ingleburn Community Centre,INGLEBURN,2565.0,-33.999334999999995,150.86774599999998,2086,35.9,3725,64.1,5811,123021440,Ingleburn - Denham Court,1GSYD,New South Wales,30.9189
1663,NSW,Macarthur,2932,Ingleburn South,Sackville Street Public School,INGLEBURN,2565.0,-34.010999999999996,150.863,530,37.94,867,62.06,1397,123021440,Ingleburn - Denham Court,1GSYD,New South Wales,30.9189
1664,NSW,Macarthur,83505,Kentlyn,Kentlyn Public School,KENTLYN,2560.0,-34.0623817,150.8623677,367,46.51,422,53.49,789,123021441,Leumeah - Minto Heights,1GSYD,New South Wales,23.6461
1665,NSW,Macarthur,1685,Leppington,Leppington Public School,LEPPINGTON,2179.0,-33.9596,150.81,737,47.67,809,52.33,1546,127011506,Cobbitty - Leppington,1GSYD,New South Wales,132.1375
1666,NSW,Macarthur,2922,Leumeah,Salvation Army Hall,LEUMEAH,2560.0,-34.0545,150.828,455,34.06,881,65.94,1336,123021441,Leumeah - Minto Heights,1GSYD,New South Wales,23.6461
1667,NSW,Macarthur,2923,Leumeah North,Leumeah Public School,LEUMEAH,2560.0,-34.0487,150.84,486,37.85,798,62.15,1284,123021441,Leumeah - Minto Heights,1GSYD,New South Wales,23.6461
1668,NSW,Macarthur,83797,Menangle Park,Broughton Anglican College,MENANGLE PARK,2563.0,-34.1082141,150.75149069999998,79,68.1,37,31.9,116,123021444,Rosemeadow - Glen Alpine,1GSYD,New South Wales,48.0827
1669,NSW,Macarthur,2926,Minto,Minto Public School,MINTO,2566.0,-34.0298,150.847,548,28.35,1385,71.65,1933,123021443,Minto - St Andrews,1GSYD,New South Wales,12.4133
1670,NSW,Macarthur,2934,Minto North,The Grange Public School,MINTO,2566.0,-34.0228,150.857,325,27.38,862,72.62,1187,123021443,Minto - St Andrews,1GSYD,New South Wales,12.4133
1671,NSW,Macarthur,2904,Minto South,Campbellfield Public School,MINTO,2566.0,-34.0389,150.847,306,23.98,970,76.02,1276,123021443,Minto - St Andrews,1GSYD,New South Wales,12.4133
1672,NSW,Macarthur,82543,Oran Park,Oran Park Anglican College,ORAN PARK,2567.0,-34.0022352,150.74452340000002,571,47.7,626,52.3,1197,127011506,Cobbitty - Leppington,1GSYD,New South Wales,132.1375
1673,NSW,Macarthur,83806,Oran Park PPVC,Oran Park Community Centre,ORAN PARK,2567.0,-33.999692200000005,150.7439876,1677,52.16,1538,47.84,3215,127011506,Cobbitty - Leppington,1GSYD,New South Wales,132.1375
1674,NSW,Macarthur,82981,Oran Park South,Oran Park Public School,ORAN PARK,2567.0,-33.9990804,150.7347686,1072,48.03,1160,51.97,2232,127011506,Cobbitty - Leppington,1GSYD,New South Wales,132.1375
1675,NSW,Macarthur,2929,Raby,Robert Townson Public School,RABY,2566.0,-34.0157,150.81799999999998,811,38.22,1311,61.78,2122,123021438,Claymore - Eagle Vale - Raby,1GSYD,New South Wales,22.9168
1676,NSW,Macarthur,2930,Rosemeadow,Rosemeadow Public School,ROSEMEADOW,2560.0,-34.1048,150.795,936,34.6,1769,65.4,2705,123021444,Rosemeadow - Glen Alpine,1GSYD,New South Wales,48.0827
1677,NSW,Macarthur,83506,Rosemeadow East,Ambarvale High School,ROSEMEADOW,2560.0,-34.100656,150.79994680000001,44,22.22,154,77.78,198,123021444,Rosemeadow - Glen Alpine,1GSYD,New South Wales,48.0827
1678,NSW,Macarthur,44414,Rossmore (Macarthur),Rossmore Public School,ROSSMORE,2557.0,-33.9468,150.77200000000002,333,69.09,149,30.91,482,127011506,Cobbitty - Leppington,1GSYD,New South Wales,132.1375
1679,NSW,Macarthur,2931,Ruse,Ruse Public School,RUSE,2560.0,-34.067,150.842,894,41.5,1260,58.5,2154,123021441,Leumeah - Minto Heights,1GSYD,New South Wales,23.6461
1680,NSW,Macarthur,2933,St Andrews,St Andrews Public School,ST ANDREWS,2566.0,-34.022,150.832,697,35.43,1270,64.57,1967,123021443,Minto - St Andrews,1GSYD,New South Wales,12.4133
1681,NSW,Macarthur,31232,St Andrews South,St Andrews Community Centre,ST ANDREWS,2566.0,-34.0296,150.828,536,37.56,891,62.44,1427,123021443,Minto - St Andrews,1GSYD,New South Wales,12.4133
1682,NSW,Macarthur,31241,St Helens Park,St Helens Park Public School,ST HELENS PARK,2560.0,-34.1109,150.803,567,34.94,1056,65.06,1623,123021436,Bradbury - Wedderburn,1GSYD,New South Wales,36.6555
1683,NSW,Macarthur,2903,St Helens Park North,Woodland Road Public School,ST HELENS PARK,2560.0,-34.0977,150.816,427,33.18,860,66.82,1287,123021436,Bradbury - Wedderburn,1GSYD,New South Wales,36.6555
1684,NSW,Macarthur,83717,Smeaton Grange,Magdalene Catholic College,SMEATON GRANGE,2567.0,-34.0415765,150.75349640000002,47,45.63,56,54.37,103,123011435,Mount Annan - Currans Hill,1GSYD,New South Wales,26.134
1685,NSW,Macarthur,65903,Special Hospital Team 1,Campbelltown Hospital,CAMPBELLTOWN,2560.0,-34.078753799999994,150.8048415,16,41.03,23,58.97,39,123021437,Campbelltown - Woodbine,1GSYD,New South Wales,13.7476
1686,NSW,Macarthur,14113,Sydney (Macarthur),Sydney Town Hall,SYDNEY,2000.0,-33.8730501,151.20645280000002,16,26.67,44,73.33,60,117031337,Sydney - Haymarket - The Rocks,1GSYD,New South Wales,4.2934
1687,NSW,Macarthur,83469,Varroville,Mount Carmel Catholic College,RABY,2566.0,-34.013022799999995,150.8234445,102,37.64,169,62.36,271,123021438,Claymore - Eagle Vale - Raby,1GSYD,New South Wales,22.9168
1688,NSW,Macarthur,2936,Wedderburn,Wedderburn Resource Centre,WEDDERBURN,2560.0,-34.13,150.814,195,58.04,141,41.96,336,123021436,Bradbury - Wedderburn,1GSYD,New South Wales,36.6555
1689,NSW,Macarthur,2938,Woodbine,Woodbine Community Centre,WOODBINE,2560.0,-34.0490199,150.82005680000003,620,35.73,1115,64.27,1735,123021437,Campbelltown - Woodbine,1GSYD,New South Wales,13.7476
1690,NSW,Mackellar,1715,Avalon,Avalon Recreation Centre,AVALON,2107.0,-33.6359511,151.3293514,1375,50.66,1339,49.34,2714,122021420,Avalon - Palm Beach,1GSYD,New South Wales,8.6057
1691,NSW,Mackellar,1716,Avalon Beach,Barrenjoey High School,AVALON BEACH,2107.0,-33.6303,151.334,710,52.32,647,47.68,1357,122021420,Avalon - Palm Beach,1GSYD,New South Wales,8.6057
1692,NSW,Mackellar,83495,Avalon South,Avalon Public School,AVALON BEACH,2107.0,-33.6385704,151.328052,412,56.28,320,43.72,732,122021420,Avalon - Palm Beach,1GSYD,New South Wales,8.6057
1693,NSW,Mackellar,1717,Bayview,St Luke's Grammar School Bayview,BAYVIEW,2104.0,-33.6575,151.295,671,65.21,358,34.79,1029,122021421,Bayview - Elanora Heights,1GSYD,New South Wales,64.583
1694,NSW,Mackellar,1718,Beacon Hill (Mackellar),Beacon Hill Public School,BEACON HILL,2100.0,-33.7518223,151.25710700000002,1028,62.99,604,37.01,1632,122031424,Beacon Hill - Narraweena,1GSYD,New South Wales,4.3406
1695,NSW,Mackellar,186,Belrose,Wakehurst Public School,BELROSE,2085.0,-33.7389,151.218,1641,67.59,787,32.41,2428,122031428,Frenchs Forest - Belrose,1GSYD,New South Wales,30.1321
1696,NSW,Mackellar,31630,Belrose North,Belrose Public School,BELROSE,2085.0,-33.7277,151.216,1447,70.11,617,29.89,2064,122031428,Frenchs Forest - Belrose,1GSYD,New South Wales,30.1321
1697,NSW,Mackellar,1719,Bilgola Plateau,Bilgola Plateau Public School,BILGOLA PLATEAU,2107.0,-33.6448,151.314,690,54.98,565,45.02,1255,122021422,Newport - Bilgola,1GSYD,New South Wales,5.7981
1698,NSW,Mackellar,65391,BLV Mackellar PPVC,BLV Mackellar,MONA VALE,2103.0,-33.6781476,151.3014398,9,75.0,3,25.0,12,122021423,Warriewood - Mona Vale,1GSYD,New South Wales,11.6627
1699,NSW,Mackellar,65235,Chatswood MACKELLAR PPVC,Old Sydney Water Board Building,CHATSWOOD,2067.0,-33.796076,151.1831019,152,57.58,112,42.42,264,121011398,Chatswood (East) - Artarmon,1GSYD,New South Wales,5.0678
1700,NSW,Mackellar,1720,Collaroy,Collaroy Masonic Hall,COLLAROY,2097.0,-33.7281,151.299,950,62.96,559,37.04,1509,122031431,Narrabeen - Collaroy,1GSYD,New South Wales,7.1622
1701,NSW,Mackellar,1721,Collaroy Plateau,Collaroy Plateau Public School,COLLAROY PLATEAU,2097.0,-33.7329483,151.293289,1560,65.38,826,34.62,2386,122031431,Narrabeen - Collaroy,1GSYD,New South Wales,7.1622
1702,NSW,Mackellar,83532,Collaroy Plateau North,Collaroy Plateau Youth & Community Centre,COLLAROY PLATEAU,2097.0,-33.7295874,151.2914938,164,68.33,76,31.67,240,122031431,Narrabeen - Collaroy,1GSYD,New South Wales,7.1622
1703,NSW,Mackellar,1724,Cromer,Cromer Public School,CROMER,2099.0,-33.7378,151.274,1115,64.64,610,35.36,1725,122031425,Cromer,1GSYD,New South Wales,7.4915
1704,NSW,Mackellar,1722,Cromer East,NBSC - Cromer Campus,CROMER,2099.0,-33.7381,151.284,891,67.55,428,32.45,1319,122031425,Cromer,1GSYD,New South Wales,7.4915
1705,NSW,Mackellar,83509,Davidson,Kambora Public School,DAVIDSON,2085.0,-33.7398,151.195,483,71.03,197,28.97,680,122031428,Frenchs Forest - Belrose,1GSYD,New South Wales,30.1321
