,state,divisionnm_x,pollingplaceid,pollingplacenm,premisesnm,premisessuburb,premisespostcode,latitude,longitude,liberal/national coalition votes,liberal/national coalition percentage,australian labor party votes,australian labor party percentage,totalvotes,SA2_MAIN16,SA2_NAME16,GCC_CODE16,STE_NAME16,AREASQKM16
6484,VIC,Deakin,34011,Ringwood North (Deakin),Ringwood North Primary School,RINGWOOD NORTH,3134.0,-37.793,145.23,845,58.52,599,41.48,1444,211031268,Ringwood North,2GMEL,Victoria,4.7307
6485,VIC,Deakin,2962,Ringwood South,Great Ryrie Primary School,HEATHMONT,3135.0,-37.8252,145.238,903,48.03,977,51.97,1880,211031267,Ringwood East,2GMEL,Victoria,9.3929
6489,VIC,Deakin,4910,Tinternvale,Tinternvale Primary School,RINGWOOD EAST,3135.0,-37.8181,145.265,818,51.41,773,48.59,1591,211031267,Ringwood East,2GMEL,Victoria,9.3929
6490,VIC,Deakin,3583,Vermont North,1st Vermont Scout Group,VERMONT,3133.0,-37.8357,145.196,526,52.71,472,47.29,998,211041272,Vermont,2GMEL,Victoria,4.6098
6491,VIC,Deakin,91710,Warranwood (Deakin),Warranwood Primary School,WARRANWOOD,3134.0,-37.775,145.248,157,59.92,105,40.08,262,211031265,Croydon Hills - Warranwood,2GMEL,Victoria,9.492
6492,VIC,Deakin,3584,Weeden Heights,Weeden Heights Primary School,VERMONT SOUTH,3133.0,-37.859,145.178,827,57.27,617,42.73,1444,211041273,Vermont South,2GMEL,Victoria,6.184
6493,VIC,Deakin,31766,Yarra Road (Deakin),Yarra Road Primary School,CROYDON NORTH,3136.0,-37.7667,145.273,786,63.59,450,36.41,1236,211031265,Croydon Hills - Warranwood,2GMEL,Victoria,9.492
6494,VIC,Dunkley,3587,Aldercourt,Aldercourt Primary School,FRANKSTON NORTH,3200.0,-38.1175,145.162,371,30.48,846,69.52,1217,214011372,Frankston North,2GMEL,Victoria,13.2383
6495,VIC,Dunkley,3588,Baden Powell,Baden Powell Pre-School,FRANKSTON SOUTH,3199.0,-38.1727,145.108,733,53.12,647,46.88,1380,214011373,Frankston South,2GMEL,Victoria,14.5602
6496,VIC,Dunkley,3589,Ballam Park,McClelland Secondary College,FRANKSTON,3199.0,-38.1459,145.159,266,34.77,499,65.23,765,214011372,Frankston North,2GMEL,Victoria,13.2383
6497,VIC,Dunkley,35287,Baxter (Dunkley),Baxter Primary School,BAXTER,3911.0,-38.1997,145.181,340,56.67,260,43.33,600,214021385,Somerville,2GMEL,Victoria,117.354
6498,VIC,Dunkley,31462,Belvedere Park,Belvedere Park Primary School,SEAFORD,3198.0,-38.1095,145.14700000000002,637,39.42,979,60.58,1616,214011375,Seaford (Vic.),2GMEL,Victoria,12.4321
6499,VIC,Dunkley,65547,BLV Dunkley PPVC,Divisional Office,CARRUM DOWNS,3201.0,-38.100787,145.15825700000002,2,22.22,7,77.78,9,214011370,Carrum Downs,2GMEL,Victoria,20.3079
6500,VIC,Dunkley,3592,Bruce Park,Bruce Park Hall,FRANKSTON,3199.0,-38.1614381,145.13869419999997,361,39.2,560,60.8,921,214011371,Frankston,2GMEL,Victoria,11.6244
6501,VIC,Dunkley,3956,Carrum Downs,Banyan Fields Primary School,CARRUM DOWNS,3201.0,-38.0951,145.18731699999998,485,35.9,866,64.1,1351,214011370,Carrum Downs,2GMEL,Victoria,20.3079
6502,VIC,Dunkley,64692,Carrum Downs North,Carrum Downs Secondary College,CARRUM DOWNS,3201.0,-38.09465,145.19765,816,43.45,1062,56.55,1878,214011370,Carrum Downs,2GMEL,Victoria,20.3079
6503,VIC,Dunkley,97535,Carrum Downs PPVC,Salvation Army Carrum Downs,CARRUM DOWNS,3201.0,-38.1005072,145.17253380000002,4865,45.81,5755,54.19,10620,214011370,Carrum Downs,2GMEL,Victoria,20.3079
6504,VIC,Dunkley,97548,Carrum Downs West,Serbian Club,CARRUM DOWNS,3201.0,-38.0882763,145.1809399,134,41.74,187,58.26,321,214011370,Carrum Downs,2GMEL,Victoria,20.3079
6505,VIC,Dunkley,97461,Cranbourne DUNKLEY PPVC,Cranbourne Plaza,CRANBOURNE,3977.0,-38.1108187,145.2824733,207,47.92,225,52.08,432,212031300,Cranbourne,2GMEL,Victoria,13.027
6506,VIC,Dunkley,3593,Derinya,Derinya Primary School,FRANKSTON SOUTH,3199.0,-38.1746,145.121,661,51.24,629,48.76,1290,214011373,Frankston South,2GMEL,Victoria,14.5602
6507,VIC,Dunkley,30201,Divisional Office (PREPOLL),Divisional Office,CARRUM DOWNS,3201.0,-38.100787,145.15825700000002,344,58.21,247,41.79,591,214011370,Carrum Downs,2GMEL,Victoria,20.3079
6508,VIC,Dunkley,3594,Frankston,Frankston Primary School,FRANKSTON,3199.0,-38.1475,145.124,483,40.15,720,59.85,1203,214011371,Frankston,2GMEL,Victoria,11.6244
6509,VIC,Dunkley,36414,Frankston DUNKLEY PPVC,Frankston-Chatsworth House,FRANKSTON,3199.0,-38.14200770000001,145.1220292,7231,50.27,7152,49.73,14383,214011371,Frankston,2GMEL,Victoria,11.6244
6510,VIC,Dunkley,3596,Frankston East,John Paul College,FRANKSTON,3199.0,-38.1367,145.139,567,41.75,791,58.25,1358,214011372,Frankston North,2GMEL,Victoria,13.2383
6511,VIC,Dunkley,3598,Frankston Heights,Frankston Heights Primary School,FRANKSTON,3199.0,-38.1618,145.14700000000002,362,38.68,574,61.32,936,214011371,Frankston,2GMEL,Victoria,11.6244
6512,VIC,Dunkley,3599,Frankston Rail,Chisholm Institute (Frankston Campus),FRANKSTON,3199.0,-38.1438725,145.12748480000002,195,32.99,396,67.01,591,214011371,Frankston,2GMEL,Victoria,11.6244
6513,VIC,Dunkley,3600,Frankston South,Frankston High School,FRANKSTON,3199.0,-38.161,145.129,777,38.97,1217,61.03,1994,214011371,Frankston,2GMEL,Victoria,11.6244
6514,VIC,Dunkley,3601,Kananook,Kananook Primary School,SEAFORD,3198.0,-38.1249,145.13299999999998,440,36.85,754,63.15,1194,214011375,Seaford (Vic.),2GMEL,Victoria,12.4321
6515,VIC,Dunkley,3602,Karingal,Frankston East Primary School,FRANKSTON,3199.0,-38.1459,145.145,515,35.13,951,64.87,1466,214011372,Frankston North,2GMEL,Victoria,13.2383
6516,VIC,Dunkley,3603,Karingal Heights,Karingal Heights Primary School,FRANKSTON,3199.0,-38.1415,145.166,477,37.47,796,62.53,1273,214011372,Frankston North,2GMEL,Victoria,13.2383
6517,VIC,Dunkley,11886,Kingsley Park,Kingsley Park Primary School,FRANKSTON,3199.0,-38.1684,145.156,605,44.1,767,55.9,1372,214011371,Frankston,2GMEL,Victoria,11.6244
6518,VIC,Dunkley,3604,Kunyung,Kunyung Primary School,MT ELIZA,3930.0,-38.1874,145.076,619,55.77,491,44.23,1110,214021381,Mount Eliza,2GMEL,Victoria,23.2077
6519,VIC,Dunkley,3640,Langwarrin,Elisabeth Murdoch College,LANGWARRIN,3910.0,-38.1590759,145.19014119999997,930,47.45,1030,52.55,1960,214011374,Langwarrin,2GMEL,Victoria,37.6199
6520,VIC,Dunkley,65123,Langwarrin Hall,Langwarrin Public Hall,LANGWARRIN,3910.0,-38.1515505,145.1917291,589,48.32,630,51.68,1219,214011374,Langwarrin,2GMEL,Victoria,37.6199
6521,VIC,Dunkley,33071,Langwarrin North,Woodlands Primary School,LANGWARRIN,3910.0,-38.135999999999996,145.203,561,49.96,562,50.04,1123,214011374,Langwarrin,2GMEL,Victoria,37.6199
6522,VIC,Dunkley,11656,Langwarrin Park,Langwarrin Park Primary School,LANGWARRIN,3910.0,-38.1508,145.202,712,47.88,775,52.12,1487,214011374,Langwarrin,2GMEL,Victoria,37.6199
6523,VIC,Dunkley,83451,Langwarrin PPVC,Langwarrin Hall,LANGWARRIN,3910.0,-38.151594700000004,145.1918248,2758,52.28,2517,47.72,5275,214011374,Langwarrin,2GMEL,Victoria,37.6199
6524,VIC,Dunkley,31974,Lyrebird,Lyrebird Community Centre,CARRUM DOWNS,3201.0,-38.1027,145.187,617,36.57,1070,63.43,1687,214011370,Carrum Downs,2GMEL,Victoria,20.3079
6525,VIC,Dunkley,82825,Mornington DUNKLEY PPVC,Bentons Square Shopping Centre,MORNINGTON,3931.0,-38.222724,145.04057,1286,62.58,769,37.42,2055,214021380,Mornington,2GMEL,Victoria,21.0928
6526,VIC,Dunkley,3607,Mt Eliza,Mt Eliza Secondary College,MT ELIZA,3930.0,-38.1898,145.093,1085,61.06,692,38.94,1777,214021381,Mount Eliza,2GMEL,Victoria,23.2077
6527,VIC,Dunkley,11652,Mt Eliza Central,Mt Eliza Country Club,MT ELIZA,3930.0,-38.1784722,145.09293590000001,686,74.89,230,25.11,916,214021381,Mount Eliza,2GMEL,Victoria,23.2077
6528,VIC,Dunkley,3608,Mt Eliza North,Mt Eliza North Primary School,MT ELIZA,3930.0,-38.1884,145.101,423,51.52,398,48.48,821,214021381,Mount Eliza,2GMEL,Victoria,23.2077
6529,VIC,Dunkley,65124,Mt Eliza South,Mt Eliza Primary School,MT ELIZA,3930.0,-38.194334999999995,145.093294,732,55.79,580,44.21,1312,214021381,Mount Eliza,2GMEL,Victoria,23.2077
6530,VIC,Dunkley,3590,Mt Erin,Mt Erin Secondary College,FRANKSTON,3199.0,-38.1743,145.148,915,52.14,840,47.86,1755,214011373,Frankston South,2GMEL,Victoria,14.5602
6531,VIC,Dunkley,31051,Rowellyn Park,Rowellyn Park Primary School,CARRUM DOWNS,3201.0,-38.1042,145.192,419,37.18,708,62.82,1127,214011370,Carrum Downs,2GMEL,Victoria,20.3079
6532,VIC,Dunkley,4159,Seaford,Seaford Primary School,SEAFORD,3198.0,-38.104419299999996,145.13017230000003,472,36.03,838,63.97,1310,214011375,Seaford (Vic.),2GMEL,Victoria,12.4321
6533,VIC,Dunkley,4160,Seaford North,Seaford North Primary School,SEAFORD,3198.0,-38.09,145.134,392,35.32,718,64.68,1110,214011375,Seaford (Vic.),2GMEL,Victoria,12.4321
6534,VIC,Dunkley,3979,Skye,Skye Primary School,SKYE,3977.0,-38.1174,145.202,659,42.19,903,57.81,1562,214011376,Skye - Sandhurst,2GMEL,Victoria,19.8152
6538,VIC,Flinders,3613,Balnarring,Balnarring Primary School,BALNARRING,3926.0,-38.375711700000004,145.12321469999998,492,46.02,577,53.98,1069,214021379,Hastings - Somers,2GMEL,Victoria,108.884
6539,VIC,Flinders,3615,Baxter (Flinders),Baxter Primary School,BAXTER,3911.0,-38.1997,145.181,485,54.56,404,45.44,889,214021385,Somerville,2GMEL,Victoria,117.354
6540,VIC,Flinders,3617,Bittern,Bittern Primary School,BITTERN,3918.0,-38.3391,145.171,278,42.25,380,57.75,658,214021379,Hastings - Somers,2GMEL,Victoria,108.884
6541,VIC,Flinders,3618,Blairgowrie,Blairgowrie Community Hall,BLAIRGOWRIE,3942.0,-38.3638,144.784,519,58.45,369,41.55,888,214021383,Point Nepean,2GMEL,Victoria,67.1875
6542,VIC,Flinders,65434,BLV Flinders PPVC,BLV Flinders,HASTINGS,3915.0,-38.3075715,145.18889030000003,6,42.86,8,57.14,14,214021379,Hastings - Somers,2GMEL,Victoria,108.884
6543,VIC,Flinders,3619,Boneo,Boneo Community Hall,BONEO,3939.0,-38.4123,144.887,302,51.8,281,48.2,583,214021378,Flinders,2GMEL,Victoria,287.3793
6544,VIC,Flinders,3625,Crib Point,Crib Point Primary School,CRIB POINT,3919.0,-38.3611,145.201,306,48.26,328,51.74,634,214021379,Hastings - Somers,2GMEL,Victoria,108.884
6545,VIC,Flinders,30202,Divisional Office (PREPOLL),Divisional Office,HASTINGS,3915.0,-38.307458399999994,145.1896906,0,0.0,0,0.0,0,214021379,Hastings - Somers,2GMEL,Victoria,108.884
6546,VIC,Flinders,3629,Dromana,Dromana Primary School,DROMANA,3936.0,-38.3409,144.96,810,48.88,847,51.12,1657,214021377,Dromana,2GMEL,Victoria,45.0575
6547,VIC,Flinders,31295,Dromana Beach,Dromana Community Hall,DROMANA,3936.0,-38.3363,144.958,199,54.08,169,45.92,368,214021377,Dromana,2GMEL,Victoria,45.0575
6548,VIC,Flinders,69887,Dromana North,Dromana Senior Citizens Club,DROMANA,3936.0,-38.3349723,144.9673425,502,55.16,408,44.84,910,214021377,Dromana,2GMEL,Victoria,45.0575
6549,VIC,Flinders,3631,Flinders,Flinders Civic Hall,FLINDERS,3929.0,-38.4735,145.016,310,55.96,244,44.04,554,214021378,Flinders,2GMEL,Victoria,287.3793
6550,VIC,Flinders,91941,Frankston FLINDERS PPVC,Chatsworth House,FRANKSTON,3199.0,-38.1419447,145.1218858,489,50.67,476,49.33,965,214011371,Frankston,2GMEL,Victoria,11.6244
6551,VIC,Flinders,3635,Hastings,Hastings Community Hall,HASTINGS,3915.0,-38.3079,145.194,629,48.24,675,51.76,1304,214021379,Hastings - Somers,2GMEL,Victoria,108.884
6552,VIC,Flinders,31697,Hastings PPVC,Shop 10 108 High St,HASTINGS,3915.0,-38.307501200000004,145.1883414,6801,56.51,5233,43.49,12034,214021379,Hastings - Somers,2GMEL,Victoria,108.884
6553,VIC,Flinders,83772,Hastings West,Western Port Secondary College,HASTINGS,3915.0,-38.309428000000004,145.175282,264,51.06,253,48.94,517,214021379,Hastings - Somers,2GMEL,Victoria,108.884
6554,VIC,Flinders,3645,Moorooduc,Moorooduc Primary School,MOOROODUC,3933.0,-38.2483,145.106,302,63.58,173,36.42,475,214021385,Somerville,2GMEL,Victoria,117.354
6555,VIC,Flinders,3605,Mornington,St Mark's Uniting Church,MORNINGTON,3931.0,-38.2217,145.03799999999998,1080,54.14,915,45.86,1995,214021380,Mornington,2GMEL,Victoria,21.0928
6556,VIC,Flinders,31452,Mornington East,Benton Junior College,MORNINGTON,3931.0,-38.2463,145.061,925,54.73,765,45.27,1690,214021380,Mornington,2GMEL,Victoria,21.0928
6557,VIC,Flinders,82831,Mornington FLINDERS PPVC,Bentons Square Shopping Centre,MORNINGTON,3931.0,-38.2454076,145.048021,10063,60.86,6472,39.14,16535,214021380,Mornington,2GMEL,Victoria,21.0928
6558,VIC,Flinders,3606,Mornington South,Peninsula Community Theatre Complex,MORNINGTON,3931.0,-38.2319271,145.0396156,634,49.84,638,50.16,1272,214021380,Mornington,2GMEL,Victoria,21.0928
6559,VIC,Flinders,3646,Mt Martha,Mt Martha Primary School,MOUNT MARTHA,3934.0,-38.2754,145.013,856,50.38,843,49.62,1699,214021382,Mount Martha,2GMEL,Victoria,30.2094
6560,VIC,Flinders,83809,Mt Martha Nepean,Salvation Army Mornington Mission Centre,MOUNT MARTHA,3934.0,-38.2473914,145.03783959999998,149,60.32,98,39.68,247,214021382,Mount Martha,2GMEL,Victoria,30.2094
6561,VIC,Flinders,11520,Mt Martha North,Osborne Primary School,MOUNT MARTHA,3934.0,-38.25755,145.04055,1001,54.2,846,45.8,1847,214021382,Mount Martha,2GMEL,Victoria,30.2094
6562,VIC,Flinders,3652,Portsea,Point Nepean National Park Theatrette,PORTSEA,3944.0,-38.3186,144.704,203,69.28,90,30.72,293,214021383,Point Nepean,2GMEL,Victoria,67.1875
6563,VIC,Flinders,3653,Red Hill,Red Hill Consolidated School,RED HILL,3937.0,-38.367,144.996,410,45.71,487,54.29,897,214021378,Flinders,2GMEL,Victoria,287.3793
6564,VIC,Flinders,3656,Rosebud East,All Saints Anglican Church,ROSEBUD,3939.0,-38.357034999999996,144.90081899999998,721,48.39,769,51.61,1490,214021384,Rosebud - McCrae,2GMEL,Victoria,23.7957
6565,VIC,Flinders,66007,Rosebud PPVC,1175 Point Nepean Rd,ROSEBUD,3939.0,-38.357286,144.900063,8483,56.4,6557,43.6,15040,214021384,Rosebud - McCrae,2GMEL,Victoria,23.7957
6566,VIC,Flinders,11517,Rosebud South,Bayview Church,ROSEBUD,3939.0,-38.374013,144.907523,647,50.0,647,50.0,1294,214021384,Rosebud - McCrae,2GMEL,Victoria,23.7957
6567,VIC,Flinders,3657,Rosebud West,Rosebud Secondary College,ROSEBUD,3939.0,-38.3677,144.89,495,42.27,676,57.73,1171,214021384,Rosebud - McCrae,2GMEL,Victoria,23.7957
6568,VIC,Flinders,3658,Rye,Rye Civic Hall/Citizens Hall,RYE,3941.0,-38.3716,144.822,753,45.86,889,54.14,1642,214021383,Point Nepean,2GMEL,Victoria,67.1875
6569,VIC,Flinders,31465,St Andrews Beach,St Andrews Beach Recreational Hall,ST ANDREWS BEACH,3941.0,-38.4218,144.838,200,36.3,351,63.7,551,214021383,Point Nepean,2GMEL,Victoria,67.1875
6570,VIC,Flinders,3661,Shoreham,Shoreham Community Hall,SHOREHAM,3916.0,-38.4275,145.045,119,39.14,185,60.86,304,214021378,Flinders,2GMEL,Victoria,287.3793
6571,VIC,Flinders,3662,Somers,Somers Primary School,SOMERS,3927.0,-38.3922,145.165,228,43.35,298,56.65,526,214021379,Hastings - Somers,2GMEL,Victoria,108.884
6572,VIC,Flinders,83697,Somerville,Somerville Mechanics Hall,SOMERVILLE,3912.0,-38.225396,145.175202,333,56.44,257,43.56,590,214021385,Somerville,2GMEL,Victoria,117.354
6573,VIC,Flinders,31059,Somerville East,Somerville Primary School,SOMERVILLE,3912.0,-38.2243,145.179,764,52.47,692,47.53,1456,214021385,Somerville,2GMEL,Victoria,117.354
6574,VIC,Flinders,3663,Somerville West,Somerville Rise Primary School,SOMERVILLE,3912.0,-38.2297,145.16899999999998,1010,54.21,853,45.79,1863,214021385,Somerville,2GMEL,Victoria,117.354
6575,VIC,Flinders,3664,Sorrento,Sorrento Community Centre,SORRENTO,3943.0,-38.3389,144.736,442,60.8,285,39.2,727,214021383,Point Nepean,2GMEL,Victoria,67.1875
6579,VIC,Flinders,3609,Tanti Park,Mornington Park Primary School,MORNINGTON,3931.0,-38.225821999999994,145.057877,450,42.17,617,57.83,1067,214021380,Mornington,2GMEL,Victoria,21.0928
6580,VIC,Flinders,3666,Tootgarook,Tootgarook Primary School,TOOTGAROOK,3941.0,-38.3697,144.857,377,45.53,451,54.47,828,214021383,Point Nepean,2GMEL,Victoria,67.1875
6581,VIC,Flinders,3667,Tyabb,Tyabb Community Hall,TYABB,3913.0,-38.261009,145.190033,551,58.93,384,41.07,935,214021385,Somerville,2GMEL,Victoria,117.354
6582,VIC,Fraser,3345,Albanvale (Fraser),Movelle Primary School,KINGS PARK,3021.0,-37.7378698,144.775815,174,28.57,435,71.43,609,213011333,Kings Park (Vic.),2GMEL,Victoria,4.4323
6583,VIC,Fraser,3346,Albion,Albion Primary School,ALBION,3020.0,-37.7782,144.82,418,31.33,916,68.67,1334,213011328,Ardeer - Albion,2GMEL,Victoria,4.5883
6584,VIC,Fraser,4240,Ardeer South,Ardeer South Primary School,SUNSHINE WEST,3020.0,-37.788000000000004,144.798,368,31.62,796,68.38,1164,213011338,Sunshine West,2GMEL,Victoria,12.9688
6585,VIC,Fraser,91788,BLV Fraser PPVC,BLV Fraser,ESSENDON FIELDS,3041.0,-37.5803306,144.7301114,5,45.45,6,54.55,11,210041241,Sunbury - South,2GMEL,Victoria,131.1359
6586,VIC,Fraser,46536,Cairnlea (Fraser),Cairnlea Park Primary School,CAIRNLEA,3023.0,-37.7581,144.78799999999998,635,33.42,1265,66.58,1900,213011329,Cairnlea,2GMEL,Victoria,4.4061
6587,VIC,Fraser,91905,Deer Park Central (Fraser),Deer Park North Primary School,DEER PARK,3023.0,-37.7563,144.775,31,34.07,60,65.93,91,213011330,Deer Park - Derrimut,2GMEL,Victoria,21.3348
6588,VIC,Fraser,31046,Delahey (Fraser),Copperfield College (Delahey Senior Campus),DELAHEY,3037.0,-37.71947,144.77168999999998,536,27.32,1426,72.68,1962,213011331,Delahey,2GMEL,Victoria,3.5055
6589,VIC,Fraser,91908,Divisional Office (PREPOLL),Divisional Office,ESSENDON FIELDS,3041.0,-37.7922484,144.8609606,5,71.43,2,28.57,7,213031347,Braybrook,2GMEL,Victoria,7.4842
6590,VIC,Fraser,91798,Essendon FRASER PPVC,Essendon FRASER PPVC,ESSENDON,3040.0,-37.767536299999996,144.9198932,763,55.09,622,44.91,1385,206031116,Moonee Ponds,2GMEL,Victoria,4.3551
6591,VIC,Fraser,91831,Footscray FRASER PPVC,Recwest Footscray,WEST FOOTSCRAY,3012.0,-37.798,144.899,1065,33.86,2080,66.14,3145,213031348,Footscray,2GMEL,Victoria,4.967
6592,VIC,Fraser,32904,Glengala,Sunshine Heights Primary School,SUNSHINE WEST,3020.0,-37.7925,144.817,299,29.2,725,70.8,1024,213011338,Sunshine West,2GMEL,Victoria,12.9688
6593,VIC,Fraser,3354,Glengala South,Glengala Primary School,SUNSHINE WEST,3020.0,-37.7988,144.814,206,27.03,556,72.97,762,213011338,Sunshine West,2GMEL,Victoria,12.9688
6594,VIC,Fraser,3355,Kealba,St Paul's Primary School,KEALBA,3021.0,-37.7341,144.819473,525,41.7,734,58.3,1259,213011332,Keilor Downs,2GMEL,Victoria,7.6597
6595,VIC,Fraser,3356,Keilor (Fraser),Keilor Primary School,KEILOR,3036.0,-37.7166,144.835,1096,56.79,834,43.21,1930,210011228,Keilor,2GMEL,Victoria,17.512
6596,VIC,Fraser,3357,Keilor Downs,Keilor Views Primary School,KEILOR DOWNS,3038.0,-37.71767,144.809001,591,41.13,846,58.87,1437,213011332,Keilor Downs,2GMEL,Victoria,7.6597
6597,VIC,Fraser,83796,Keilor Village,Keilor Village Scout Hall,KEILOR,3036.0,-37.7234384,144.83819619999997,216,58.86,151,41.14,367,210011228,Keilor,2GMEL,Victoria,17.512
6598,VIC,Fraser,3359,Kings Park (Fraser),Copperfield College (Kings Park Junior Campus),KINGS PARK,3021.0,-37.7329,144.77200000000002,310,28.52,777,71.48,1087,213011333,Kings Park (Vic.),2GMEL,Victoria,4.4323
6599,VIC,Fraser,91790,Melbourne (Fraser),215 Spring St,MELBOURNE,3000.0,-37.80983870000001,144.97205659999997,8,25.81,23,74.19,31,206041122,Melbourne,2GMEL,Victoria,2.369
6600,VIC,Fraser,97510,Melbourne Central FRASER PPVC,Melbourne Convention and Exhibition Centre,SOUTHBANK,3006.0,-37.8158909,144.9588604,128,37.98,209,62.02,337,206041122,Melbourne,2GMEL,Victoria,2.369
6601,VIC,Fraser,91799,Melbourne FRASER PPVC,215 Spring St,MELBOURNE,3000.0,-37.8152065,144.96393700000002,265,35.96,472,64.04,737,206041122,Melbourne,2GMEL,Victoria,2.369
6602,VIC,Fraser,31048,Monmia,Monmia Primary School,KEILOR DOWNS,3038.0,-37.71743,144.79185,797,38.15,1292,61.85,2089,213011332,Keilor Downs,2GMEL,Victoria,7.6597
6604,VIC,Fraser,3361,St Albans East,St Albans East Primary School,ST ALBANS,3021.0,-37.742,144.811,288,27.77,749,72.23,1037,213011334,St Albans - North,2GMEL,Victoria,6.5225
6605,VIC,Fraser,3362,St Albans North,St Albans North Primary School,ST ALBANS,3021.0,-37.7319,144.80100000000002,239,24.74,727,75.26,966,213011334,St Albans - North,2GMEL,Victoria,6.5225
6606,VIC,Fraser,82787,St Albans PPVC,3 St Albans Rd,ST ALBANS,3021.0,-37.7420101,144.8110914,7706,33.52,15285,66.48,22991,213011334,St Albans - North,2GMEL,Victoria,6.5225
6607,VIC,Fraser,3363,St Albans South,University Park Primary School,ST ALBANS,3021.0,-37.755,144.804,171,26.93,464,73.07,635,213011335,St Albans - South,2GMEL,Victoria,6.2647
6608,VIC,Fraser,3364,St Albans South East,Jackson School,ST ALBANS,3021.0,-37.7558,144.815,293,28.61,731,71.39,1024,213011335,St Albans - South,2GMEL,Victoria,6.2647
6609,VIC,Fraser,3365,St Albans West (Fraser),Victoria University Secondary College,ST ALBANS,3021.0,-37.7411,144.786,292,28.43,735,71.57,1027,213011334,St Albans - North,2GMEL,Victoria,6.5225
6612,VIC,Fraser,3699,Sunshine,Sunshine Primary School,SUNSHINE,3020.0,-37.791,144.83100000000002,316,27.41,837,72.59,1153,213011336,Sunshine,2GMEL,Victoria,4.732
6613,VIC,Fraser,38309,Sunshine FRASER PPVC,St Paul's Community Centre,SUNSHINE WEST,3020.0,-37.7867231,144.8035377,3990,34.18,7682,65.82,11672,213011338,Sunshine West,2GMEL,Victoria,12.9688
6614,VIC,Fraser,3367,Sunshine North,Sunshine North Primary School,SUNSHINE NORTH,3020.0,-37.77158,144.83751999999998,441,32.07,934,67.93,1375,213011337,Sunshine North,2GMEL,Victoria,8.0239
6615,VIC,Fraser,3347,Sunshine North West,Albion North Primary School,SUNSHINE NORTH,3020.0,-37.7627,144.82299999999998,249,30.74,561,69.26,810,213011337,Sunshine North,2GMEL,Victoria,8.0239
6616,VIC,Fraser,3350,Sunvale,Sunshine Harvester Primary School,SUNSHINE,3020.0,-37.78309,144.84533000000002,376,28.55,941,71.45,1317,213011336,Sunshine,2GMEL,Victoria,4.732
6617,VIC,Fraser,46561,Sydenham Central (Fraser),Sydenham Catholic Regional College,SYDENHAM,3437.0,-37.7011,144.774,290,36.8,498,63.2,788,213011339,Sydenham,2GMEL,Victoria,3.9479
6618,VIC,Fraser,83803,Sydenham East,Salvation Army Sydenham,SYDENHAM,3038.0,-37.7082,144.779,220,36.42,384,63.58,604,213011339,Sydenham,2GMEL,Victoria,3.9479
6619,VIC,Fraser,47832,Sydenham West (Fraser),Sydenham-Hillside Primary School(Sydenham Campus),SYDENHAM,3038.0,-37.7015,144.76,538,31.17,1188,68.83,1726,213011339,Sydenham,2GMEL,Victoria,3.9479
6620,VIC,Fraser,8907,Taylors Lakes,Taylors Lakes Primary School,TAYLORS LAKES,3038.0,-37.7094,144.79399999999998,878,47.43,973,52.57,1851,213011340,Taylors Lakes,2GMEL,Victoria,18.4632
6621,VIC,Fraser,47828,Taylors Lakes Central,Taylors Lakes Secondary College,TAYLORS LAKES,3038.0,-37.7069867,144.79404419999997,880,44.47,1099,55.53,1979,213011340,Taylors Lakes,2GMEL,Victoria,18.4632
6622,VIC,Fraser,33282,Taylors Lakes North,Overnewton Anglican Community College,TAYLORS LAKES,3038.0,-37.6891685,144.7749135,1219,48.2,1310,51.8,2529,213011340,Taylors Lakes,2GMEL,Victoria,18.4632
6623,VIC,Fraser,3701,Tottenham North (Fraser),Western English Language School,BRAYBROOK,3019.0,-37.791055,144.854164,273,28.09,699,71.91,972,213031347,Braybrook,2GMEL,Victoria,7.4842
6624,VIC,Gellibrand,92004,Alamanda (Gellibrand),Alamanda College K-9,POINT COOK,3030.0,-37.9069983,144.7418042,166,43.23,218,56.77,384,213051466,Point Cook - South,2GMEL,Victoria,9.4222
6625,VIC,Gellibrand,4236,Altona,Altona Primary School,ALTONA,3018.0,-37.8677,144.82299999999998,329,34.93,613,65.07,942,213021341,Altona,2GMEL,Victoria,17.6847
6626,VIC,Gellibrand,8893,Altona Bay,Altona Meadows - Laverton Uniting Church,ALTONA MEADOWS,3028.0,-37.870946999999994,144.771351,259,32.38,541,67.63,800,213021342,Altona Meadows,2GMEL,Victoria,10.5398
6627,VIC,Gellibrand,3676,Altona East,Newport Gardens Primary School,NEWPORT,3018.0,-37.84892,144.868326,374,32.24,786,67.76,1160,213021344,Newport,2GMEL,Victoria,8.8407
6628,VIC,Gellibrand,3677,Altona Gate,Altona North Primary School,ALTONA NORTH,3025.0,-37.837889000000004,144.850022,418,29.46,1001,70.54,1419,213021343,Altona North,2GMEL,Victoria,16.1844
6629,VIC,Gellibrand,58455,Altona Green,Altona Green Primary School,ALTONA MEADOWS,3028.0,-37.8853,144.786,601,29.36,1446,70.64,2047,213021342,Altona Meadows,2GMEL,Victoria,10.5398
6630,VIC,Gellibrand,4237,Altona Meadows,Altona Meadows Primary School,ALTONA MEADOWS,3028.0,-37.8685,144.78,453,27.55,1191,72.45,1644,213021342,Altona Meadows,2GMEL,Victoria,10.5398
