sa2_maincode_2016,p_tot_total,p_pgrad_deg_total,p_graddip_and_gradcert_total,p_bachdeg_total,p_advdip_and_dip_total,p_cert_iii_iv_total,p_cert_i_ii_total,p_cert_lev_tot_total,post_grad_degree_percent,post_grad_dip_cert_percent,bach_degree_percent,diploma_percent,certificate_percent,bach_post_grad_percent
509011226,1649,64,54,320,264,537,52,658,0.038811400848999394,0.03274711946634324,0.19405700424499697,0.16009702850212248,0.39902971497877504,0.2656155245603396
509011227,2214,64,83,379,372,784,83,957,0.028906955736224028,0.037488708220415536,0.17118337850045168,0.16802168021680217,0.43224932249322495,0.23757904245709124
509011228,3134,174,127,661,481,818,70,1027,0.05552010210593491,0.04052329291640076,0.21091257179323547,0.15347798340778557,0.3276962348436503,0.30695596681557114
509011229,1201,13,25,200,146,378,36,467,0.010824313072439634,0.020815986677768527,0.16652789342214822,0.12156536219816819,0.38884263114071604,0.19816819317235637
509011230,1815,28,38,258,171,574,60,696,0.015426997245179064,0.0209366391184573,0.14214876033057852,0.09421487603305785,0.3834710743801653,0.17851239669421487
509011231,1735,22,29,307,210,518,47,643,0.012680115273775217,0.016714697406340056,0.17694524495677233,0.12103746397694524,0.37060518731988473,0.20634005763688762
509011232,2051,66,62,313,273,562,42,660,0.03217942467089225,0.03022915650901999,0.15260848366650415,0.13310580204778158,0.3217942467089225,0.2150170648464164
509011233,4326,49,71,512,612,1864,172,2210,0.011326860841423949,0.016412390198797967,0.1183541377716135,0.14147018030513175,0.5108645399907535,0.14609338881183542
509011234,2315,49,51,317,339,758,74,929,0.021166306695464362,0.022030237580993522,0.1369330453563715,0.14643628509719223,0.4012958963282937,0.18012958963282938
509011235,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
509021236,2492,42,46,277,370,1004,63,1171,0.016853932584269662,0.018459069020866775,0.11115569823434993,0.14847512038523275,0.46990369181380415,0.14646869983948635
509021237,1586,21,27,219,171,519,37,618,0.013240857503152586,0.017023959646910468,0.13808322824716268,0.10781841109709962,0.3896595208070618,0.16834804539722573
509021238,1512,26,40,217,184,543,52,640,0.017195767195767195,0.026455026455026454,0.14351851851851852,0.12169312169312169,0.42328042328042326,0.18716931216931218
509021239,3770,62,50,491,465,1435,93,1705,0.016445623342175066,0.013262599469496022,0.13023872679045093,0.123342175066313,0.45225464190981435,0.15994694960212202
509021240,1924,28,52,318,235,644,65,774,0.014553014553014554,0.02702702702702703,0.1652806652806653,0.12214137214137215,0.4022869022869023,0.20686070686070687
509021241,1827,38,37,303,232,591,51,713,0.02079912424740011,0.020251778872468526,0.16584564860426929,0.12698412698412698,0.39025725232621783,0.20689655172413793
509021242,1275,15,25,177,124,420,38,508,0.011764705882352941,0.0196078431372549,0.1388235294117647,0.09725490196078432,0.3984313725490196,0.17019607843137255
509021243,4966,105,72,537,571,1606,191,1977,0.021143777688280307,0.01449859041482078,0.108135320177205,0.11498187676198147,0.3981071284736206,0.14377768828030607
509021244,2171,71,51,272,329,777,47,911,0.0327038231229848,0.02349147858129894,0.12528788576692768,0.1515430677107324,0.41962229387379085,0.18148318747121142
509021245,2488,48,50,375,355,762,49,917,0.01929260450160772,0.02009646302250804,0.15072347266881028,0.14268488745980706,0.36856913183279744,0.19011254019292603
509031246,1452,23,27,182,180,457,42,556,0.01584022038567493,0.01859504132231405,0.12534435261707988,0.12396694214876033,0.38292011019283745,0.15977961432506887
509031247,1667,15,48,327,215,528,44,645,0.008998200359928014,0.028794241151769647,0.19616076784643072,0.1289742051589682,0.3869226154769046,0.23395320935812838
509031248,1107,31,28,171,154,393,19,451,0.028003613369467027,0.025293586269196026,0.15447154471544716,0.13911472448057813,0.4074074074074074,0.20776874435411022
509031249,2087,40,57,310,252,630,86,807,0.019166267369429803,0.02731193100143747,0.14853857211308097,0.12074748442740776,0.3866794441782463,0.19501677048394825
509031250,1979,31,58,279,247,639,60,785,0.015664477008590198,0.029307731177362305,0.14098029307731177,0.12481051035876706,0.39666498231430014,0.18595250126326426
510011262,7276,296,221,1445,959,2017,208,2481,0.04068169323804288,0.030373831775700934,0.1985981308411215,0.1318031885651457,0.3409840571742716,0.26965365585486534
510011263,3079,94,84,394,233,732,170,973,0.03052939265995453,0.027281584930172135,0.12796362455342644,0.07567392010392984,0.3160116921078272,0.1857746021435531
510011264,1297,35,18,130,70,195,31,277,0.026985350809560524,0.013878180416345412,0.1002313030069391,0.05397070161912105,0.2135697764070933,0.14109483423284502
510011265,3288,94,97,591,370,930,97,1136,0.028588807785888078,0.029501216545012164,0.17974452554744524,0.11253041362530414,0.34549878345498786,0.23783454987834549
510011266,789,16,20,97,58,238,73,324,0.020278833967046894,0.025348542458808618,0.1229404309252218,0.07351077313054499,0.41064638783269963,0.16856780735107732
510021267,4031,54,41,344,284,1535,85,1687,0.013396179608037708,0.010171173406102704,0.08533862565120318,0.07045398164227239,0.4185065740511039,0.10890597866534359
510021268,2276,50,39,309,221,866,52,974,0.021968365553602813,0.017135325131810195,0.13576449912126537,0.09710017574692442,0.4279437609841828,0.17486818980667837
510021269,2469,98,72,436,334,854,45,954,0.03969218307006885,0.02916160388821385,0.1765897124341839,0.13527744025921426,0.3863912515188335,0.2454434993924666
510021270,4494,77,92,531,485,1690,130,1925,0.017133956386292833,0.020471740097908322,0.11815754339118825,0.10792167334223408,0.42834890965732086,0.1557632398753894
510031271,8179,184,96,964,760,3620,125,3912,0.022496637730773934,0.011737376207360314,0.11786281941557647,0.09292089497493582,0.47829808044993277,0.15209683335371071
510031272,7866,259,161,1363,983,2791,219,3275,0.03292651919654208,0.02046783625730994,0.17327739638952452,0.12496821764556318,0.4163488431222985,0.22667175184337657
510031273,2994,64,34,336,288,1119,62,1242,0.02137608550434202,0.011356045424181697,0.11222444889779559,0.09619238476953908,0.4148296593186373,0.1449565798263193
511011274,5346,93,133,690,642,1841,193,2237,0.01739618406285073,0.024878413767302657,0.12906846240179573,0.12008978675645342,0.418443696221474,0.17134306023194912
511011275,1660,26,27,249,211,484,42,601,0.01566265060240964,0.016265060240963854,0.15,0.12710843373493977,0.36204819277108435,0.1819277108433735
511021276,2225,34,37,299,220,651,80,807,0.015280898876404495,0.01662921348314607,0.1343820224719101,0.09887640449438202,0.36269662921348317,0.1662921348314607
511021277,2214,60,39,377,269,777,85,958,0.02710027100271003,0.017615176151761516,0.17028003613369466,0.12149954832881663,0.4327009936766034,0.21499548328816623
511031278,2888,42,22,202,256,1190,92,1384,0.014542936288088643,0.007617728531855956,0.06994459833795014,0.0886426592797784,0.4792243767313019,0.09210526315789473
511031279,6194,243,135,1010,655,2286,161,2659,0.03923151436874395,0.021795285760413303,0.16306102680012916,0.10574749757830158,0.42928640619954794,0.22408782692928642
511031280,4051,189,105,821,543,1479,89,1669,0.046655146877314244,0.02591952604295236,0.20266600839298937,0.13404097753641075,0.41199703776845226,0.27524068131325596
511031281,3,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
511031282,1885,25,25,177,178,710,44,824,0.013262599469496022,0.013262599469496022,0.09389920424403184,0.09442970822281167,0.43713527851458883,0.12042440318302387
511031283,2102,44,45,204,142,573,36,684,0.02093244529019981,0.021408182683158895,0.09705042816365367,0.0675547098001903,0.32540437678401524,0.13939105613701236
511031284,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
511041285,5323,141,136,772,653,1732,188,2087,0.026488822092804808,0.025549502160435843,0.1450309975577682,0.1226751831673868,0.39207213977080596,0.19706932181100884
511041286,3348,25,57,256,349,1311,151,1588,0.007467144563918757,0.017025089605734768,0.07646356033452807,0.10424133811230585,0.4743130227001195,0.1009557945041816
511041287,3364,55,86,463,488,1467,105,1694,0.016349583828775268,0.025564803804994055,0.13763376932223542,0.1450653983353151,0.5035671819262783,0.17954815695600476
511041288,4470,167,158,823,655,1631,152,1944,0.03736017897091723,0.03534675615212528,0.18411633109619688,0.1465324384787472,0.4348993288590604,0.2568232662192394
511041289,1573,17,28,163,212,635,55,766,0.01080737444373808,0.017800381436745075,0.10362364907819453,0.13477431659249842,0.4869675778766688,0.1322314049586777
511041290,1579,33,30,198,133,412,36,491,0.02089930335655478,0.018999366687777075,0.12539582013932868,0.08423052564914503,0.3109563014566181,0.16529449018366055
511041291,1644,28,31,231,204,573,56,704,0.0170316301703163,0.018856447688564478,0.14051094890510948,0.12408759124087591,0.4282238442822384,0.17639902676399027
511041292,2549,33,38,334,314,864,81,1056,0.012946253432718713,0.01490780698313064,0.13103177716751668,0.12318556296586897,0.4142801098469988,0.15888583758336602
597979799,338,9,0,31,55,134,5,145,0.026627218934911243,0.0,0.09171597633136094,0.16272189349112426,0.4289940828402367,0.11834319526627218
599999499,3820,117,48,522,308,969,65,1147,0.0306282722513089,0.012565445026178011,0.13664921465968585,0.0806282722513089,0.30026178010471205,0.17984293193717277
601011001,2149,20,19,104,180,725,126,967,0.009306654257794323,0.008841321544904607,0.04839460214053048,0.08375988832014891,0.4499767333643555,0.0665425779432294
601011002,2069,18,29,163,243,1046,96,1225,0.008699855002416627,0.01401643305944901,0.07878202029966168,0.11744804253262446,0.5920734654422426,0.1014983083615273
601011003,2025,56,56,318,309,823,48,981,0.027654320987654323,0.027654320987654323,0.15703703703703703,0.15259259259259259,0.48444444444444446,0.2123456790123457
601021004,3128,255,166,843,499,787,57,957,0.08152173913043478,0.053069053708439895,0.2695012787723785,0.15952685421994886,0.3059462915601023,0.4040920716112532
601021005,3833,233,175,940,630,1294,64,1485,0.06078789459953039,0.045656144012522826,0.24523871641012263,0.1643621184450822,0.3874249934776937,0.35168275502217583
601021006,1587,100,77,373,273,511,27,603,0.0630119722747322,0.048519218651543794,0.2350346565847511,0.1720226843100189,0.3799621928166352,0.3465658475110271
601021007,5218,309,251,1312,920,1477,84,1756,0.059218091222690686,0.04810272134917593,0.25143733231123033,0.17631276351092373,0.33652740513606744,0.358758144883097
601021008,3782,269,187,1101,574,890,67,1095,0.07112638815441566,0.04944473823373876,0.2911158117398202,0.15177154944473822,0.28952934955050236,0.41168693812797463
601021009,1832,45,38,259,224,674,73,816,0.024563318777292575,0.02074235807860262,0.1413755458515284,0.1222707423580786,0.44541484716157204,0.18668122270742357
601021010,1407,10,8,63,76,342,48,457,0.007107320540156361,0.005685856432125089,0.04477611940298507,0.05401563610518834,0.3248045486851457,0.057569296375266525
601021011,2243,52,36,237,249,927,98,1143,0.0231832367365136,0.016049933125278644,0.10566205974141775,0.11101203744984396,0.509585376727597,0.14489522960321
601021012,2266,155,92,527,336,746,38,871,0.06840247131509268,0.04060017652250662,0.2325684024713151,0.14827890556045895,0.3843777581641659,0.3415710503089144
601031013,1663,44,38,221,284,744,44,855,0.026458208057727,0.022850270595309682,0.13289236319903788,0.17077570655441973,0.5141310883944679,0.18220084185207455
601031014,2269,55,51,297,264,939,66,1098,0.024239753195240195,0.02247686205376818,0.13089466725429705,0.11635081533715293,0.4839136183340679,0.17761128250330543
601031015,2991,80,50,269,346,1354,125,1594,0.026746907388833167,0.01671681711802073,0.08993647609495152,0.11568037445670344,0.5329321297225008,0.1334002006018054
601031016,1706,84,50,285,193,632,52,746,0.0492379835873388,0.029308323563892145,0.16705744431418523,0.11313012895662368,0.4372801875732708,0.2456037514654162
601031017,4318,147,89,511,547,1562,176,1936,0.034043538675312644,0.020611394163964798,0.11834182491894396,0.12667901806391849,0.44835572024085224,0.1729967577582214
601031018,2140,69,52,299,288,789,86,923,0.032242990654205606,0.024299065420560748,0.1397196261682243,0.13457943925233645,0.4313084112149533,0.19626168224299065
601031019,2382,108,96,485,286,747,75,911,0.04534005037783375,0.04030226700251889,0.20361041141897565,0.1200671704450042,0.38245172124265325,0.2892527287993283
601031020,2406,36,40,205,265,1046,107,1258,0.014962593516209476,0.01662510390689942,0.08520365752285952,0.11014131338320865,0.5228595178719867,0.11679135494596841
601031021,1731,107,53,399,218,534,47,641,0.06181398035817447,0.030618139803581745,0.23050259965337955,0.12593876372039284,0.37030618139803584,0.3229347198151358
601041022,5423,430,214,1421,783,1506,121,1812,0.07929190484971418,0.03946155264613682,0.2620320855614973,0.1443850267379679,0.33413239904112113,0.38078554305734835
601041023,5404,524,243,1532,863,1315,111,1625,0.09696521095484827,0.04496669133974834,0.2834937083641747,0.15969652109548482,0.30070318282753516,0.42542561065877127
601041024,3742,253,156,877,587,1186,88,1402,0.06761090326028861,0.04168893639764832,0.23436664885088188,0.15686798503474078,0.37466595403527525,0.3436664885088188
601041025,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
601041026,2116,316,140,826,315,243,22,313,0.14933837429111532,0.0661625708884688,0.390359168241966,0.14886578449905483,0.14792060491493383,0.6058601134215501
601051027,4931,696,246,1749,556,646,64,811,0.14114784019468668,0.04988846075846684,0.3546947880754411,0.11275603325897383,0.16446968160616507,0.5457310890285946
601051028,4661,520,275,1595,603,895,83,1080,0.111564042051062,0.05900021454623471,0.34220124436816135,0.12937137953228922,0.23170993349066724,0.512765500965458
601051029,2608,464,190,955,322,316,39,395,0.17791411042944785,0.07285276073619631,0.36618098159509205,0.12346625766871165,0.15145705521472394,0.6169478527607362
601051030,3237,352,186,1012,408,623,70,788,0.10874266295953043,0.057460611677479144,0.31263515600865,0.12604263206672844,0.2434352795798579,0.47883843064565956
601051031,7171,1416,363,2795,855,654,59,857,0.19746199972109887,0.0506205550132478,0.3897643285455306,0.11923023288244318,0.11950913401199274,0.6378468832798773
601051032,3632,619,270,1372,410,438,49,540,0.1704295154185022,0.07433920704845814,0.3777533039647577,0.11288546255506608,0.1486784140969163,0.6225220264317181
601051033,3474,544,278,1329,397,480,37,573,0.15659182498560736,0.0800230282095567,0.38255613126079446,0.11427748992515832,0.16493955094991364,0.6191709844559585
601061034,3532,116,72,518,511,1421,110,1671,0.03284258210645526,0.020385050962627407,0.14665911664779163,0.14467723669309174,0.4731030577576444,0.19988674971687428
601061035,3739,130,103,556,540,1453,125,1717,0.034768654720513506,0.027547472586253008,0.1487028617277347,0.14442364268520994,0.4592136935009361,0.2110189890345012
602011036,1386,67,34,286,169,409,52,504,0.048340548340548344,0.024531024531024532,0.20634920634920634,0.12193362193362194,0.36363636363636365,0.2792207792207792
602011037,1867,71,36,346,240,648,55,780,0.03802892340653455,0.0192822710230316,0.18532404927691484,0.12854847348687734,0.4177825388323514,0.24263524370648099
602011038,2939,299,116,923,369,509,49,634,0.10173528411024158,0.03946920721333787,0.31405239877509356,0.12555290915277306,0.21571963252807078,0.45525689009867304
602011039,1938,96,53,365,273,705,45,826,0.04953560371517028,0.027347781217750257,0.18833849329205365,0.14086687306501547,0.4262125902992776,0.26522187822497423
602011040,1467,61,25,239,185,463,74,590,0.04158145875937287,0.017041581458759374,0.1629175187457396,0.12610770279481937,0.4021813224267212,0.22154055896387184
602011041,3288,124,49,468,388,1103,164,1413,0.037712895377128956,0.014902676399026763,0.14233576642335766,0.11800486618004866,0.42974452554744524,0.19495133819951338
602011042,2392,190,96,683,353,578,53,692,0.0794314381270903,0.04013377926421405,0.2855351170568562,0.14757525083612041,0.28929765886287623,0.4051003344481605
602011043,1824,80,62,449,290,517,40,637,0.043859649122807015,0.03399122807017544,0.2461622807017544,0.15899122807017543,0.34923245614035087,0.32401315789473684
602011044,2826,107,66,519,407,1027,75,1225,0.03786270346779901,0.02335456475583864,0.18365180467091294,0.14401981599433827,0.4334748761500354,0.2448690728945506
602011045,1187,5,12,80,102,452,61,584,0.004212299915754001,0.010109519797809604,0.06739679865206402,0.08593091828138164,0.4919966301600674,0.08171861836562763
602011046,3205,192,118,799,472,973,90,1185,0.05990639625585024,0.036817472698907956,0.24929797191887676,0.14726989079563182,0.36973478939157567,0.34602184087363497
602011047,2209,105,83,554,262,609,65,762,0.047532820280669984,0.03757356269805342,0.2507922136713445,0.11860570393843368,0.34495246717971934,0.3358985966500679
602011048,1994,42,39,328,245,848,58,978,0.02106318956870612,0.019558676028084254,0.16449348044132397,0.12286860581745236,0.49047141424272817,0.20511534603811435
602011049,2411,220,113,723,356,592,59,720,0.09124844462878473,0.04686851928660307,0.29987557030277895,0.14765657403566984,0.2986312733305682,0.43799253421816675
602011050,1414,40,20,187,157,577,45,686,0.028288543140028287,0.014144271570014143,0.13224893917963224,0.11103253182461104,0.48514851485148514,0.1746817538896747
